RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,week_of_year
96.7, None, None, None, 10.79,121.9, None, None, None, None, None, None, None, None, None, 65.26, None, None,1.276, None, None, None, None,27.88, None, None, None, None,2018-01-15 00:00:00,3
94.9, None, None, None, 8.58,130.2, None, None, None, None, None, None, None, None, None, 65.17, None, None,1.274, None, None, None, None,31.32, None, None, None, None,2018-01-15 01:00:00,3
89.9, None, None, None, 8.34,113.4, None, None, None, None, None, None, None, None, None, 65.08, None, None,2.108, None, None, None, None,34.62, None, None, None, None,2018-01-15 02:00:00,3
90.3, None, None, None, 8.89,81.3, None, None, None, None, None, None, None, None, None, 65.1, None, None,1.783, None, None, None, None,26.72, None, None, None, None,2018-01-15 03:00:00,3
91.3, None, None, None, 6.407,84.1, None, None, None, None, None, None, None, None, None, 65.03, None, None,1.332, None, None, None, None,30.97, None, None, None, None,2018-01-15 04:00:00,3
93.1, None, None, None, 5.527,111.7, None, None, None, None, None, None, None, None, None, 64.93, None, None,1.266, None, None, None, None,42.21, None, None, None, None,2018-01-15 05:00:00,3
95.4, None, None, None, 7.172,119.2, None, None, None, None, None, None, None, None, None, 64.88, None, None,1.001, None, None, None, None,41.26, None, None, None, None,2018-01-15 06:00:00,3
96.2, None, None, None, 6.125,126.7, None, None, None, None, None, None, None, None, None, 64.81, None, None,0.668, None, None, None, None,45.71, None, None, None, None,2018-01-15 07:00:00,3
96.5, None, None, None, 6.872,109.6, None, None, None, None, None, None, None, None, None, 64.74, None, None,0.673, None, None, None, None,31.86, None, None, None, None,2018-01-15 08:00:00,3
96.6, None, None, None, 4.883,158.8, None, None, None, None, None, None, None, None, None, 64.67, None, None,0.821, None, None, None, None,49.53, None, None, None, None,2018-01-15 09:00:00,3
96.6, None, None, None, 7.564,137.7, None, None, None, None, None, None, None, None, None, 64.57, None, None,0.942, None, None, None, None,46.23, None, None, None, None,2018-01-15 10:00:00,3
96.5, None, None, None, 6.266,172.6, None, None, None, None, None, None, None, None, None, 64.28, None, None,1.013, None, None, None, None,51.07, None, None, None, None,2018-01-15 11:00:00,3
87.8, None, None, None, 9.0,141.5, None, None, None, None, None, None, None, None, None, 63.88, None, None,1.668, None, None, None, None,47.1, None, None, None, None,2018-01-15 12:00:00,3
85.4, None, None, None, 7.384,154.0, None, None, None, None, None, None, None, None, None, 63.68, None, None,2.307, None, None, None, None,43.17, None, None, None, None,2018-01-15 13:00:00,3
88.1, None, None, None, 8.68,143.1, None, None, None, None, None, None, None, None, None, 63.15, None, None,0.555, None, None, None, None,36.77, None, None, None, None,2018-01-15 15:00:00,3
92.7, None, None, None, 8.63,157.1, None, None, None, None, None, None, None, None, None, 63.06, None, None,0.12, None, None, None, None,46.86, None, None, None, None,2018-01-15 16:00:00,3
88.9, None, None, None, 7.373,156.3, None, None, None, None, None, None, None, None, None, 62.99, None, None,0.461, None, None, None, None,47.67, None, None, None, None,2018-01-15 17:00:00,3
84.5, None, None, None, 9.39,178.4, None, None, None, None, None, None, None, None, None, 62.83, None, None,0.624, None, None, None, None,46.3, None, None, None, None,2018-01-15 18:00:00,3
84.5, None, None, None, 9.23,152.0, None, None, None, None, None, None, None, None, None, 62.85, None, None,0.352, None, None, None, None,46.47, None, None, None, None,2018-01-15 19:00:00,3
85.8, None, None, None, 10.81,144.8, None, None, None, None, None, None, None, None, None, 62.78, None, None,0.322, None, None, None, None,37.09, None, None, None, None,2018-01-15 20:00:00,3
86.9, None, None, None, 11.77,136.9, None, None, None, None, None, None, None, None, None, 62.72, None, None,-0.207, None, None, None, None,36.25, None, None, None, None,2018-01-15 21:00:00,3
86.2, None, None, None, 10.01,140.9, None, None, None, None, None, None, None, None, None, 62.67, None, None,-0.076, None, None, None, None,39.74, None, None, None, None,2018-01-15 22:00:00,3
88.0, None, None, None, 8.7,130.2, None, None, None, None, None, None, None, None, None, 62.68, None, None,-0.342, None, None, None, None,44.57, None, None, None, None,2018-01-15 23:00:00,3
90.0, None, None, None, 9.2,154.4, None, None, None, None, None, None, None, None, None, 62.62, None, None,-0.614, None, None, None, None,44.71, None, None, None, None,2018-01-16 00:00:00,3
90.3, None, None, None, 8.18,145.6, None, None, None, None, None, None, None, None, None, 62.53, None, None,-0.5, None, None, None, None,37.97, None, None, None, None,2018-01-16 01:00:00,3
92.2, None, None, None, 7.311,162.3, None, None, None, None, None, None, None, None, None, 62.48, None, None,-0.65, None, None, None, None,45.22, None, None, None, None,2018-01-16 02:00:00,3
93.2, None, None, None, 7.129,156.4, None, None, None, None, None, None, None, None, None, 62.46, None, None,-0.786, None, None, None, None,49.96, None, None, None, None,2018-01-16 03:00:00,3
94.2, None, None, None, 8.71,122.1, None, None, None, None, None, None, None, None, None, 62.41, None, None,-0.845, None, None, None, None,29.8, None, None, None, None,2018-01-16 04:00:00,3
95.9, None, None, None, 8.71,111.1, None, None, None, None, None, None, None, None, None, 62.26, None, None,-0.93, None, None, None, None,29.93, None, None, None, None,2018-01-16 05:00:00,3
96.0, None, None, None, 8.04,111.3, None, None, None, None, None, None, None, None, None, 62.13, None, None,-1.139, None, None, None, None,33.41, None, None, None, None,2018-01-16 06:00:00,3
95.3, None, None, None, 8.36,119.3, None, None, None, None, None, None, None, None, None, 62.53, None, None,-1.385, None, None, None, None,29.53, None, None, None, None,2018-01-16 07:00:00,3
94.9, None, None, None, 7.264,123.5, None, None, None, None, None, None, None, None, None, 63.17, None, None,-1.501, None, None, None, None,26.48, None, None, None, None,2018-01-16 08:00:00,3
94.6, None, None, None, 4.463,138.8, None, None, None, None, None, None, None, None, None, 65.43, None, None,-1.609, None, None, None, None,40.52, None, None, None, None,2018-01-16 09:00:00,3
93.9, None, None, None, 3.533,140.4, None, None, None, None, None, None, None, None, None, 67.94, None, None,-1.654, None, None, None, None,34.13, None, None, None, None,2018-01-16 10:00:00,3
93.5, None, None, None, 2.943,145.5, None, None, None, None, None, None, None, None, None, 68.57, None, None,-1.742, None, None, None, None,40.35, None, None, None, None,2018-01-16 11:00:00,3
93.5, None, None, None, 5.543,131.9, None, None, None, None, None, None, None, None, None, 69.05, None, None,-2.57, None, None, None, None,35.9, None, None, None, None,2018-01-16 12:00:00,3
86.5, None, None, None, 6.315,243.9, None, None, None, None, None, None, None, None, None, 69.1, None, None,-0.611, None, None, None, None,52.77, None, None, None, None,2018-01-16 13:00:00,3
82.2, None, None, None, 9.45,223.5, None, None, None, None, None, None, None, None, None, 69.21, None, None,-0.467, None, None, None, None,39.48, None, None, None, None,2018-01-16 14:00:00,3
78.86, None, None, None, 13.35,238.2, None, None, None, None, None, None, None, None, None, 69.61, None, None,-1.197, None, None, None, None,27.83, None, None, None, None,2018-01-16 15:00:00,3
75.39, None, None, None, 5.253,220.5, None, None, None, None, None, None, None, None, None, 69.43, None, None,-2.251, None, None, None, None,51.63, None, None, None, None,2018-01-16 16:00:00,3
