CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, -2.104, 78.4, None, None, None, None,44.08, None, 7.275,119.2, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-04-16 00:00:00, None, None,16
None, -1.579, 66.67, None, None, None, None,48.82, None, 3.415,136.7, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-04-16 01:00:00, None, None,16
None, -1.432, 63.16, None, None, None, None,17.7, None, 4.54,218.6, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-04-16 02:00:00, None, None,16
None, -1.412, 60.38, None, None, None, None,7.815, None, 7.881,243.7, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-04-16 03:00:00, None, None,16
None, -1.91, 65.72, None, None, None, None,5.262, None, 3.427,233.1, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-04-16 04:00:00, None, None,16
None, -1.915, 68.9, None, None, None, None,47.22, None, 2.096,307.2, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-04-16 05:00:00, None, None,16
None, -2.076, 72.65, None, None, None, None,10.93, None, 5.782,10.2, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-04-16 06:00:00, None, None,16
None, -2.321, 74.43, None, None, None, None,5.316, None, 6.563,30.96, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-04-16 07:00:00, None, None,16
None, -1.683, 74.3, None, None, None, None,19.64, None, 7.208,25.6, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-04-16 08:00:00, None, None,16
None, -0.735, 79.51, None, None, None, None,29.46, None, 4.176,308.2, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-04-16 09:00:00, None, None,16
None, -0.491, 75.13, None, None, None, None,51.56, None, 3.22,322.4, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-04-16 10:00:00, None, None,16
None, -0.103, 70.65, None, None, None, None,52.88, None, 4.356,2.02, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-04-16 11:00:00, None, None,16
None, -0.741, 71.12, None, None, None, None,37.77, None, 8.18,1.483, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-04-16 12:00:00, None, None,16
None, -0.26, 72.95, None, None, None, None,44.04, None, 8.03,3.84, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-04-16 13:00:00, None, None,16
None, 0.105, 77.05, None, None, None, None,34.45, None, 10.37,17.03, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-04-16 14:00:00, None, None,16
None, -0.36, 79.38, None, None, None, None,31.26, None, 10.61,15.87, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-04-16 15:00:00, None, None,16
None, -1.212, 85.1, None, None, None, None,31.18, None, 11.87,10.48, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-04-16 16:00:00, None, None,16
None, -1.731, 92.8, None, None, None, None,26.3, None, 13.64,8.55, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-04-16 17:00:00, None, None,16
None, -1.813, 95.6, None, None, None, None,24.89, None, 16.5,1.232, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-04-16 18:00:00, None, None,16
None, -1.797, 95.5, None, None, None, None,29.59, None, 17.06,354.4, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-04-16 19:00:00, None, None,16
None, -1.9, 95.3, None, None, None, None,25.1, None, 20.15,338.0, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-04-16 20:00:00, None, None,16
None, -1.938, 95.3, None, None, None, None,24.79, None, 23.36,355.6, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-04-16 21:00:00, None, None,16
None, -1.92, 95.3, None, None, None, None,23.8, None, 21.75,357.4, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-04-16 22:00:00, None, None,16
