wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year,AirTemp,ONE_DAY_PRECIPITATION,MIN_TEMP,Snow_WE,SNOW_ON_THE_GROUND,MAX_TEMP
179.0, 69.0, 6.6,0.0, -6.5,4.2, -1.6,-4.1, 322.0, 0.0, None,81.0,2022-01-22 00:00:00,4,,,,,,
320.0, 81.0, 4.2,0.0, -6.9,11.8, -4.1,-0.2, 179.0, 0.0, None,47.0,2022-01-22 01:00:00,4,,,,,,
325.0, 47.0, 11.8,0.0, -10.2,16.0, -0.2,0.5, 320.0, 0.0, None,46.0,2022-01-22 02:00:00,4,,,,,,
336.0, 46.0, 16.0,0.0, -9.8,13.9, 0.5,1.5, 325.0, 0.0, 2.4,41.0,2022-01-22 03:00:00,4,,,,,,
327.0, 41.0, 13.9,0.0, -10.3,12.4, 1.5,0.9, 336.0, 0.0, 2.4,42.0,2022-01-22 04:00:00,4,,,,,,
132.0, 42.0, 12.4,0.0, -10.6,6.0, 0.9,-3.4, 327.0, 0.0, 2.4,68.0,2022-01-22 05:00:00,4,,,,,,
10.0, 68.0, 6.0,0.0, -8.5,3.8, -3.4,-5.2, 132.0, 0.0, 2.4,63.0,2022-01-22 06:00:00,4,,,,,,
205.0, 63.0, 3.8,0.0, -11.1,4.1, -5.2,-4.3, 10.0, 0.0, 2.4,63.0,2022-01-22 07:00:00,4,,,,,,
295.0, 63.0, 4.1,0.0, -10.3,2.2, -4.3,-1.4, 205.0, 0.0, 2.4,51.0,2022-01-22 08:00:00,4,,,,,,
3.0, 51.0, 2.2,0.0, -10.2,6.0, -1.4,-0.7, 295.0, 0.0, 2.4,46.0,2022-01-22 09:00:00,4,,,,,,
7.0, 46.0, 6.0,0.0, -10.9,3.2, -0.7,2.1, 3.0, 0.0, 2.4,38.0,2022-01-22 10:00:00,4,,,,,,
51.0, 38.0, 3.2,0.0, -10.7,4.0, 2.1,5.1, 7.0, 0.0, 2.4,37.0,2022-01-22 11:00:00,4,,,,,,
328.0, 37.0, 4.0,0.0, -8.4,9.2, 5.1,8.4, 51.0, 0.0, 2.4,24.0,2022-01-22 12:00:00,4,,,,,,
354.0, 24.0, 9.2,0.2, -11.0,6.2, 8.4,7.8, 328.0, 0.0, 1.8,29.0,2022-01-22 13:00:00,4,,,,,,
14.0, 29.0, 6.2,0.0, -9.1,2.5, 7.8,4.2, 354.0, 0.2, 1.2,41.0,2022-01-22 14:00:00,4,,,,,,
356.0, 41.0, 2.5,0.0, -7.9,6.0, 4.2,2.6, 14.0, 0.0, 0.6,47.0,2022-01-22 15:00:00,4,,,,,,
