pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,dwpt_temp,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,snwfl_amt_pst1hr,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, -13.8, 90.5, -13.8, 91.0, -15.0, -13.8, -17.4, 1003.2, 0.3, -15.0, 905.0, 0.0,2022-12-10 00:00:00, 15.0, 15.27, 905.0,50
None, -13.27, 90.6, -13.1, 91.0, -14.0, -13.3, -17.4, 1004.0, 0.0, -14.0, 906.0, 0.0,2022-12-10 01:00:00, 15.0, 15.1, 906.0,50
None, -13.07, 91.3, -13.1, 91.0, -14.0, -13.1, -17.4, 1003.9, 0.0, -14.0, 906.0, 0.0,2022-12-10 02:00:00, 15.0, 15.09, 906.0,50
None, -13.03, 91.1, -13.0, 91.0, -14.0, -13.0, -17.4, 1005.0, 0.0, -14.0, 907.0, 0.0,2022-12-10 03:00:00, 15.0, 15.09, 907.0,50
None, -12.84, 91.1, -12.8, 91.0, -14.0, -12.8, -17.4, 1005.2, 0.0, -14.0, 907.0, 0.0,2022-12-10 04:00:00, 15.0, 15.14, 907.0,50
None, -12.62, 91.4, -12.6, 91.0, -14.0, -12.6, -17.4, 1005.4, 0.0, -14.0, 907.0, 0.0,2022-12-10 05:00:00, 15.0, 15.23, 907.0,50
None, -12.4, 91.8, -12.4, 92.0, -13.0, -12.4, -17.4, 1006.6, 0.0, -13.0, 908.0, 1.0,2022-12-10 06:00:00, 16.0, 15.59, 908.0,50
None, -12.3, 91.4, -12.3, 91.0, -13.0, -12.3, -12.4, 1007.8, 0.0, -13.0, 909.0, 0.0,2022-12-10 07:00:00, 15.0, 15.11, 909.0,50
None, -12.3, 91.0, -12.3, 91.0, -13.0, -12.3, -12.4, 1007.8, 0.0, -13.0, 909.0, 0.0,2022-12-10 08:00:00, 15.0, 15.18, 909.0,50
None, -12.3, 91.3, -12.3, 91.0, -13.0, -12.3, -12.4, 1008.8, 0.0, -13.0, 910.0, 0.0,2022-12-10 09:00:00, 15.0, 15.36, 910.0,50
None, -12.15, 90.9, -12.2, 91.0, -13.0, -12.2, -12.4, 1008.7, 0.0, -13.0, 910.0, 1.0,2022-12-10 10:00:00, 16.0, 15.62, 910.0,50
None, -10.0, 83.6, -10.0, 84.0, -12.0, -10.0, -12.4, 1008.3, 0.0, -12.0, 910.0, 1.0,2022-12-10 11:00:00, 16.0, 16.13, 910.0,50
None, -9.89, 82.0, -9.8, 82.0, -12.0, -9.9, -12.4, 1009.4, 0.0, -12.0, 911.0, 1.0,2022-12-10 12:00:00, 17.0, 16.57, 911.0,50
None, -9.88, 79.47, -9.8, 79.0, -12.0, -9.9, -12.4, 1009.4, 0.0, -12.0, 911.0, 0.0,2022-12-10 13:00:00, 17.0, 16.55, 911.0,50
None, -10.03, 80.2, -9.8, 80.0, -12.0, -10.0, -12.4, 1010.5, 0.0, -12.0, 912.0, 0.0,2022-12-10 14:00:00, 17.0, 16.63, 912.0,50
None, -10.48, 78.18, -9.8, 78.0, -13.0, -10.5, -12.4, 1010.5, 0.0, -13.0, 912.0, 0.0,2022-12-10 15:00:00, 17.0, 16.53, 912.0,50
None, -11.0, 79.27, -9.8, 79.0, -14.0, -11.0, -12.4, 1010.5, 0.0, -14.0, 912.0, 0.0,2022-12-10 16:00:00, 16.0, 16.46, 912.0,50
1.0, -11.44, 79.86, -9.8, 80.0, -14.0, -11.4, -12.4, 1011.7, 0.0, -14.0, 913.0, 0.0,2022-12-10 17:00:00, 16.0, 16.39, 913.0,50
1.0, -11.67, 79.65, -9.8, 80.0, -14.0, -11.7, -12.4, 1011.7, 0.0, -14.0, 913.0, 0.0,2022-12-10 18:00:00, 16.0, 16.48, 913.0,50
1.0, -11.73, 78.17, -11.7, 78.0, -14.0, -11.7, -11.7, 1011.7, 0.0, -14.0, 913.0, 0.0,2022-12-10 19:00:00, 16.0, 16.39, 913.0,50
1.0, -11.92, 79.3, -11.7, 79.0, -14.0, -11.9, -12.0, 1012.8, 0.0, -14.0, 914.0, 0.0,2022-12-10 20:00:00, 16.0, 16.4, 914.0,50
1.0, -12.1, 82.3, -11.7, 82.0, -14.0, -12.1, -12.1, 1012.8, 0.0, -14.0, 914.0, 0.0,2022-12-10 21:00:00, 16.0, 16.39, 914.0,50
1.0, -12.25, 80.1, -11.7, 80.0, -15.0, -12.3, -12.3, 1012.8, 0.0, -15.0, 914.0, 0.0,2022-12-10 22:00:00, 16.0, 16.41, 914.0,50
0.3, -12.35, 80.5, -11.7, 81.0, -15.0, -12.4, -12.4, 1012.6, 0.0, -15.0, 914.0, 0.0,2022-12-10 23:00:00, 16.0, 16.38, 914.0,50
0.0, -12.54, 80.7, -11.7, 81.0, -15.0, -12.5, -12.5, 1013.7, 0.0, -15.0, 915.0, 0.0,2022-12-11 00:00:00, 16.0, 16.35, 915.0,50
0.0, -12.64, 80.8, -11.7, 81.0, -15.0, -12.6, -12.6, 1013.7, 0.0, -15.0, 915.0, 0.0,2022-12-11 01:00:00, 16.0, 16.36, 915.0,50
0.0, -12.74, 78.24, -11.7, 78.0, -15.0, -12.7, -12.7, 1013.7, 0.0, -15.0, 915.0, 0.0,2022-12-11 02:00:00, 16.0, 16.35, 915.0,50
0.0, -12.8, 77.76, -11.7, 78.0, -16.0, -12.8, -12.8, 1013.8, 0.0, -16.0, 915.0, 0.0,2022-12-11 03:00:00, 16.0, 16.4, 915.0,50
0.0, -13.18, 85.8, -11.7, 86.0, -15.0, -13.2, -13.2, 1013.9, 0.0, -15.0, 915.0, 0.0,2022-12-11 04:00:00, 16.0, 16.34, 915.0,50
0.0, -13.32, 86.6, -11.7, 87.0, -15.0, -13.3, -13.3, 1015.1, 0.0, -15.0, 916.0, 0.0,2022-12-11 05:00:00, 16.0, 16.33, 916.0,50
0.0, -13.42, 87.1, -11.7, 87.0, -15.0, -13.4, -13.4, 1015.1, 0.0, -15.0, 916.0, 0.0,2022-12-11 06:00:00, 16.0, 16.34, 916.0,50
0.0, -13.42, 87.8, -13.4, 88.0, -15.0, -13.4, -13.5, 1015.1, 0.0, -15.0, 916.0, 0.0,2022-12-11 07:00:00, 16.0, 16.41, 916.0,50
0.0, -13.05, 77.88, -13.1, 78.0, -16.0, -13.1, -13.5, 1015.1, 0.0, -16.0, 916.0, 0.0,2022-12-11 08:00:00, 16.0, 16.37, 916.0,50
0.0, -13.42, 86.0, -13.0, 86.0, -15.0, -13.4, -13.5, 1016.3, 0.0, -15.0, 917.0, 0.0,2022-12-11 09:00:00, 16.0, 16.32, 917.0,50
0.0, -13.4, 84.8, -13.0, 85.0, -15.0, -13.4, -13.5, 1015.2, 0.0, -15.0, 916.0, 0.0,2022-12-11 10:00:00, 16.0, 16.27, 916.0,50
0.0, -12.93, 77.28, -12.9, 77.0, -16.0, -12.9, -13.5, 1016.2, 0.0, -16.0, 917.0, 0.0,2022-12-11 11:00:00, 16.0, 16.18, 917.0,50
0.0, -12.55, 72.54, -12.4, 73.0, -16.0, -12.6, -13.5, 1016.2, 0.0, -16.0, 917.0, 0.0,2022-12-11 12:00:00, 16.0, 16.2, 917.0,50
0.0, -12.45, 71.98, -12.2, 72.0, -16.0, -12.5, -13.5, 1016.2, 0.0, -16.0, 917.0, 0.0,2022-12-11 13:00:00, 16.0, 16.24, 917.0,50
0.0, -12.46, 72.52, -12.2, 73.0, -16.0, -12.5, -13.5, 1015.1, 0.0, -16.0, 916.0, 0.0,2022-12-11 14:00:00, 16.0, 16.23, 916.0,50
0.0, -13.51, 82.2, -12.2, 82.0, -16.0, -13.5, -13.5, 1015.2, 0.0, -16.0, 916.0, 0.0,2022-12-11 15:00:00, 16.0, 15.99, 916.0,50
0.0, -15.37, 84.8, -12.2, 85.0, -17.0, -15.4, -15.3, 1015.5, 0.0, -17.0, 916.0, 0.0,2022-12-11 16:00:00, 16.0, 15.94, 916.0,50
0.0, -16.85, 86.3, -12.2, 86.0, -18.0, -16.9, -16.8, 1015.7, 0.0, -18.0, 916.0, 0.0,2022-12-11 17:00:00, 16.0, 15.96, 916.0,50
0.0, -17.83, 86.7, -12.2, 87.0, -19.0, -17.8, -17.9, 1015.8, 0.0, -19.0, 916.0, 0.0,2022-12-11 18:00:00, 16.0, 15.66, 916.0,50
0.0, -17.81, 86.0, -17.8, 86.0, -19.0, -17.8, -17.8, 1015.8, 0.0, -19.0, 916.0, 1.0,2022-12-11 19:00:00, 16.0, 16.09, 916.0,50
0.0, -18.16, 86.7, -17.8, 87.0, -20.0, -18.2, -18.5, 1014.7, 0.0, -20.0, 915.0, 0.0,2022-12-11 20:00:00, 16.0, 16.15, 915.0,50
0.0, -17.0, 85.7, -17.0, 86.0, -19.0, -17.0, -18.5, 1015.7, 0.0, -19.0, 916.0, 0.0,2022-12-11 21:00:00, 16.0, 16.29, 916.0,50
0.0, -16.51, 85.2, -16.5, 85.0, -18.0, -16.5, -18.5, 1015.6, 0.0, -18.0, 916.0, 0.0,2022-12-11 22:00:00, 16.0, 16.34, 916.0,50
0.0, -15.84, 82.7, -15.8, 83.0, -18.0, -15.8, -18.5, 1014.4, 0.0, -18.0, 915.0, 0.0,2022-12-11 23:00:00, 16.0, 16.43, 915.0,50
0.0, -15.4, 84.0, -15.4, 84.0, -17.0, -15.4, -18.5, 1014.3, 0.0, -17.0, 915.0, 0.0,2022-12-12 00:00:00, 16.0, 16.43, 915.0,50
0.0, -15.04, 85.3, -15.0, 85.0, -17.0, -15.0, -18.5, 1014.3, 0.0, -17.0, 915.0, 0.0,2022-12-12 01:00:00, 17.0, 16.6, 915.0,50
0.0, -14.83, 86.9, -14.8, 87.0, -16.0, -14.8, -18.5, 1014.2, 0.0, -16.0, 915.0, 0.0,2022-12-12 02:00:00, 17.0, 16.74, 915.0,50
0.0, -14.54, 87.8, -14.5, 88.0, -16.0, -14.5, -18.5, 1013.2, 0.0, -16.0, 914.0, 0.0,2022-12-12 03:00:00, 17.0, 16.57, 914.0,50
0.9, -14.32, 88.0, -14.3, 88.0, -16.0, -14.3, -18.5, 1013.4, 0.9, -16.0, 914.0, -1.0,2022-12-12 04:00:00, 16.0, 16.04, 914.0,50
0.9, -13.71, 87.8, -13.7, 88.0, -15.0, -13.7, -18.5, 1012.4, 0.1, -15.0, 913.0, 0.0,2022-12-12 05:00:00, 16.0, 16.09, 913.0,50
0.9, -13.28, 87.7, -13.3, 88.0, -15.0, -13.3, -18.5, 1012.4, 0.0, -15.0, 913.0, 0.0,2022-12-12 06:00:00, 16.0, 16.03, 913.0,50
0.9, -12.74, 89.2, -12.7, 89.0, -14.0, -12.7, -13.3, 1012.4, 0.0, -14.0, 913.0, 0.0,2022-12-12 07:00:00, 16.0, 15.66, 913.0,50
0.9, -12.49, 89.5, -12.5, 90.0, -14.0, -12.5, -13.3, 1011.3, 0.0, -14.0, 912.0, 0.0,2022-12-12 08:00:00, 16.0, 15.58, 912.0,50
0.9, -12.56, 89.4, -12.4, 89.0, -14.0, -12.6, -13.3, 1011.2, 0.0, -14.0, 912.0, 0.0,2022-12-12 09:00:00, 16.0, 15.55, 912.0,50
0.9, -12.98, 89.1, -12.4, 89.0, -14.0, -13.0, -13.3, 1011.2, 0.0, -14.0, 912.0, 0.0,2022-12-12 10:00:00, 16.0, 15.58, 912.0,50
0.9, -12.25, 86.9, -12.2, 87.0, -14.0, -12.3, -13.3, 1009.9, 0.0, -14.0, 911.0, 0.0,2022-12-12 11:00:00, 16.0, 15.5, 911.0,50
0.9, -11.72, 86.8, -11.7, 87.0, -13.0, -11.7, -13.3, 1009.8, 0.0, -13.0, 911.0, 0.0,2022-12-12 12:00:00, 16.0, 15.64, 911.0,50
0.9, -11.39, 86.3, -11.4, 86.0, -13.0, -11.4, -13.3, 1008.6, 0.0, -13.0, 910.0, 0.0,2022-12-12 13:00:00, 16.0, 15.67, 910.0,50
0.9, -11.04, 88.6, -11.1, 89.0, -12.0, -11.0, -13.3, 1007.4, 0.0, -12.0, 909.0, 0.0,2022-12-12 14:00:00, 16.0, 15.71, 909.0,50
0.9, -10.87, 88.5, -10.8, 89.0, -12.0, -10.9, -13.3, 1008.5, 0.0, -12.0, 910.0, 1.0,2022-12-12 15:00:00, 16.0, 16.05, 910.0,50
0.9, -10.51, 86.9, -10.1, 87.0, -12.0, -10.5, -13.3, 1008.4, 0.0, -12.0, 910.0, 1.0,2022-12-12 16:00:00, 16.0, 16.3, 910.0,50
0.9, -11.29, 90.7, -10.1, 91.0, -12.0, -11.3, -13.3, 1006.2, 0.0, -12.0, 908.0, 0.0,2022-12-12 17:00:00, 16.0, 16.46, 908.0,50
