pcpn_amt_pst24hrs,air_temp,CURRENT_AIR_TEMPERATURE1,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,time,dwpt_temp,week_of_year
None, 1.6, 1.61, 1.4, 4.4, 2.5, None,2022-12-10 00:00:00, None,50
None, 1.5, 1.515, 1.4, 0.9, 2.5, None,2022-12-10 01:00:00, None,50
None, 1.4, 1.404, 1.4, -0.1, 2.5, None,2022-12-10 02:00:00, None,50
None, 1.6, 1.55, 1.4, 1.8, 2.5, None,2022-12-10 03:00:00, None,50
None, 1.5, 1.535, 1.4, 1.2, 2.5, None,2022-12-10 04:00:00, None,50
None, 1.4, 1.397, 1.4, 0.3, 2.5, None,2022-12-10 05:00:00, None,50
None, 1.2, 1.204, 1.1, -0.3, 2.5, None,2022-12-10 06:00:00, None,50
None, 1.4, 1.448, 1.2, 2.9, 1.5, None,2022-12-10 07:00:00, None,50
None, 1.5, 1.539, 1.2, 2.3, 1.6, None,2022-12-10 08:00:00, None,50
None, 1.6, 1.644, 1.2, 1.0, 1.7, None,2022-12-10 09:00:00, None,50
None, 1.9, 1.902, 1.2, 1.6, 1.9, None,2022-12-10 10:00:00, None,50
None, 2.2, 2.15, 1.2, 1.1, 2.2, None,2022-12-10 11:00:00, None,50
None, 2.7, 2.7, 1.2, 1.0, 2.7, None,2022-12-10 12:00:00, None,50
None, 2.6, 2.635, 1.2, -0.2, 2.7, None,2022-12-10 13:00:00, None,50
None, 2.9, 2.853, 1.2, 0.7, 2.8, None,2022-12-10 14:00:00, None,50
None, 2.7, 2.718, 1.2, 0.1, 3.0, None,2022-12-10 15:00:00, None,50
None, 2.8, 2.811, 1.2, -0.1, 3.0, None,2022-12-10 16:00:00, None,50
None, 2.8, 2.849, 1.2, 0.3, 3.0, None,2022-12-10 17:00:00, None,50
None, 2.8, 2.816, 1.2, 0.1, 3.0, None,2022-12-10 18:00:00, None,50
None, 2.8, 2.838, 2.7, 0.1, 2.9, None,2022-12-10 19:00:00, None,50
None, 2.9, 2.867, 2.7, 0.2, 3.0, None,2022-12-10 20:00:00, None,50
None, 2.9, 2.875, 2.7, 0.1, 3.0, None,2022-12-10 21:00:00, None,50
None, 2.9, 2.854, 2.7, -0.4, 3.0, None,2022-12-10 22:00:00, None,50
None, 3.0, 2.968, 2.7, 0.5, 3.0, None,2022-12-10 23:00:00, None,50
