pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,dwpt_temp,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, -11.04, 89.7, -10.9, 90.0, -12.0, -11.0, -13.9, -12.0, 0.1, 0.0,2022-12-10 00:00:00, 56.0, 55.58,50
None, -7.859, 88.1, -7.7, 88.0, -9.0, -7.9, -13.9, -9.0, 0.3, 0.0,2022-12-10 01:00:00, 55.0, 55.31,50
None, -7.67, 90.4, -7.3, 90.0, -9.0, -7.7, -13.9, -9.0, 0.3, 1.0,2022-12-10 02:00:00, 56.0, 55.59,50
None, -7.611, 90.6, -7.3, 91.0, -9.0, -7.6, -13.9, -9.0, 0.0, 0.0,2022-12-10 03:00:00, 56.0, 55.64,50
None, -8.36, 89.7, -7.3, 90.0, -9.0, -8.4, -13.9, -9.0, -0.1, 1.0,2022-12-10 04:00:00, 56.0, 56.05,50
None, -8.01, 91.2, -7.3, 91.0, -9.0, -8.0, -13.9, -9.0, 0.1, 0.0,2022-12-10 05:00:00, 56.0, 55.83,50
None, -7.58, 91.9, -7.3, 92.0, -8.0, -7.6, -13.9, -8.0, 0.1, 0.0,2022-12-10 06:00:00, 56.0, 55.71,50
None, -7.32, 93.1, -7.3, 93.0, -8.0, -7.3, -7.8, -8.0, 0.1, 0.0,2022-12-10 07:00:00, 56.0, 55.65,50
None, -7.482, 92.5, -7.0, 93.0, -8.0, -7.5, -7.8, -8.0, 0.1, 1.0,2022-12-10 08:00:00, 56.0, 55.91,50
None, -7.08, 92.9, -7.0, 93.0, -8.0, -7.1, -7.8, -8.0, 0.0, 0.0,2022-12-10 09:00:00, 56.0, 55.83,50
None, -6.416, 92.7, -6.3, 93.0, -7.0, -6.4, -7.8, -7.0, 0.1, 0.0,2022-12-10 10:00:00, 55.0, 55.44,50
None, -5.731, 89.7, -5.7, 90.0, -7.0, -5.7, -7.8, -7.0, 0.1, 0.0,2022-12-10 11:00:00, 55.0, 55.29,50
None, -5.787, 91.9, -5.6, 92.0, -7.0, -5.8, -7.8, -7.0, 0.0, 0.0,2022-12-10 12:00:00, 55.0, 55.18,50
None, -5.128, 89.7, -5.0, 90.0, -6.0, -5.1, -7.8, -6.0, 0.0, 0.0,2022-12-10 13:00:00, 55.0, 55.02,50
None, -5.198, 91.0, -4.9, 91.0, -6.0, -5.2, -7.8, -6.0, 0.1, 0.0,2022-12-10 14:00:00, 55.0, 54.9,50
None, -5.332, 92.8, -4.9, 93.0, -6.0, -5.3, -7.8, -6.0, 0.1, 1.0,2022-12-10 15:00:00, 56.0, 55.6,50
None, -5.559, 93.6, -4.9, 94.0, -6.0, -5.6, -7.8, -6.0, 0.5, 1.0,2022-12-10 16:00:00, 56.0, 56.11,50
None, -5.534, 94.1, -4.9, 94.0, -6.0, -5.5, -7.8, -6.0, 0.5, 0.0,2022-12-10 17:00:00, 56.0, 56.29,50
None, -5.519, 94.1, -4.9, 94.0, -6.0, -5.5, -7.8, -6.0, 0.5, 1.0,2022-12-10 18:00:00, 57.0, 57.06,50
None, -5.432, 93.9, -5.3, 94.0, -6.0, -5.4, -5.6, -6.0, 0.3, 1.0,2022-12-10 19:00:00, 57.0, 57.36,50
None, -5.598, 94.0, -5.3, 94.0, -6.0, -5.6, -5.6, -6.0, 0.3, 0.0,2022-12-10 20:00:00, 58.0, 57.55,50
None, -5.582, 94.4, -5.3, 94.0, -6.0, -5.6, -5.7, -6.0, 0.1, -5.0,2022-12-10 21:00:00, 53.0, 52.58,50
None, -5.503, 94.3, -5.3, 94.0, -7.0, -5.5, -5.7, -7.0, 0.3, 5.0,2022-12-10 22:00:00, 57.0, 56.81,50
None, -5.558, 94.2, -5.3, 94.0, -6.0, -5.6, -5.8, -6.0, 0.4, 2.0,2022-12-10 23:00:00, 59.0, 58.57,50
None, -5.867, 94.0, -5.3, 94.0, -7.0, -5.9, -6.0, -7.0, 0.2, 0.0,2022-12-11 00:00:00, 58.0, 58.39,50
None, -5.707, 94.2, -5.3, 94.0, -6.0, -5.7, -6.0, -6.0, 0.2, 1.0,2022-12-11 01:00:00, 59.0, 58.76,50
None, -5.778, 94.0, -5.3, 94.0, -7.0, -5.8, -6.0, -7.0, 0.3, 0.0,2022-12-11 02:00:00, 59.0, 58.98,50
None, -5.905, 93.6, -5.3, 94.0, -6.0, -5.9, -6.0, -6.0, 0.4, 1.0,2022-12-11 03:00:00, 59.0, 59.27,50
3.9, -5.858, 93.8, -5.3, 94.0, -7.0, -5.9, -6.1, -7.0, 0.1, 0.0,2022-12-11 04:00:00, 59.0, 59.19,50
None, -6.04, 93.6, -5.3, 94.0, -7.0, -6.0, -6.1, -7.0, -0.1, 0.0,2022-12-11 05:00:00, 59.0, 58.93,50
