pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,PRECIP_DETECTOR_RATIO,MEASURED_WIND_DIRECTION1,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,MAXIMUM_MEASURED_WIND_SPEED1,week_of_year
0.0, -3.23, 92.7, None, None, None, None, None, None, None, -4.0, -3.2, -3.4, 0.0, None, -3.1, None, 93.0, None,2022-12-10 00:00:00, None,50
0.0, -3.18, 92.7, None, None, None, None, None, None, None, -4.0, -3.2, -3.4, 0.0, None, -3.1, None, 93.0, None,2022-12-10 01:00:00, None,50
0.0, -2.992, 92.5, None, None, None, None, None, None, None, -4.0, -3.0, -3.4, 0.0, None, -3.0, None, 93.0, None,2022-12-10 02:00:00, None,50
0.0, -2.894, 92.2, None, None, None, None, None, None, None, -4.0, -2.9, -3.4, 0.0, None, -2.9, None, 92.0, None,2022-12-10 03:00:00, None,50
0.0, -3.066, 92.2, None, None, None, None, None, None, None, -4.0, -3.1, -3.4, 0.0, None, -2.9, None, 92.0, None,2022-12-10 04:00:00, None,50
0.0, -3.609, 92.0, None, None, None, None, None, None, None, -5.0, -3.6, -3.6, 0.0, None, -2.9, None, 92.0, None,2022-12-10 05:00:00, None,50
0.0, -3.941, 92.2, None, None, None, None, None, None, None, -5.0, -3.9, -3.9, 0.0, None, -2.9, None, 92.0, None,2022-12-10 06:00:00, None,50
0.0, -3.995, 92.4, None, None, None, None, None, None, None, -5.0, -4.0, -4.0, 0.0, None, -3.9, None, 92.0, None,2022-12-10 07:00:00, None,50
0.0, -3.893, 92.4, None, None, None, None, None, None, None, -5.0, -3.9, -4.0, 0.0, None, -3.8, None, 92.0, None,2022-12-10 08:00:00, None,50
0.0, -3.268, 92.0, None, None, None, None, None, None, None, -4.0, -3.3, -4.0, 0.0, None, -3.3, None, 92.0, None,2022-12-10 09:00:00, None,50
