air_temp,CURRENT_AIR_TEMPERATURE1,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,HEIGHT_OF_SNOW,time,snw_dpth,dwpt_temp,stn_pres,week_of_year
-7.0, -6.992, -7.2, 0.0, 0.0, -7.0, 127.44,2022-12-10 00:00:00, 127.0, -54.0, 391.0,50
-7.1, -7.05, -7.2, 0.0, 2.0, -7.0, 129.16,2022-12-10 01:00:00, 129.0, -54.0, 391.0,50
-7.1, -7.08, -7.2, 0.0, 3.0, -7.0, 132.48,2022-12-10 02:00:00, 132.0, -54.0, 391.0,50
-7.2, -7.16, -7.2, 0.0, -1.0, -7.0, 131.18,2022-12-10 03:00:00, 131.0, -54.0, 391.0,50
-7.2, -7.2, -7.2, 0.0, 0.0, -7.0, 130.7,2022-12-10 04:00:00, 131.0, -54.0, 391.0,50
-7.4, -7.35, -7.4, 0.0, -1.0, -7.0, 130.09,2022-12-10 05:00:00, 130.0, -54.0, 390.0,50
-7.4, -7.4, -7.4, 0.0, 0.0, -7.0, 129.76,2022-12-10 06:00:00, 130.0, -54.0, 390.0,50
-7.4, -7.39, -7.4, 0.0, 0.0, -7.4, 129.95,2022-12-10 07:00:00, 130.0, -54.0, 390.0,50
-7.4, -7.37, -7.4, 0.0, 0.0, -7.3, 129.85,2022-12-10 08:00:00, 130.0, -54.0, 390.0,50
-7.3, -7.3, -7.4, 0.0, -1.0, -7.3, 128.98,2022-12-10 09:00:00, 129.0, -54.0, 390.0,50
-6.9, -6.914, -7.4, 0.0, 0.0, -6.9, 128.82,2022-12-10 10:00:00, 129.0, -54.0, 391.0,50
-6.5, -6.454, -7.4, 0.0, 0.0, -6.5, 128.75,2022-12-10 11:00:00, 129.0, -54.0, 392.0,50
-6.4, -6.395, -7.4, 0.0, 0.0, -6.3, 128.6,2022-12-10 12:00:00, 129.0, -54.0, 393.0,50
-6.5, -6.541, -7.4, 0.0, 0.0, -6.3, 128.36,2022-12-10 13:00:00, 128.0, -54.0, 393.0,50
-6.4, -6.405, -7.4, 0.0, 0.0, -6.3, 128.16,2022-12-10 14:00:00, 128.0, -54.0, 393.0,50
-6.6, -6.608, -7.4, 0.0, 0.0, -6.3, 127.79,2022-12-10 15:00:00, 128.0, -54.0, 393.0,50
-6.8, -6.829, -7.4, 0.0, 0.0, -6.3, 127.79,2022-12-10 16:00:00, 128.0, -54.0, 392.0,50
-6.9, -6.934, -7.4, 0.0, 0.0, -6.3, 127.48,2022-12-10 17:00:00, 127.0, -54.0, 391.0,50
-7.2, -7.16, -7.4, 0.0, 0.0, -6.3, 127.33,2022-12-10 18:00:00, 127.0, -54.0, 391.0,50
-7.2, -7.22, -7.2, 0.0, 0.0, -7.2, 126.99,2022-12-10 19:00:00, 127.0, -54.0, 391.0,50
-7.3, -7.25, -7.3, 0.0, 0.0, -7.2, 126.83,2022-12-10 20:00:00, 127.0, -54.0, 391.0,50
