TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
None, 0.624, None,71.28,2017-03-19 00:00:00,-13.02,12
None, 0.624, None,72.42,2017-03-19 01:00:00,-13.36,12
None, 1.247, None,69.37,2017-03-19 02:00:00,-14.01,12
None, 1.062, None,63.38,2017-03-19 03:00:00,-14.52,12
None, 0.552, None,67.84,2017-03-19 04:00:00,-14.81,12
None, 0.883, None,68.92,2017-03-19 05:00:00,-15.31,12
None, 1.166, None,67.56,2017-03-19 06:00:00,-15.41,12
None, 1.216, None,65.55,2017-03-19 07:00:00,-14.93,12
None, 1.312, None,64.6,2017-03-19 08:00:00,-14.24,12
None, 1.468, None,64.55,2017-03-19 09:00:00,-13.82,12
None, 1.613, None,61.19,2017-03-19 10:00:00,-12.96,12
None, 1.559, None,59.54,2017-03-19 11:00:00,-11.72,12
None, 1.891, None,55.03,2017-03-19 12:00:00,-10.92,12
None, 2.373, None,53.59,2017-03-19 13:00:00,-10.02,12
None, 3.716, None,54.0,2017-03-19 14:00:00,-9.63,12
None, 2.499, None,48.24,2017-03-19 15:00:00,-9.77,12
None, 2.629, None,42.89,2017-03-19 16:00:00,-8.11,12
None, 2.743, None,45.88,2017-03-19 17:00:00,-7.759,12
None, 2.226, None,46.53,2017-03-19 18:00:00,-7.96,12
None, 1.256, None,50.73,2017-03-19 19:00:00,-8.8,12
None, 0.756, None,57.01,2017-03-19 20:00:00,-10.03,12
None, 0.433, None,56.9,2017-03-19 21:00:00,-10.54,12
None, 0.854, None,61.37,2017-03-19 22:00:00,-11.22,12
None, 0.554, None,69.45,2017-03-19 23:00:00,-12.2,12
None, 0.343, None,70.41,2017-03-20 00:00:00,-13.38,12
None, 0.73, None,76.31,2017-03-20 01:00:00,-14.27,12
None, 1.241, None,76.34,2017-03-20 02:00:00,-14.98,12
None, 1.72, None,79.37,2017-03-20 03:00:00,-15.67,12
None, 1.724, None,80.6,2017-03-20 04:00:00,-16.29,12
None, 1.459, None,82.8,2017-03-20 05:00:00,-16.72,12
None, 1.105, None,84.1,2017-03-20 06:00:00,-17.25,12
None, 0.343, None,80.4,2017-03-20 07:00:00,-16.65,12
None, 1.547, None,81.5,2017-03-20 08:00:00,-15.78,12
None, 1.23, None,69.6,2017-03-20 09:00:00,-14.32,12
None, 1.01, None,64.49,2017-03-20 10:00:00,-12.05,12
None, 1.472, None,57.44,2017-03-20 11:00:00,-10.05,12
None, 2.109, None,56.59,2017-03-20 12:00:00,-8.47,12
None, 2.793, None,51.21,2017-03-20 13:00:00,-6.4,12
None, 3.405, None,48.35,2017-03-20 14:00:00,-4.827,12
None, 3.218, None,46.82,2017-03-20 15:00:00,-3.513,12
None, 3.273, None,45.11,2017-03-20 16:00:00,-2.383,12
None, 4.113, None,49.7,2017-03-20 17:00:00,-2.006,12
None, 4.545, None,49.98,2017-03-20 18:00:00,-2.664,12
None, 4.928, None,52.43,2017-03-20 19:00:00,-3.797,12
None, 3.622, None,55.8,2017-03-20 20:00:00,-4.379,12
None, 4.658, None,58.02,2017-03-20 21:00:00,-4.966,12
None, 3.782, None,60.33,2017-03-20 22:00:00,-5.458,12
None, 4.299, None,60.44,2017-03-20 23:00:00,-6.055,12
None, 4.304, None,64.52,2017-03-21 00:00:00,-6.343,12
None, 3.895, None,68.51,2017-03-21 01:00:00,-7.249,12
None, 1.776, None,69.33,2017-03-21 02:00:00,-8.28,12
None, 2.058, None,72.54,2017-03-21 03:00:00,-8.88,12
None, 2.161, None,71.97,2017-03-21 04:00:00,-8.86,12
None, 1.935, None,74.32,2017-03-21 05:00:00,-9.58,12
None, 2.033, None,73.95,2017-03-21 06:00:00,-9.88,12
None, 1.772, None,72.31,2017-03-21 07:00:00,-9.69,12
None, 2.508, None,63.92,2017-03-21 08:00:00,-8.63,12
None, 1.962, None,59.36,2017-03-21 09:00:00,-7.288,12
None, 2.85, None,57.24,2017-03-21 10:00:00,-6.491,12
None, 2.461, None,55.01,2017-03-21 11:00:00,-5.359,12
None, 1.979, None,54.07,2017-03-21 12:00:00,-4.0,12
None, 1.421, None,49.13,2017-03-21 13:00:00,-2.344,12
None, 2.684, None,53.58,2017-03-21 14:00:00,-1.669,12
None, 3.572, None,53.87,2017-03-21 15:00:00,-1.284,12
None, 3.455, None,54.79,2017-03-21 16:00:00,-1.002,12
None, 3.543, None,56.23,2017-03-21 17:00:00,-0.991,12
None, 3.174, None,58.59,2017-03-21 18:00:00,-1.103,12
None, 2.682, None,61.07,2017-03-21 19:00:00,-1.331,12
None, 2.41, None,61.04,2017-03-21 20:00:00,-1.308,12
None, 2.367, None,62.54,2017-03-21 21:00:00,-1.392,12
None, 2.721, None,65.7,2017-03-21 22:00:00,-1.374,12
None, 2.317, None,64.21,2017-03-21 23:00:00,-1.519,12
None, 2.13, None,66.96,2017-03-22 00:00:00,-1.481,12
None, 1.75, None,67.54,2017-03-22 01:00:00,-1.513,12
None, 2.255, None,65.57,2017-03-22 02:00:00,-1.691,12
None, 1.798, None,66.76,2017-03-22 03:00:00,-1.596,12
None, 1.542, None,66.12,2017-03-22 04:00:00,-1.799,12
None, 1.671, None,66.29,2017-03-22 05:00:00,-1.726,12
None, 1.204, None,87.7,2017-03-22 06:00:00,-2.27,12
None, 1.378, None,91.5,2017-03-22 07:00:00,-2.936,12
None, 0.678, None,90.7,2017-03-22 08:00:00,-2.769,12
None, 0.862, None,91.1,2017-03-22 09:00:00,-2.239,12
None, 1.686, None,89.5,2017-03-22 10:00:00,-1.817,12
None, 1.72, None,85.6,2017-03-22 11:00:00,-1.474,12
None, 1.663, None,86.9,2017-03-22 12:00:00,-0.993,12
None, 1.665, None,89.6,2017-03-22 13:00:00,-0.903,12
None, 1.423, None,87.7,2017-03-22 14:00:00,-0.541,12
None, 1.778, None,86.7,2017-03-22 15:00:00,-0.311,12
None, 1.327, None,82.1,2017-03-22 16:00:00,0.164,12
None, 2.432, None,57.76,2017-03-22 17:00:00,0.623,12
None, 2.248, None,57.9,2017-03-22 18:00:00,-0.269,12
None, 2.02, None,59.58,2017-03-22 19:00:00,-0.984,12
None, 2.382, None,61.45,2017-03-22 20:00:00,-1.706,12
None, 1.477, None,78.55,2017-03-22 21:00:00,-2.477,12
None, 1.503, None,89.3,2017-03-22 22:00:00,-4.116,12
None, 2.431, None,88.8,2017-03-22 23:00:00,-4.62,12
None, 2.003, None,91.1,2017-03-23 00:00:00,-4.834,12
None, 0.913, None,91.8,2017-03-23 01:00:00,-4.841,12
None, 2.991, None,93.0,2017-03-23 02:00:00,-4.712,12
None, 3.52, None,91.4,2017-03-23 03:00:00,-5.111,12
