RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,week_of_year
98.3, None, None, 2.8, 0.395, 95.2, -2.0, -2.1, None, None, 95.0, None, None, 106.0, None, 105.9, None, None, -2.073, None, 1.2, 98.0, None, 59.0, 0.4, -2.1, 0.0, 0.0,2020-04-01 00:00:00,14
98.9, None, None, 3.7, 0.122, 137.2, -2.0, -2.2, None, None, 137.0, None, None, 106.0, None, 105.9, None, None, -2.177, None, 1.2, 99.0, None, 25.79, 0.1, -2.2, -0.1, 0.0,2020-04-01 01:00:00,14
97.4, None, None, 4.0, 0.544, 136.4, -3.0, -3.0, None, None, 136.0, None, None, 106.0, None, 105.9, None, None, -3.03, None, 1.2, 97.0, None, 48.82, 0.5, -3.0, 0.0, 0.0,2020-04-01 02:00:00,14
98.5, None, None, 3.5, 0.297, 225.8, -3.0, -3.1, None, None, 226.0, None, None, 106.0, None, 105.9, None, None, -2.8, None, 1.2, 99.0, None, 74.23, 0.3, -2.8, 0.1, 0.0,2020-04-01 03:00:00,14
98.0, None, None, 5.0, 0.746, 247.4, -3.0, -3.1, None, None, 247.0, None, None, 106.0, None, 106.0, None, None, -2.843, None, 1.2, 98.0, None, 59.47, 0.7, -2.8, -0.1, 0.0,2020-04-01 04:00:00,14
95.2, None, None, 4.2, 0.256, 208.0, -4.0, -3.2, None, None, 208.0, None, None, 106.0, None, None, None, None, -3.235, None, 1.2, 95.0, None, 56.45, 0.3, -3.2, 0.1, 0.0,2020-04-01 05:00:00,14
97.9, None, None, 4.2, 0.798, 233.7, -3.0, -3.3, None, None, 234.0, None, None, 107.0, None, 107.1, None, None, -3.112, None, 1.2, 98.0, None, 46.34, 0.8, -3.1, 0.0, 2.0,2020-04-01 06:00:00,14
99.2, None, None, 2.8, 0.442, 103.6, -3.0, -3.2, None, None, 104.0, None, None, 106.0, None, 106.0, None, None, -3.098, None, -3.0, 99.0, None, 40.59, 0.4, -3.1, 0.1, -1.0,2020-04-01 07:00:00,14
98.4, None, None, 3.4, 0.311, 90.4, -3.0, -3.2, None, None, 90.0, None, None, 106.0, None, 105.9, None, None, -2.529, None, -2.6, 98.0, None, 29.8, 0.3, -2.5, 0.2, 0.0,2020-04-01 08:00:00,14
95.2, None, None, 10.7, 2.073, 88.1, -3.0, -3.2, None, None, 88.0, None, None, 106.0, None, 106.2, None, None, -2.169, None, -2.1, 95.0, None, 21.48, 2.1, -2.2, 0.1, 1.0,2020-04-01 09:00:00,14
