pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,dwpt_temp,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,snw_dpth,week_of_year
0.2, -11.73, 69.8, -10.2, 70.0, -16.0, -11.7, -11.8, -16.0, 0.0, 0.0,2020-04-01 00:00:00, -6999.0,14
0.2, -12.05, 71.09, -10.2, 71.0, -16.0, -12.1, -12.1, -16.0, 0.0, 0.0,2020-04-01 01:00:00, -6999.0,14
0.2, -12.43, 74.19, -10.2, 74.0, -16.0, -12.4, -12.4, -16.0, 0.0, 0.0,2020-04-01 02:00:00, -6999.0,14
0.2, -12.78, 71.7, -10.2, 72.0, -16.0, -12.8, -12.8, -16.0, 0.0, 0.0,2020-04-01 03:00:00, -6999.0,14
0.2, -13.09, 66.7, -10.2, 67.0, -17.0, -13.1, -13.1, -17.0, 0.0, 0.0,2020-04-01 04:00:00, -6999.0,14
0.2, -13.46, 65.89, -10.2, 66.0, -18.0, -13.5, -13.5, -18.0, 0.0, 0.0,2020-04-01 05:00:00, -6999.0,14
0.2, -13.64, 66.92, -10.2, 67.0, -18.0, -13.6, -13.7, -18.0, 0.0, 0.0,2020-04-01 06:00:00, -6999.0,14
0.2, -13.61, 68.31, -13.6, 68.0, -18.0, -13.6, -13.8, -18.0, 0.0, 0.0,2020-04-01 07:00:00, -6999.0,14
0.0, -13.3, 66.45, -13.2, 66.0, -18.0, -13.3, -13.8, -18.0, 0.0, 0.0,2020-04-01 08:00:00, -6999.0,14
0.0, -13.03, 61.93, -12.6, 62.0, -18.0, -13.0, -13.8, -18.0, 0.0, 0.0,2020-04-01 09:00:00, -6999.0,14
0.0, -13.44, 62.14, -12.6, 62.0, -18.0, -13.4, -13.8, -18.0, 0.0, 0.0,2020-04-01 10:00:00, -6999.0,14
