pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,snwfl_amt_pst1hr,stn_pres,week_of_year
None, -4.075, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, -4.1, -5.3, -0.1, None, None, -6999.0, -2.3, None, None, -6999.0, None,2020-04-01 00:00:00, -6999.0, None, -6999.0, -6999.0,14
None, -4.792, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, -4.8, -5.3, 0.0, None, None, -6999.0, -2.3, None, None, -6999.0, None,2020-04-01 01:00:00, -6999.0, None, -6999.0, -6999.0,14
None, -5.61, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, -5.6, -5.7, 0.2, None, None, -6999.0, -2.3, None, None, -6999.0, None,2020-04-01 02:00:00, -6999.0, None, -6999.0, -6999.0,14
None, -5.61, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, -5.6, -5.8, 0.0, None, None, -6999.0, -2.3, None, None, -6999.0, None,2020-04-01 03:00:00, -6999.0, None, -6999.0, -6999.0,14
None, -5.089, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, -5.1, -5.8, 0.1, None, None, -6999.0, -2.3, None, None, -6999.0, None,2020-04-01 04:00:00, -6999.0, None, -6999.0, -6999.0,14
None, -5.157, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, -5.2, -5.8, -0.1, None, None, -6999.0, -2.3, None, None, -6999.0, None,2020-04-01 05:00:00, -6999.0, None, -6999.0, -6999.0,14
None, -5.678, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, -5.7, -5.8, 0.2, None, None, -6999.0, -2.3, None, None, -6999.0, None,2020-04-01 06:00:00, -6999.0, None, -6999.0, -6999.0,14
None, -6.161, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, -6.2, -6.3, 0.1, None, None, -6999.0, -5.7, None, None, -6999.0, None,2020-04-01 07:00:00, -6999.0, None, -6999.0, -6999.0,14
None, -5.677, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, -5.7, -6.3, -0.1, None, None, -6999.0, -5.7, None, None, -6999.0, None,2020-04-01 08:00:00, -6999.0, None, -6999.0, -6999.0,14
None, -3.627, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, -3.6, -6.3, 0.0, None, None, -6999.0, -3.6, None, None, -6999.0, None,2020-04-01 09:00:00, -6999.0, None, -6999.0, -6999.0,14
