pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,time,max_air_temp_snc_last_reset,MINIMUM_AIR_TEMPERATURE,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,rel_hum,MAXIMUM_AIR_TEMPERATURE,PRECIPITATION_NEW,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, None, -11.49, None,2020-04-01 00:00:00, -3.9, None, -6999.0, -11.5, -11.7, 0.0, 0.0, -6999.0, None, None, 65.0, 64.96,14
None, None, -10.69, None,2020-04-01 01:00:00, -3.9, None, -6999.0, -10.7, -11.7, -0.1, 0.0, -6999.0, None, None, 65.0, 65.08,14
None, None, -12.95, None,2020-04-01 02:00:00, -3.9, None, -6999.0, -13.0, -13.0, -0.1, 0.0, -6999.0, None, None, 65.0, 65.23,14
None, None, -13.55, None,2020-04-01 03:00:00, -3.9, None, -6999.0, -13.6, -13.7, 0.2, 0.0, -6999.0, None, None, 65.0, 65.12,14
None, None, -14.58, None,2020-04-01 04:00:00, -3.9, None, -6999.0, -14.6, -14.6, -0.3, 0.0, -6999.0, None, None, 65.0, 64.91,14
None, None, -15.02, None,2020-04-01 05:00:00, -3.9, None, -6999.0, -15.0, -15.1, 0.0, 0.0, -6999.0, None, None, 65.0, 65.07,14
None, None, -15.76, None,2020-04-01 06:00:00, -3.9, None, -6999.0, -15.8, -15.8, 0.2, 0.0, -6999.0, None, None, 65.0, 65.07,14
None, None, -16.35, None,2020-04-01 07:00:00, -15.8, None, -6999.0, -16.4, -16.3, -0.4, 0.0, -6999.0, None, None, 65.0, 64.9,14
None, None, -16.74, None,2020-04-01 08:00:00, -15.8, None, -6999.0, -16.7, -16.8, -0.1, 0.0, -6999.0, None, None, 65.0, 65.05,14
None, None, -16.45, None,2020-04-01 09:00:00, -15.8, None, -6999.0, -16.5, -16.8, 0.0, 0.0, -6999.0, None, None, 65.0, 65.0,14
None, None, -10.78, None,2020-04-01 10:00:00, -10.9, None, -6999.0, -10.8, -16.8, -0.1, 0.0, -6999.0, None, None, 65.0, 64.61,14
None, None, -7.655, None,2020-04-01 11:00:00, -7.5, None, -6999.0, -7.7, -16.8, 0.4, 1.0, -6999.0, None, None, 65.0, 65.0,14
None, None, -5.143, None,2020-04-01 12:00:00, -5.1, None, -6999.0, -5.1, -16.8, -1.2, 0.0, -6999.0, None, None, 65.0, 64.9,14
None, None, -3.021, None,2020-04-01 13:00:00, -3.1, None, -6999.0, -3.0, -16.8, 0.4, 0.0, -6999.0, None, None, 65.0, 64.58,14
None, None, -1.954, None,2020-04-01 14:00:00, -1.5, None, -6999.0, -2.0, -16.8, -0.5, -1.0, -6999.0, None, None, 64.0, 63.61,14
None, None, 0.016, None,2020-04-01 15:00:00, 0.7, None, -6999.0, 0.0, -16.8, 0.2, 0.0, -6999.0, None, None, 64.0, 63.69,14
None, None, 1.075, None,2020-04-01 16:00:00, 1.2, None, -6999.0, 1.1, -16.8, 0.5, 0.0, -6999.0, None, None, 64.0, 63.56,14
None, None, 0.487, None,2020-04-01 17:00:00, 1.2, None, -6999.0, 0.5, -16.8, 0.3, 0.0, -6999.0, None, None, 63.0, 63.25,14
None, None, -0.403, None,2020-04-01 18:00:00, 1.2, None, -6999.0, -0.4, -16.8, -0.3, -2.0, -6999.0, None, None, 61.0, 61.31,14
None, None, -2.597, None,2020-04-01 19:00:00, -0.4, None, -6999.0, -2.6, -2.5, 0.2, 1.0, -6999.0, None, None, 62.0, 61.84,14
None, None, -4.655, None,2020-04-01 20:00:00, -0.4, None, -6999.0, -4.7, -4.6, -0.4, 0.0, -6999.0, None, None, 62.0, 61.97,14
None, None, -5.93, None,2020-04-01 21:00:00, -0.4, None, -6999.0, -5.9, -6.0, 0.1, 0.0, -6999.0, None, None, 62.0, 62.08,14
None, None, -7.395, None,2020-04-01 22:00:00, -0.4, None, -6999.0, -7.4, -7.4, 0.1, 0.0, -6999.0, None, None, 62.0, 62.06,14
None, None, -8.53, None,2020-04-01 23:00:00, -0.4, None, -6999.0, -8.5, -8.5, -0.1, 0.0, -6999.0, None, None, 62.0, 62.03,14
