pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,snwfl_amt_pst1hr,avg_wnd_spd_10m_pst10mts,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, None,-1.592, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-17 00:00:00, None, 28.28, None,51
None, None,-1.658, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-17 01:00:00, None, 30.18, None,51
None, None,-1.677, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-17 02:00:00, None, 32.25, None,51
None, None,-1.63, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-17 03:00:00, None, 34.42, None,51
None, None,-1.526, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-17 04:00:00, None, 36.74, None,51
None, None,-1.308, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-17 05:00:00, None, 40.97, None,51
None, None,-1.185, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-17 06:00:00, None, 45.53, None,51
None, None,-0.939, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-17 07:00:00, None, 47.9, None,51
None, None,-0.562, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-17 08:00:00, None, 50.68, None,51
None, None,-0.155, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-17 09:00:00, None, 50.89, None,51
None, None,0.148, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-17 10:00:00, None, 50.08, None,51
None, None,1.29, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-17 11:00:00, None, 49.11, None,51
None, None,1.896, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-17 12:00:00, None, 48.34, None,51
None, None,1.906, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-17 13:00:00, None, 47.19, None,51
None, None,1.745, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-17 14:00:00, None, 46.18, None,51
None, None,2.047, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-17 15:00:00, None, 45.48, None,51
None, None,1.801, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-17 16:00:00, None, 44.99, None,51
None, None,1.943, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-17 17:00:00, None, 44.23, None,51
None, None,1.641, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-17 18:00:00, None, 43.64, None,51
None, None,1.414, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-17 19:00:00, None, 43.17, None,51
None, None,1.102, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-17 20:00:00, None, 42.79, None,51
None, None,0.95, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-17 21:00:00, None, 42.4, None,51
None, None,1.035, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-17 22:00:00, None, 42.86, None,51
None, None,2.16, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-17 23:00:00, None, 42.44, None,51
None, None,2.576, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-18 00:00:00, None, 41.57, None,51
None, None,2.605, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-18 01:00:00, None, 41.35, None,51
