pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,snwfl_amt_pst1hr,avg_wnd_spd_10m_pst10mts,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, None,3.812, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-15 00:00:00, None, None, None,42
None, None,3.831, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-15 01:00:00, None, None, None,42
None, None,4.059, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-15 02:00:00, None, None, None,42
None, None,4.163, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-15 03:00:00, None, None, None,42
None, None,4.325, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-15 04:00:00, None, None, None,42
None, None,4.411, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-15 05:00:00, None, None, None,42
None, None,4.516, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-15 06:00:00, None, None, None,42
None, None,4.669, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-15 07:00:00, None, None, None,42
None, None,4.717, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-15 08:00:00, None, None, None,42
None, None,4.764, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-15 09:00:00, None, None, None,42
None, None,4.897, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-15 10:00:00, None, None, None,42
None, None,5.004, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-15 11:00:00, None, None, None,42
None, None,5.28, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-15 12:00:00, None, None, None,42
None, None,5.309, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-15 13:00:00, None, None, None,42
None, None,5.52, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-15 14:00:00, None, None, None,42
None, None,5.748, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-15 15:00:00, None, None, None,42
None, None,6.018, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-15 16:00:00, None, None, None,42
None, None,6.19, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-15 17:00:00, None, None, None,42
None, None,6.538, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-15 18:00:00, None, None, None,42
None, None,6.336, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-15 19:00:00, None, None, None,42
