ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,MIN_TEMP,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,MAX_TEMP,week_of_year,WDIR_VECT,TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,avg_air_temp_pst1hr
, None,7.0, None,2016-05-13, None,23.5,20,,,,,,
, None,9.5, None,2016-05-14, None,24.5,20,,,,,,
, None,7.0, None,2016-05-15, None,26.0,20,,,,,,
, None,12.0, None,2016-05-16, None,25.5,20,,,,,,
, None,8.0, None,2016-05-17, None,25.0,20,,,,,,
, None,10.0, None,2016-05-18, None,24.5,20,,,,,,
2.6, 2.6,6.0, None,2016-05-19, None,17.0,20,,,,,,
,,,,2016-05-13 00:00:00,,,20,, None,1.817, None,68.48,11.75
,,,,2016-05-13 01:00:00,,,20,, None,1.893, None,69.03,10.98
,,,,2016-05-13 02:00:00,,,20,, None,2.242, None,70.66,10.06
,,,,2016-05-13 03:00:00,,,20,, None,2.556, None,68.26,9.89
,,,,2016-05-13 04:00:00,,,20,, None,1.899, None,70.59,9.2
,,,,2016-05-13 05:00:00,,,20,, None,1.622, None,73.6,8.68
,,,,2016-05-13 06:00:00,,,20,, None,1.721, None,67.6,10.05
,,,,2016-05-13 07:00:00,,,20,, None,1.624, None,60.99,11.97
,,,,2016-05-13 08:00:00,,,20,, None,1.482, None,55.84,13.36
,,,,2016-05-13 09:00:00,,,20,, None,2.05, None,56.1,14.28
,,,,2016-05-13 10:00:00,,,20,, None,1.826, None,53.47,15.17
,,,,2016-05-13 11:00:00,,,20,, None,1.991, None,48.08,17.04
,,,,2016-05-13 12:00:00,,,20,, None,1.903, None,42.76,18.77
,,,,2016-05-13 13:00:00,,,20,, None,1.895, None,39.25,20.26
,,,,2016-05-13 14:00:00,,,20,, None,2.51, None,36.24,21.23
,,,,2016-05-13 15:00:00,,,20,, None,2.676, None,33.81,22.27
,,,,2016-05-13 16:00:00,,,20,, None,2.318, None,31.94,23.17
,,,,2016-05-13 17:00:00,,,20,, None,2.495, None,27.57,23.93
,,,,2016-05-13 18:00:00,,,20,, None,5.131, None,23.62,23.75
,,,,2016-05-13 19:00:00,,,20,, None,5.129, None,23.59,22.92
,,,,2016-05-13 20:00:00,,,20,, None,1.722, None,27.19,21.7
,,,,2016-05-13 21:00:00,,,20,, None,2.815, None,34.94,19.71
,,,,2016-05-13 22:00:00,,,20,, None,2.815, None,44.94,17.34
,,,,2016-05-13 23:00:00,,,20,, None,2.662, None,44.76,16.66
,,,,2016-05-14 00:00:00,,,20,, None,1.584, None,46.64,15.58
,,,,2016-05-14 01:00:00,,,20,, None,1.348, None,47.05,14.84
,,,,2016-05-14 02:00:00,,,20,, None,1.371, None,52.01,13.65
,,,,2016-05-14 03:00:00,,,20,, None,1.546, None,55.51,12.49
,,,,2016-05-14 04:00:00,,,20,, None,0.981998, None,58.2,11.64
,,,,2016-05-14 05:00:00,,,20,, None,1.806, None,59.3,11.12
,,,,2016-05-14 06:00:00,,,20,, None,1.429, None,54.06,12.39
,,,,2016-05-14 07:00:00,,,20,, None,0.892, None,50.19,13.83
,,,,2016-05-14 08:00:00,,,20,, None,1.12, None,46.96,15.25
,,,,2016-05-14 09:00:00,,,20,, None,1.42, None,41.57,16.74
,,,,2016-05-14 10:00:00,,,20,, None,1.756, None,39.47,17.66
,,,,2016-05-14 11:00:00,,,20,, None,1.807, None,35.26,19.61
,,,,2016-05-14 12:00:00,,,20,, None,1.294, None,31.68,21.6
,,,,2016-05-14 13:00:00,,,20,, None,2.102, None,29.34,22.73
,,,,2016-05-14 14:00:00,,,20,, None,3.374, None,20.25,24.2
,,,,2016-05-14 15:00:00,,,20,, None,5.053, None,15.68,24.66
,,,,2016-05-14 16:00:00,,,20,, None,4.923, None,14.67,25.05
,,,,2016-05-14 17:00:00,,,20,, None,4.824, None,14.24,25.16
,,,,2016-05-14 18:00:00,,,20,, None,4.03, None,14.69,24.55
,,,,2016-05-14 19:00:00,,,20,, None,1.859, None,22.01,23.01
,,,,2016-05-14 20:00:00,,,20,, None,1.194, None,35.77,19.99
,,,,2016-05-14 21:00:00,,,20,, None,2.191, None,35.7,18.19
,,,,2016-05-14 22:00:00,,,20,, None,1.789, None,34.71,17.72
,,,,2016-05-14 23:00:00,,,20,, None,2.535, None,34.65,16.96
,,,,2016-05-15 00:00:00,,,20,, None,2.604, None,40.87,14.99
,,,,2016-05-15 01:00:00,,,20,, None,2.104, None,40.94,14.45
,,,,2016-05-15 02:00:00,,,20,, None,1.603, None,51.73,12.51
,,,,2016-05-15 03:00:00,,,20,, None,2.445, None,55.9,11.38
,,,,2016-05-15 04:00:00,,,20,, None,2.718, None,60.23,10.64
,,,,2016-05-15 05:00:00,,,20,, None,2.537, None,59.77,10.58
,,,,2016-05-15 06:00:00,,,20,, None,2.089, None,58.18,11.3
,,,,2016-05-15 07:00:00,,,20,, None,1.183, None,47.88,14.07
,,,,2016-05-15 08:00:00,,,20,, None,0.809, None,41.91,16.03
,,,,2016-05-15 09:00:00,,,20,, None,1.7, None,38.1,17.3
,,,,2016-05-15 10:00:00,,,20,, None,2.236, None,31.52,18.24
,,,,2016-05-15 11:00:00,,,20,, None,1.41, None,31.46,20.05
,,,,2016-05-15 12:00:00,,,20,, None,1.676, None,27.4,21.42
,,,,2016-05-15 13:00:00,,,20,, None,1.58, None,23.07,23.04
,,,,2016-05-15 14:00:00,,,20,, None,1.459, None,22.11,24.08
,,,,2016-05-15 15:00:00,,,20,, None,1.935, None,21.1,24.29
,,,,2016-05-15 16:00:00,,,20,, None,1.616, None,17.63,25.81
,,,,2016-05-15 17:00:00,,,20,, None,2.447, None,16.56,26.16
