wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,snw_dpth,week_of_year,pcpn_amt_pst24hrs,SWE,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_2,air_temp_1,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,MIN_TEMP,SNOW_ON_THE_GROUND
158.0, None, None,0.0, None,5.1, None,8.4, None, None, None,78.0,2016-05-13 00:00:00, None,20,,,,,,,,,,,,
175.0, None, None,0.0, None,4.1, None,7.5, None, None, None,82.0,2016-05-13 01:00:00, None,20,,,,,,,,,,,,
165.0, None, None,0.0, None,4.7, None,5.6, None, None, None,90.0,2016-05-13 02:00:00, None,20,,,,,,,,,,,,
24.0, None, None,0.0, None,3.8, None,4.6, None, None, None,93.0,2016-05-13 03:00:00, None,20,,,,,,,,,,,,
92.0, None, None,0.0, None,4.3, None,4.8, None, None, None,94.0,2016-05-13 04:00:00, None,20,,,,,,,,,,,,
136.0, None, None,0.0, None,4.5, None,4.5, None, None, None,93.0,2016-05-13 05:00:00, None,20,,,,,,,,,,,,
210.0, None, None,0.0, None,2.7, None,7.5, None, None, None,85.0,2016-05-13 06:00:00, None,20,,,,,,,,,,,,
268.0, None, None,0.0, None,4.4, None,10.5, None, None, None,76.0,2016-05-13 07:00:00, None,20,,,,,,,,,,,,
323.0, None, None,0.0, None,4.6, None,12.6, None, None, None,61.0,2016-05-13 08:00:00, None,20,,,,,,,,,,,,
308.0, None, None,0.0, None,8.2, None,14.8, None, None, None,60.0,2016-05-13 09:00:00, None,20,,,,,,,,,,,,
353.0, None, None,0.0, None,8.2, None,17.0, None, None, None,49.0,2016-05-13 10:00:00, None,20,,,,,,,,,,,,
320.0, None, None,0.0, None,13.2, None,18.3, None, None, None,39.0,2016-05-13 11:00:00, None,20,,,,,,,,,,,,
328.0, None, None,0.0, None,11.5, None,19.7, None, None, None,34.0,2016-05-13 12:00:00, None,20,,,,,,,,,,,,
301.0, None, None,0.0, None,17.1, None,21.0, None, None, None,32.0,2016-05-13 13:00:00, None,20,,,,,,,,,,,,
324.0, None, None,0.0, None,16.0, None,20.9, None, None, None,34.0,2016-05-13 14:00:00, None,20,,,,,,,,,,,,
329.0, None, None,0.0, None,17.7, None,22.1, None, None, None,27.0,2016-05-13 15:00:00, None,20,,,,,,,,,,,,
331.0, None, None,0.0, None,11.8, None,21.3, None, None, None,31.0,2016-05-13 16:00:00, None,20,,,,,,,,,,,,
327.0, None, None,0.0, None,12.2, None,22.2, None, None, None,29.0,2016-05-13 17:00:00, None,20,,,,,,,,,,,,
324.0, None, None,0.0, None,8.6, None,21.5, None, None, None,34.0,2016-05-13 18:00:00, None,20,,,,,,,,,,,,
15.0, None, None,0.0, None,4.8, None,18.6, None, None, None,34.0,2016-05-13 19:00:00, None,20,,,,,,,,,,,,
96.0, None, None,0.0, None,9.4, None,15.0, None, None, None,40.0,2016-05-13 20:00:00, None,20,,,,,,,,,,,,
94.0, None, None,0.0, None,10.7, None,14.8, None, None, None,44.0,2016-05-13 21:00:00, None,20,,,,,,,,,,,,
98.0, None, None,0.0, None,8.7, None,12.7, None, None, None,42.0,2016-05-13 22:00:00, None,20,,,,,,,,,,,,
101.0, None, None,0.0, None,8.7, None,10.9, None, None, None,57.0,2016-05-13 23:00:00, None,20,,,,,,,,,,,,
101.0, None, None,0.0, None,8.3, None,11.7, None, None, None,52.0,2016-05-14 00:00:00, None,20,,,,,,,,,,,,
140.0, None, None,0.0, None,5.0, None,9.5, None, None, None,61.0,2016-05-14 01:00:00, None,20,,,,,,,,,,,,
115.0, None, None,0.0, None,5.9, None,8.6, None, None, None,67.0,2016-05-14 02:00:00, None,20,,,,,,,,,,,,
152.0, None, None,0.0, None,5.2, None,8.2, None, None, None,62.0,2016-05-14 03:00:00, None,20,,,,,,,,,,,,
40.0, None, None,0.0, None,4.0, None,6.3, None, None, None,74.0,2016-05-14 04:00:00, None,20,,,,,,,,,,,,
97.0, None, None,0.0, None,2.4, None,6.1, None, None, None,76.0,2016-05-14 05:00:00, None,20,,,,,,,,,,,,
111.0, None, None,0.0, None,4.3, None,8.4, None, None, None,69.0,2016-05-14 06:00:00, None,20,,,,,,,,,,,,
277.0, None, None,0.0, None,5.0, None,13.4, None, None, None,60.0,2016-05-14 07:00:00, None,20,,,,,,,,,,,,
285.0, None, None,0.0, None,4.2, None,15.2, None, None, None,47.0,2016-05-14 08:00:00, None,20,,,,,,,,,,,,
236.0, None, None,0.0, None,5.7, None,17.3, None, None, None,34.0,2016-05-14 09:00:00, None,20,,,,,,,,,,,,
322.0, None, None,0.0, None,6.5, None,19.7, None, None, None,33.0,2016-05-14 10:00:00, None,20,,,,,,,,,,,,
330.0, None, None,0.0, None,11.9, None,20.8, None, None, None,31.0,2016-05-14 11:00:00, None,20,,,,,,,,,,,,
