wind_gust_speed,snw_dpth,snw_dpth_wtr_equiv,air_temp_1,MIN_TEMP,mean_sea_level,air_temperature,pcpn_amt_pst1hr,total_precipitation,relative_humidity,ONE_DAY_PRECIPITATION,dew_point,wind_direction,MAX_TEMP,tendency_amount,wind_speed
,,,,,,,,,,,,,,,
38.857733664185275,,,,,101.9912940636584,1.4833214374821786,,0.7214285714285714,69.96113576418591,,-3.724047173510122,206.12980418150565,,-7.931012974051951e-05,10.29216121328771
,,,,,,,,,69.76274833181681,,,143.4804083257507,,,5.135912382468911
38.857733664185275,,,,,101.9912940636584,1.4833214374821786,,0.7214285714285714,69.96113576418591,,-3.724047173510122,206.12980418150565,,-7.931012974051951e-05,10.29216121328771
,82.97886286402546,100.22619047619048,-7.397470238095239,,,,516.9970238095239,,,,,,,,
,,,,,,,,,88.58962408073855,,,120.73834135242268,,,4.39739549105513
,,79.3139880952381,-6.296623716852011,-8.110714285714286,,,403.9590551040776,,89.64571011525629,2.071428571428571,,195.3319779344859,-4.485714285714286,,7.036932249014255
,,,,0.39285714285714285,,,,,,1.342857142857143,,,4.696428571428571,,
,,,,,,,,,75.24568696865384,,,172.62789404370727,,,6.475697986752204
,59.0741374394069,157.89285714285717,-7.277380952380953,,,,465.0610119047619,,90.37984341825901,,,191.94606839551108,,,0.14136904761904762
,,,,,,,,,91.21644676979072,,,155.45578366696998,,,2.514341636336063
,,,,,,,,,88.58962408073855,,,120.73834135242268,,,4.39739549105513
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,1.6130952380952381,,,,,77.24309030937215,0.9928571428571429,,226.45465574764938,5.857142857142857,,6.6572983014861995
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,215.82959972911323,-6.919033361847734,-9.678571428571429,,,512.5227135015683,,,3.357142857142857,,,-4.310714285714286,,
,,,,,,,,,82.36866848650288,,,151.31937177737336,,,7.181505914467698
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,-8.175,,,,,99.57171292083713,4.277142857142857,,150.8407169396421,-4.035714285714286,,1.7434770245677889
,98.46814381968947,297.9557695065978,-7.599228896103897,,,,909.5767534423409,,85.81179860479223,,,149.23312860175918,,,4.994688353048225
,,,,-2.0571428571428574,,,,,,1.2142857142857142,,,1.475,,
,,,,-3.232142857142857,,,,,,0.8571428571428571,,,1.732142857142857,,
,,,,-8.110714285714286,,,,,89.64571011525629,2.071428571428571,,195.3319779344859,-4.485714285714286,,7.036932249014256
,,,,-2.767857142857143,,,,,,1.7999999999999998,,,2.803571428571429,,
,,,,,,,,,83.97383037609949,,,154.91870450409462,,,6.657626251137398
,,,,,,,,,,,,,,,
,,,,,,,,,91.40192812325881,,,203.43780287006786,,,1.7617618431779265
,,,,,,,,,90.37984341825901,,,191.94606839551108,,,0.14136904761904764
,,,,-9.201127819548873,,,,,86.27391634096097,2.5279866332497916,,179.63388030504169,-5.202746449456976,,3.8638244996252125
,,,,,,,,,,,,,,,
,,,,,,,,,86.59827206033307,,,162.994238622076,,,6.322628539163563
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
