AirTemp,ONE_DAY_PRECIPITATION,Snow_WE,time,MIN_TEMP,MAX_TEMP,week_of_year,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,SWE,ONE_DAY_SNOW,air_temp_1,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,mslp,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,snw_dpth,HEIGHT_OF_SNOW,stn_pres
,2.1, None,2020-05-20,1.1,14.2,21,,,,,,,,,,,,,,,,,,,,,,,,,,
,16.6, None,2020-05-21,0.1,5.6,21,,,,,,,,,,,,,,,,,,,,,,,,,,
,31.2, None,2020-05-22,-0.3,2.3,21,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.0, None,2020-05-23,-0.1,8.3,21,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.8, None,2020-05-24,-0.3,11.7,21,,,,,,,,,,,,,,,,,,,,,,,,,,
,13.4, None,2020-05-25,1.9,7.3,21,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.0, None,2020-05-26,-0.6,8.5,21,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2020-05-20 00:00:00, None, None,21,371.0,430.0, None, None,8.1,,,,,,,,,,,,,,,,,,,,,
,,,2020-05-20 01:00:00, None, None,21,371.0,426.0, None, None,8.3,,,,,,,,,,,,,,,,,,,,,
,,,2020-05-20 02:00:00, None, None,21,371.0,422.0, None, None,5.7,,,,,,,,,,,,,,,,,,,,,
,,,2020-05-20 03:00:00, None, None,21,372.0,419.0, None, None,3.9,,,,,,,,,,,,,,,,,,,,,
,,,2020-05-20 04:00:00, None, None,21,372.0,418.0, None, None,1.8,,,,,,,,,,,,,,,,,,,,,
,,,2020-05-20 05:00:00, None, None,21,372.0,419.0, None, None,1.3,,,,,,,,,,,,,,,,,,,,,
,,,2020-05-20 06:00:00, None, None,21,372.0,419.0, None, None,0.9,,,,,,,,,,,,,,,,,,,,,
,,,2020-05-20 07:00:00, None, None,21,372.0,420.0, None, None,1.2,,,,,,,,,,,,,,,,,,,,,
,,,2020-05-20 08:00:00, None, None,21,372.0,422.0, None, None,1.1,,,,,,,,,,,,,,,,,,,,,
,,,2020-05-20 09:00:00, None, None,21,372.0,423.0, None, None,2.6,,,,,,,,,,,,,,,,,,,,,
,,,2020-05-20 10:00:00, None, None,21,372.0,425.0, None, None,2.8,,,,,,,,,,,,,,,,,,,,,
,,,2020-05-20 11:00:00, None, None,21,372.0,426.0, None, None,2.8,,,,,,,,,,,,,,,,,,,,,
,,,2020-05-20 12:00:00, None, None,21,372.0,427.0, None, None,2.2,,,,,,,,,,,,,,,,,,,,,
,,,2020-05-20 13:00:00, None, None,21,372.0,428.0, None, None,1.9,,,,,,,,,,,,,,,,,,,,,
,,,2020-05-20 14:00:00, None, None,21,372.0,428.0, None, None,2.9,,,,,,,,,,,,,,,,,,,,,
,,,2020-05-20 15:00:00, None, None,21,372.0,429.0, None, None,6.4,,,,,,,,,,,,,,,,,,,,,
,,,2020-05-20 16:00:00, None, None,21,372.0,429.0, None, None,8.5,,,,,,,,,,,,,,,,,,,,,
,,,2020-05-20 17:00:00, None, None,21,372.0,429.0, None, None,9.9,,,,,,,,,,,,,,,,,,,,,
,,,2020-05-20 18:00:00, None, None,21,372.0,428.0, None, None,11.1,,,,,,,,,,,,,,,,,,,,,
,,,2020-05-20 19:00:00, None, None,21,371.0,428.0, None, None,11.2,,,,,,,,,,,,,,,,,,,,,
,,,2020-05-20 20:00:00, None, None,21,371.0,424.0, None, None,14.0,,,,,,,,,,,,,,,,,,,,,
,,,2020-05-20 21:00:00, None, None,21,371.0,420.0, None, None,13.7,,,,,,,,,,,,,,,,,,,,,
,,,2020-05-20 22:00:00, None, None,21,371.0,413.0, None, None,12.3,,,,,,,,,,,,,,,,,,,,,
,,,2020-05-20 23:00:00, None, None,21,371.0,406.0, None, None,11.8,,,,,,,,,,,,,,,,,,,,,
,,,2020-05-21 00:00:00, None, None,21,371.0,401.0, None, None,11.5,,,,,,,,,,,,,,,,,,,,,
,,,2020-05-21 01:00:00, None, None,21,371.0,397.0, None, None,8.4,,,,,,,,,,,,,,,,,,,,,
,,,2020-05-21 02:00:00, None, None,21,371.0,395.0, None, None,8.1,,,,,,,,,,,,,,,,,,,,,
,,,2020-05-21 03:00:00, None, None,21,371.0,393.0, None, None,4.6,,,,,,,,,,,,,,,,,,,,,
,,,2020-05-21 04:00:00, None, None,21,372.0,391.0, None, None,4.4,,,,,,,,,,,,,,,,,,,,,
,,,2020-05-21 05:00:00, None, None,21,372.0,390.0, None, None,4.6,,,,,,,,,,,,,,,,,,,,,
,,,2020-05-21 06:00:00, None, None,21,372.0,389.0, None, None,4.4,,,,,,,,,,,,,,,,,,,,,
,,,2020-05-21 07:00:00, None, None,21,372.0,389.0, None, None,3.5,,,,,,,,,,,,,,,,,,,,,
,,,2020-05-21 08:00:00, None, None,21,374.0,389.0, None, None,2.6,,,,,,,,,,,,,,,,,,,,,
,,,2020-05-21 09:00:00, None, None,21,376.0,390.0, None, None,2.8,,,,,,,,,,,,,,,,,,,,,
,,,2020-05-21 10:00:00, None, None,21,378.0,390.0, None, None,2.5,,,,,,,,,,,,,,,,,,,,,
,,,2020-05-21 11:00:00, None, None,21,379.0,390.0, None, None,2.3,,,,,,,,,,,,,,,,,,,,,
,,,2020-05-21 14:00:00, None, None,21,383.0,388.0, None, None,2.0,,,,,,,,,,,,,,,,,,,,,
,,,2020-05-21 15:00:00, None, None,21,383.0,387.0, None, None,2.0,,,,,,,,,,,,,,,,,,,,,
,,,2020-05-21 16:00:00, None, None,21,384.0,385.0, None, None,2.0,,,,,,,,,,,,,,,,,,,,,
,,,2020-05-21 17:00:00, None, None,21,383.0,384.0, None, None,2.1,,,,,,,,,,,,,,,,,,,,,
,,,2020-05-21 18:00:00, None, None,21,384.0,383.0, None, None,2.4,,,,,,,,,,,,,,,,,,,,,
,,,2020-05-21 19:00:00, None, None,21,384.0,383.0, None, None,3.1,,,,,,,,,,,,,,,,,,,,,
,,,2020-05-21 20:00:00, None, None,21,384.0,382.0, None, None,3.5,,,,,,,,,,,,,,,,,,,,,
,,,2020-05-21 21:00:00, None, None,21,384.0,381.0, None, None,4.0,,,,,,,,,,,,,,,,,,,,,
,,,2020-05-21 22:00:00, None, None,21,384.0,380.0, None, None,5.6,,,,,,,,,,,,,,,,,,,,,
,,,2020-05-21 23:00:00, None, None,21,384.0,379.0, None, None,4.3,,,,,,,,,,,,,,,,,,,,,
,,,2020-05-22 00:00:00, None, None,21,384.0,378.0, None, None,3.5,,,,,,,,,,,,,,,,,,,,,
,,,2020-05-22 01:00:00, None, None,21,386.0,378.0, None, None,2.0,,,,,,,,,,,,,,,,,,,,,
,,,2020-05-22 02:00:00, None, None,21,387.0,377.0, None, None,0.8,,,,,,,,,,,,,,,,,,,,,
,,,2020-05-22 03:00:00, None, None,21,388.0,376.0, None, None,1.4,,,,,,,,,,,,,,,,,,,,,
,,,2020-05-22 04:00:00, None, None,21,389.0,375.0, None, None,1.0,,,,,,,,,,,,,,,,,,,,,
,,,2020-05-22 05:00:00, None, None,21,389.0,373.0, None, None,0.7,,,,,,,,,,,,,,,,,,,,,
,,,2020-05-22 06:00:00, None, None,21,389.0,372.0, None, None,0.6,,,,,,,,,,,,,,,,,,,,,
,,,2020-05-22 07:00:00, None, None,21,390.0,371.0, None, None,0.2,,,,,,,,,,,,,,,,,,,,,
,,,2020-05-22 08:00:00, None, None,21,390.0,371.0, None, None,0.1,,,,,,,,,,,,,,,,,,,,,
,,,2020-05-22 09:00:00, None, None,21,392.0,372.0, None, None,-0.1,,,,,,,,,,,,,,,,,,,,,
,,,2020-05-22 10:00:00, None, None,21,395.0,375.0, None, None,-0.2,,,,,,,,,,,,,,,,,,,,,
,,,2020-05-22 11:00:00, None, None,21,397.0,377.0, None, None,-0.2,,,,,,,,,,,,,,,,,,,,,
,,,2020-05-22 12:00:00, None, None,21,399.0,380.0, None, None,-0.3,,,,,,,,,,,,,,,,,,,,,
,,,2020-05-22 13:00:00, None, None,21,402.0,383.0, None, None,-0.3,,,,,,,,,,,,,,,,,,,,,
