WDIR_VECT,TEMP_MEAN,WSPD_SCLR,HUMIDITY,time,avg_air_temp_pst1hr,week_of_year
None, -11.9, 1.074, None,2018-03-05 00:00:00, -11.86,10
None, -13.3, 0.389999, None,2018-03-05 01:00:00, -13.25,10
None, -14.6, None, None,2018-03-05 02:00:00, -14.57,10
None, -14.8, 0.527, None,2018-03-05 03:00:00, -14.79,10
None, -15.1, 0.079998, None,2018-03-05 04:00:00, -15.13,10
None, -15.4, 0.197999, None,2018-03-05 05:00:00, -15.36,10
None, -15.2, 0.179, None,2018-03-05 06:00:00, -15.2,10
None, -15.0, None, None,2018-03-05 07:00:00, -15.04,10
None, -14.9, None, None,2018-03-05 08:00:00, -14.88,10
None, -14.3, None, None,2018-03-05 09:00:00, -14.25,10
None, -12.4, 0.555, None,2018-03-05 10:00:00, -12.39,10
None, -10.4, 1.612, None,2018-03-05 11:00:00, -10.38,10
None, -8.1, 1.816, None,2018-03-05 12:00:00, -8.06,10
None, -7.3, 1.537, None,2018-03-05 13:00:00, -7.34,10
None, -6.6, 1.532, None,2018-03-05 14:00:00, -6.601,10
None, -5.5, 1.238, None,2018-03-05 15:00:00, -5.47,10
None, -5.2, 1.257, None,2018-03-05 16:00:00, -5.162,10
None, -5.1, 1.063, None,2018-03-05 17:00:00, -5.12,10
None, -5.6, 1.226, None,2018-03-05 18:00:00, -5.568,10
None, -6.4, 0.723999, None,2018-03-05 19:00:00, -6.407,10
None, -7.1, 0.742999, None,2018-03-05 20:00:00, -7.13,10
None, -7.6, 0.912998, None,2018-03-05 21:00:00, -7.6,10
None, -8.6, 1.122, None,2018-03-05 22:00:00, -8.61,10
None, -8.8, 0.782, None,2018-03-05 23:00:00, -8.77,10
None, -9.0, 1.036, None,2018-03-06 00:00:00, -9.0,10
None, -8.8, 0.264999, None,2018-03-06 01:00:00, -8.8,10
None, -9.0, 0.439999, None,2018-03-06 02:00:00, -9.01,10
None, -9.6, 0.760999, None,2018-03-06 03:00:00, -9.62,10
None, -9.8, 0.824998, None,2018-03-06 04:00:00, -9.78,10
None, -9.6, 0.07, None,2018-03-06 05:00:00, -9.61,10
None, -9.7, None, None,2018-03-06 06:00:00, -9.71,10
None, -9.8, None, None,2018-03-06 07:00:00, -9.84,10
None, -9.7, None, None,2018-03-06 08:00:00, -9.72,10
None, -8.8, 0.833998, None,2018-03-06 09:00:00, -8.83,10
None, -6.9, 1.254, None,2018-03-06 10:00:00, -6.914,10
None, -4.9, 1.311, None,2018-03-06 11:00:00, -4.939,10
None, -3.3, 1.114, None,2018-03-06 12:00:00, -3.304,10
None, -3.0, 1.448, None,2018-03-06 13:00:00, -2.962,10
None, -2.4, 1.825, None,2018-03-06 14:00:00, -2.438,10
None, -2.0, 1.857, None,2018-03-06 15:00:00, -1.95,10
None, -1.9, 1.807, None,2018-03-06 16:00:00, -1.902,10
None, -2.0, 1.902, None,2018-03-06 17:00:00, -2.017,10
None, -2.5, 0.365999, None,2018-03-06 18:00:00, -2.493,10
None, -3.1, 0.118, None,2018-03-06 19:00:00, -3.11,10
None, -3.7, 0.579999, None,2018-03-06 20:00:00, -3.681,10
None, -4.0, 0.07, None,2018-03-06 21:00:00, -4.002,10
None, -4.2, None, None,2018-03-06 22:00:00, -4.196,10
None, -4.3, 0.296999, None,2018-03-06 23:00:00, -4.287,10
None, -4.2, 0.912998, None,2018-03-07 00:00:00, -4.175,10
None, -4.4, 0.414, None,2018-03-07 01:00:00, -4.439,10
None, -4.2, 0.814998, None,2018-03-07 02:00:00, -4.216,10
None, -4.7, 0.444999, None,2018-03-07 03:00:00, -4.7,10
None, -4.8, 1.181, None,2018-03-07 04:00:00, -4.796,10
None, -5.2, 1.142, None,2018-03-07 05:00:00, -5.221,10
None, -5.7, 1.086, None,2018-03-07 06:00:00, -5.734,10
None, -7.5, 0.550998, None,2018-03-07 07:00:00, -7.53,10
None, -6.6, 0.451999, None,2018-03-07 08:00:00, -6.612,10
None, -4.7, 1.03, None,2018-03-07 09:00:00, -4.723,10
None, -3.5, 1.464, None,2018-03-07 10:00:00, -3.527,10
None, -2.5, 1.406, None,2018-03-07 11:00:00, -2.541,10
None, -1.6, 1.195, None,2018-03-07 12:00:00, -1.595,10
None, -1.4, 1.158, None,2018-03-07 13:00:00, -1.41,10
None, -1.0, 0.644999, None,2018-03-07 14:00:00, -1.03,10
None, -0.7, 0.405, None,2018-03-07 15:00:00, -0.725,10
None, -0.5, 0.497, None,2018-03-07 16:00:00, -0.504,10
None, -0.8, 1.227, None,2018-03-07 17:00:00, -0.755999,10
None, -1.2, 1.203, None,2018-03-07 18:00:00, -1.232,10
None, -2.3, 0.764998, None,2018-03-07 19:00:00, -2.309,10
None, -3.1, 1.015, None,2018-03-07 20:00:00, -3.109,10
None, -3.6, 1.712, None,2018-03-07 21:00:00, -3.643,10
None, -4.8, 1.409, None,2018-03-07 22:00:00, -4.82,10
None, -5.6, 1.72, None,2018-03-07 23:00:00, -5.591,10
