wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year,pcpn_amt_pst24hrs,SWE,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_2,air_temp_1,snw_dpth,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,MIN_TEMP,SNOW_ON_THE_GROUND,RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,PRECIP_DETECTOR_RATIO,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,mslp,snwfl_amt_pst1hr,stn_pres
315.0, 77.0, 3.5, 0.0, 12.1, 4.6, 16.1, 14.0, 31.0, 0.0, 0.0, 81.0,2022-07-30 00:00:00,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278.0, 78.0, 4.7, 0.0, 11.7, 3.9, 15.5, 12.6, 335.0, 0.0, 0.0, 86.0,2022-07-30 01:00:00,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315.0, 81.0, 4.6, 0.0, 10.8, 3.6, 14.0, 11.8, 315.0, 0.0, 0.0, 88.0,2022-07-30 02:00:00,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311.0, 86.0, 3.9, 0.0, 10.3, 4.7, 12.6, 11.9, 278.0, 0.0, 0.0, 83.0,2022-07-30 03:00:00,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343.0, 88.0, 3.6, 0.0, 9.9, 5.4, 11.8, 12.9, 315.0, 0.0, 0.0, 76.0,2022-07-30 04:00:00,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349.0, 83.0, 4.7, 0.0, 9.1, 4.3, 11.9, 13.9, 311.0, 0.0, 0.0, 74.0,2022-07-30 05:00:00,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261.0, 76.0, 5.4, 0.0, 8.8, 3.2, 12.9, 18.5, 343.0, 0.0, 0.0, 71.0,2022-07-30 06:00:00,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166.0, 74.0, 4.3, 0.0, 9.3, 3.4, 13.9, 25.1, 349.0, 0.0, 0.0, 44.0,2022-07-30 07:00:00,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0, 71.0, 3.2, 0.0, 13.1, 6.0, 18.5, 26.8, 261.0, 0.0, 0.0, 38.0,2022-07-30 08:00:00,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358.0, 44.0, 3.4, 0.0, 12.0, 6.7, 25.1, 28.2, 166.0, 0.0, 0.0, 30.0,2022-07-30 09:00:00,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308.0, 38.0, None, 0.0, 11.3, 8.1, 26.8, 29.9, 10.0, 0.0, 0.0, 31.0,2022-07-30 10:00:00,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299.0, 30.0, 6.7, 0.0, 9.0, 8.7, 28.2, 30.7, 358.0, 0.0, 0.0, 25.0,2022-07-30 11:00:00,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305.0, 31.0, 8.1, 0.0, 10.9, 8.1, 29.9, 32.1, 308.0, 0.0, 0.0, 17.0,2022-07-30 12:00:00,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305.0, 25.0, 8.7, 0.0, 8.4, 7.2, 30.7, 33.2, 299.0, 0.0, 0.0, 17.0,2022-07-30 13:00:00,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318.0, 17.0, 8.1, 0.0, 4.0, 7.0, 32.1, 32.7, 305.0, 0.0, 0.0, 21.0,2022-07-30 14:00:00,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337.0, 17.0, 7.2, 0.0, 4.9, 7.9, 33.2, 32.5, 305.0, 0.0, 0.0, 15.0,2022-07-30 15:00:00,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343.0, 21.0, None, 0.0, 7.5, 6.4, 32.7, 31.9, 318.0, 0.0, 0.0, 22.0,2022-07-30 16:00:00,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355.0, 15.0, 7.9, 0.0, 2.5, 3.4, 32.5, 29.6, 337.0, 0.0, 0.0, 29.0,2022-07-30 17:00:00,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0, 22.0, 6.4, 0.0, 7.6, 3.2, 31.9, 21.6, 343.0, 0.0, 0.0, 54.0,2022-07-30 18:00:00,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303.0, 29.0, 3.4, 0.0, 9.7, 2.4, 29.6, 17.7, 355.0, 0.0, 0.0, 61.0,2022-07-30 19:00:00,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0, 54.0, 3.2, 0.0, 11.9, 4.5, 21.6, 18.9, 16.0, 0.0, 0.0, 51.0,2022-07-30 20:00:00,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
