WDIR_VECT,TEMP_MEAN,WSPD_SCLR,HUMIDITY,time,week_of_year
None,2.7, None,71.9,2017-11-19 00:00:00,47
None,2.7, None,72.5,2017-11-19 01:00:00,47
None,2.7, None,71.3,2017-11-19 02:00:00,47
None,2.9, None,69.6,2017-11-19 03:00:00,47
None,2.8, None,70.7,2017-11-19 04:00:00,47
None,2.6, None,72.6,2017-11-19 05:00:00,47
None,2.3, None,76.0,2017-11-19 06:00:00,47
None,2.1, None,78.3,2017-11-19 07:00:00,47
None,2.0, None,80.3,2017-11-19 08:00:00,47
None,1.6, None,85.1,2017-11-19 09:00:00,47
None,1.2, None,90.0,2017-11-19 10:00:00,47
None,1.0, None,93.4,2017-11-19 11:00:00,47
None,1.1, None,93.8,2017-11-19 12:00:00,47
None,1.1, None,94.3,2017-11-19 13:00:00,47
None,1.4, None,93.7,2017-11-19 14:00:00,47
None,1.5, None,93.0,2017-11-19 15:00:00,47
None,1.3, None,94.6,2017-11-19 16:00:00,47
None,1.2, None,95.4,2017-11-19 17:00:00,47
None,1.1, None,96.1,2017-11-19 18:00:00,47
None,1.5, None,94.2,2017-11-19 19:00:00,47
None,0.6, None,95.9,2017-11-19 20:00:00,47
None,0.1, None,95.9,2017-11-19 21:00:00,47
None,-0.2, None,93.4,2017-11-19 22:00:00,47
None,-0.4, None,91.8,2017-11-19 23:00:00,47
None,-0.3, None,91.1,2017-11-20 00:00:00,47
None,-0.9, None,92.2,2017-11-20 01:00:00,47
None,-2.4, None,96.4,2017-11-20 02:00:00,47
None,-3.2, None,97.1,2017-11-20 03:00:00,47
None,-3.9, None,96.8,2017-11-20 04:00:00,47
None,-4.5, None,95.4,2017-11-20 05:00:00,47
None,-5.4, None,95.4,2017-11-20 06:00:00,47
None,-6.3, None,95.2,2017-11-20 07:00:00,47
None,-7.0, None,95.0,2017-11-20 08:00:00,47
None,-5.4, None,90.9,2017-11-20 09:00:00,47
None,-2.4, None,83.8,2017-11-20 10:00:00,47
None,-1.4, None,82.7,2017-11-20 11:00:00,47
None,-0.3, None,78.4,2017-11-20 12:00:00,47
None,0.2, None,75.8,2017-11-20 13:00:00,47
None,0.3, None,74.7,2017-11-20 14:00:00,47
None,0.0, None,77.1,2017-11-20 15:00:00,47
None,-2.3, None,89.3,2017-11-20 16:00:00,47
None,-3.2, None,92.1,2017-11-20 17:00:00,47
None,-3.9, None,93.2,2017-11-20 18:00:00,47
None,-4.9, None,93.5,2017-11-20 19:00:00,47
None,-6.0, None,93.5,2017-11-20 20:00:00,47
None,-5.7, None,92.1,2017-11-20 21:00:00,47
None,-5.2, None,89.8,2017-11-20 22:00:00,47
None,-5.3, None,90.0,2017-11-20 23:00:00,47
None,-5.5, None,92.9,2017-11-21 00:00:00,47
None,-5.3, None,92.7,2017-11-21 01:00:00,47
None,-5.2, None,92.3,2017-11-21 02:00:00,47
None,-5.0, None,91.0,2017-11-21 03:00:00,47
None,-5.1, None,91.8,2017-11-21 04:00:00,47
None,-5.2, None,91.6,2017-11-21 05:00:00,47
None,-5.2, None,92.9,2017-11-21 06:00:00,47
None,-5.7, None,92.4,2017-11-21 07:00:00,47
None,-6.0, None,93.6,2017-11-21 08:00:00,47
None,-5.4, None,91.5,2017-11-21 09:00:00,47
None,-4.3, None,89.3,2017-11-21 10:00:00,47
None,-2.2, None,87.2,2017-11-21 11:00:00,47
None,-0.8, None,85.1,2017-11-21 12:00:00,47
