time,tasmin,tasmax,pcp,week_of_year
2017-08-20,9.3,14.3,1.0,34
2017-08-21,12.4,21.0,4.0,34
2017-08-22,10.2,23.5,0.0,34
2017-08-23,10.6,20.4,0.0,34
2017-08-24,6.7,15.3,0.0,34
2017-08-25,7.9,15.4,1.0,34
2017-08-26,9.2,18.2,0.0,34
