wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year,AirTemp,ONE_DAY_PRECIPITATION,MIN_TEMP,Snow_WE,SNOW_ON_THE_GROUND,MAX_TEMP,RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,PRECIP_DETECTOR_RATIO,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,stn_pres
217.0, 99.0, 2.9,0.0, -0.1,6.3, 0.0,0.0, 195.0, 0.0, 14.6,99.0,2020-11-18 00:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261.0, 99.0, 6.3,0.0, -0.1,9.5, 0.0,-0.4, 217.0, 0.0, 14.6,93.0,2020-11-18 01:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208.0, 93.0, 9.5,0.0, -1.4,10.8, -0.4,-1.1, 261.0, 0.0, 14.6,93.0,2020-11-18 02:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173.0, 93.0, 10.8,0.0, -2.1,10.3, -1.1,-1.9, 208.0, 0.0, 14.6,97.0,2020-11-18 03:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220.0, 97.0, 10.3,0.0, -2.3,2.4, -1.9,-3.3, 173.0, 0.0, 14.6,97.0,2020-11-18 04:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0, 97.0, 2.4,0.0, -3.7,6.4, -3.3,-3.3, 220.0, 0.0, 14.6,97.0,2020-11-18 05:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152.0, 97.0, 6.4,0.0, -3.7,5.5, -3.3,-1.4, 11.0, 0.0, 14.6,98.0,2020-11-18 06:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148.0, None, None,0.0, None,7.9, None,-1.3, None, None, None,98.0,2020-11-18 07:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176.0, None, None,0.0, None,6.5, None,-1.2, None, None, None,98.0,2020-11-18 08:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171.0, 98.0, 6.5,0.0, -1.5,12.8, -1.2,-1.2, 176.0, 0.0, 14.6,94.0,2020-11-18 09:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170.0, 94.0, 12.8,0.0, -2.0,14.4, -1.2,-1.0, 171.0, 0.0, 14.6,91.0,2020-11-18 10:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152.0, 91.0, 14.4,0.0, -2.3,7.4, -1.0,-1.3, 170.0, 0.0, 12.2,93.0,2020-11-18 11:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169.0, 93.0, 7.4,0.0, -2.3,10.4, -1.3,-1.2, 152.0, 0.0, 8.2,95.0,2020-11-18 12:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164.0, 95.0, 10.4,0.0, -1.9,9.2, -1.2,-1.2, 169.0, 0.0, 4.8,95.0,2020-11-18 13:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164.0, 95.0, 9.2,0.0, -1.9,6.3, -1.2,-1.3, 164.0, 0.0, 3.4,95.0,2020-11-18 14:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151.0, 95.0, 6.3,0.0, -2.0,4.2, -1.3,-1.7, 164.0, 0.0, 2.6,96.0,2020-11-18 15:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120.0, None, None,0.0, None,2.0, None,-1.9, None, None, None,97.0,2020-11-18 16:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87.0, 97.0, 2.0,0.0, -2.3,2.8, -1.9,-1.9, 120.0, 0.0, 1.0,97.0,2020-11-18 17:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109.0, 97.0, 2.8,0.0, -2.3,2.0, -1.9,-2.0, 87.0, 0.0, 0.6,98.0,2020-11-18 18:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173.0, 98.0, 2.0,0.0, -2.3,2.4, -2.0,-2.1, 109.0, 0.0, 0.4,98.0,2020-11-18 19:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176.0, 98.0, 2.4,0.0, -2.4,2.9, -2.1,-2.2, 173.0, 0.0, 0.4,97.0,2020-11-18 20:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.0, 97.0, 2.9,0.0, -2.6,2.4, -2.2,-2.2, 176.0, 0.0, 0.2,97.0,2020-11-18 21:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115.0, 97.0, 2.4,0.0, -2.6,1.7, -2.2,-2.4, 72.0, 0.0, 0.0,97.0,2020-11-18 22:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175.0, 97.0, 1.7,0.0, -2.8,5.0, -2.4,-2.1, 115.0, 0.0, 0.0,97.0,2020-11-18 23:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198.0, 97.0, 5.0,0.0, -2.5,5.5, -2.1,-2.2, 175.0, 0.0, 0.0,97.0,2020-11-19 00:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180.0, 97.0, 5.5,0.0, -2.6,4.6, -2.2,-2.4, 198.0, 0.0, 0.0,95.0,2020-11-19 01:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214.0, None, None,0.0, None,7.7, None,-2.5, None, None, None,94.0,2020-11-19 02:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235.0, 94.0, 7.7,0.0, -3.3,8.0, -2.5,-2.7, 214.0, 0.0, 0.0,92.0,2020-11-19 03:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254.0, 92.0, 8.0,0.0, -3.8,7.7, -2.7,-3.2, 235.0, 0.0, 0.0,89.0,2020-11-19 04:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.0, 89.0, 7.7,0.0, -4.8,3.2, -3.2,-3.4, 254.0, 0.0, 0.0,89.0,2020-11-19 05:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144.0, 89.0, 3.2,0.0, -5.0,3.9, -3.4,-3.9, 31.0, 0.0, 0.0,89.0,2020-11-19 06:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290.0, 89.0, 3.9,0.0, -5.4,9.3, -3.9,-3.2, 144.0, 0.0, 0.0,80.0,2020-11-19 07:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263.0, 80.0, 9.3,0.0, -6.2,7.9, -3.2,-2.7, 290.0, 0.0, 0.0,77.0,2020-11-19 08:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250.0, 77.0, 7.9,0.0, -6.2,7.4, -2.7,-1.9, 263.0, 0.0, 0.0,75.0,2020-11-19 09:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237.0, 75.0, 7.4,0.0, -5.7,10.7, -1.9,-1.9, 250.0, 0.0, 0.0,75.0,2020-11-19 10:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259.0, 75.0, 10.7,0.0, -5.7,9.4, -1.9,-1.0, 237.0, 0.0, 0.0,70.0,2020-11-19 11:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265.0, 70.0, 9.4,0.0, -5.8,7.3, -1.0,-1.6, 259.0, 0.0, 0.0,68.0,2020-11-19 12:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288.0, 68.0, 7.3,0.0, -6.7,12.4, -1.6,-1.2, 265.0, 0.0, 0.0,66.0,2020-11-19 13:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285.0, 66.0, 12.4,0.0, -6.7,8.7, -1.2,-2.3, 288.0, 0.0, 0.0,71.0,2020-11-19 14:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.0, 71.0, 8.7,0.0, -6.8,3.9, -2.3,-3.3, 285.0, 0.0, 0.0,76.0,2020-11-19 15:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319.0, 76.0, 3.9,0.0, -6.9,7.4, -3.3,-4.0, 223.0, 0.0, 0.0,77.0,2020-11-19 16:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125.0, 77.0, 7.4,0.0, -7.4,4.0, -4.0,-5.2, 319.0, 0.0, 0.0,83.0,2020-11-19 17:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351.0, 83.0, 4.0,0.0, -7.6,4.4, -5.2,-7.0, 125.0, 0.0, 0.0,89.0,2020-11-19 18:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.0, 89.0, 4.4,0.0, -8.5,3.4, -7.0,-7.8, 351.0, 0.0, 0.0,90.0,2020-11-19 19:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356.0, 90.0, 3.4,0.0, -9.2,2.2, -7.8,-7.6, 29.0, 0.0, 0.0,89.0,2020-11-19 20:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179.0, 89.0, 2.2,0.0, -9.1,3.5, -7.6,-5.3, 356.0, 0.0, 0.0,84.0,2020-11-19 21:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339.0, 84.0, 3.5,0.0, -7.6,4.3, -5.3,-8.0, 179.0, 0.0, 0.0,87.0,2020-11-19 22:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0, 87.0, 4.3,0.0, -9.8,3.4, -8.0,-7.4, 339.0, 0.0, 0.0,88.0,2020-11-19 23:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.0, 88.0, 3.4,0.0, -9.0,3.7, -7.4,-7.0, 12.0, 0.0, 0.0,91.0,2020-11-20 00:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0, 91.0, 3.7,0.0, -8.2,2.3, -7.0,-5.7, 22.0, 0.0, 0.0,86.0,2020-11-20 01:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274.0, 86.0, 2.3,0.0, -7.7,2.4, -5.7,-6.4, 10.0, 0.0, 0.0,93.0,2020-11-20 02:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275.0, 93.0, 2.4,0.0, -7.3,2.5, -6.4,-4.7, 274.0, 0.0, 0.0,89.0,2020-11-20 03:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298.0, 89.0, 2.5,0.0, -6.2,2.2, -4.7,-4.7, 275.0, 0.0, 0.0,92.0,2020-11-20 04:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321.0, 92.0, 2.2,0.0, -5.8,1.9, -4.7,-4.6, 298.0, 0.0, 0.0,91.0,2020-11-20 05:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260.0, 91.0, 1.9,0.0, -5.8,2.3, -4.6,-4.6, 321.0, 0.0, 0.0,91.0,2020-11-20 06:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185.0, 91.0, 2.3,0.0, -5.8,2.1, -4.6,-4.5, 260.0, 0.0, 0.0,90.0,2020-11-20 07:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.0, 90.0, 2.1,0.0, -5.9,3.0, -4.5,-4.5, 185.0, 0.0, 0.0,89.0,2020-11-20 08:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155.0, 89.0, 3.0,0.0, -6.0,2.9, -4.5,-3.4, 55.0, 0.0, 0.0,88.0,2020-11-20 09:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.0, 88.0, 2.9,0.0, -5.1,1.6, -3.4,-2.7, 155.0, 0.0, 0.0,83.0,2020-11-20 10:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121.0, 83.0, 1.6,0.0, -5.2,2.6, -2.7,-2.8, 29.0, 0.0, 0.0,82.0,2020-11-20 11:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156.0, 82.0, 2.6,0.0, -5.4,4.3, -2.8,-2.0, 121.0, 0.0, 0.0,81.0,2020-11-20 12:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105.0, 81.0, 4.3,0.0, -4.8,6.0, -2.0,-2.6, 156.0, 0.0, 0.0,86.0,2020-11-20 13:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63.0, 86.0, 6.0,0.0, -4.6,5.2, -2.6,-3.2, 105.0, 0.0, 0.0,90.0,2020-11-20 14:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115.0, 90.0, 5.2,0.0, -4.6,3.1, -3.2,-3.8, 63.0, 0.0, 0.0,95.0,2020-11-20 15:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71.0, 95.0, 3.1,0.0, -4.5,2.1, -3.8,-4.0, 115.0, 0.0, 0.0,96.0,2020-11-20 16:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165.0, 96.0, 2.1,0.0, -4.5,3.3, -4.0,-4.0, 71.0, 0.0, 0.0,97.0,2020-11-20 17:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.0, 97.0, 3.3,0.0, -4.4,3.1, -4.0,-4.1, 165.0, 0.0, 0.0,97.0,2020-11-20 18:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193.0, 97.0, 3.1,0.0, -4.5,4.5, -4.1,-4.1, 43.0, 0.0, 0.0,97.0,2020-11-20 19:00:00,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
