pcpn_amt_pst24hrs,air_temp,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,min_air_temp_snc_last_reset,time,snw_dpth,dwpt_temp,week_of_year
0.0,-1.9, -1.891, 99.9,0.0,0.0,-1.9,100.0,-3.0,2022-01-15 00:00:00, None,-2.0,3
0.0,-2.4, -2.385, 99.9,0.0,0.0,-1.8,100.0,-3.0,2022-01-15 01:00:00, None,-2.0,3
0.0,-2.7, -2.676, 99.9,0.0,0.0,-1.8,100.0,-3.0,2022-01-15 02:00:00, None,-3.0,3
0.0,-2.6, -2.559, 99.9,0.0,0.0,-1.8,100.0,-3.0,2022-01-15 03:00:00, None,-3.0,3
0.0,-2.3, -2.324, 99.9,0.0,0.0,-1.8,100.0,-3.0,2022-01-15 04:00:00, None,-2.0,3
0.0,-2.6, -2.595, 99.9,0.0,0.0,-1.8,100.0,-3.0,2022-01-15 05:00:00, None,-3.0,3
0.0,-2.4, -2.412, 99.9,0.0,0.0,-1.8,100.0,-3.0,2022-01-15 06:00:00, None,-2.0,3
0.0,-2.8, -2.829, 99.9,0.0,0.0,-2.3,100.0,-2.8,2022-01-15 07:00:00, None,-3.0,3
0.0,-2.6, -2.563, 99.9,0.0,0.0,-2.3,100.0,-2.8,2022-01-15 08:00:00, None,-2.0,3
0.0,-0.9, -0.897, 99.9,0.0,0.0,-0.3,100.0,-2.8,2022-01-15 09:00:00, None,-1.0,3
0.0,0.0, 0.017, 99.9,0.0,0.0,0.0,100.0,-2.8,2022-01-15 10:00:00, None,0.0,3
0.0,0.7, 0.742, 94.4,0.0,0.0,0.7,94.0,-2.8,2022-01-15 11:00:00, None,0.0,3
0.0,-0.9, -0.881, 99.9,0.0,0.0,1.2,100.0,-2.8,2022-01-15 12:00:00, None,-1.0,3
0.0,-1.3, -1.25, 99.9,0.0,0.0,1.2,100.0,-2.8,2022-01-15 13:00:00, None,-1.0,3
0.0,1.6, 1.561, 84.7,0.0,0.0,1.6,85.0,-2.8,2022-01-15 14:00:00, None,-1.0,3
0.0,2.4, 2.416, 74.75,0.0,0.0,2.8,75.0,-2.8,2022-01-15 15:00:00, None,-2.0,3
0.0,-1.5, -1.484, 99.9,0.0,0.0,2.8,100.0,-2.8,2022-01-15 16:00:00, None,-2.0,3
0.0,-1.8, -1.781, 99.9,0.0,0.0,2.8,100.0,-2.8,2022-01-15 17:00:00, None,-2.0,3
0.0,-1.3, -1.252, 99.9,0.0,0.0,2.8,100.0,-2.8,2022-01-15 18:00:00, None,-2.0,3
0.0,-1.9, -1.931, 96.9,0.0,0.0,-1.0,97.0,-1.8,2022-01-15 19:00:00, None,-2.0,3
0.0,0.5, 0.464, 69.93,0.0,0.0,0.8,70.0,-2.2,2022-01-15 20:00:00, None,-4.0,3
0.0,-0.9, -0.941, 81.1,0.0,0.0,0.8,81.0,-2.2,2022-01-15 21:00:00, None,-3.0,3
0.0,-3.3, -3.295, 99.9,0.0,0.0,0.8,100.0,-3.3,2022-01-15 22:00:00, None,-3.0,3
0.0,-3.5, -3.49, 99.9,0.0,0.0,0.8,100.0,-3.6,2022-01-15 23:00:00, None,-3.0,3
0.0,-4.3, -4.301, 99.9,0.0,0.0,0.8,100.0,-4.8,2022-01-16 00:00:00, None,-5.0,3
0.0,-4.7, -4.73, 99.9,0.0,0.0,0.8,100.0,-4.8,2022-01-16 01:00:00, None,-5.0,3
0.0,-4.9, -4.897, 99.9,0.0,0.0,0.8,100.0,-5.0,2022-01-16 02:00:00, None,-5.0,3
0.0,-4.4, -4.428, 99.9,0.0,0.0,0.8,100.0,-5.0,2022-01-16 03:00:00, None,-5.0,3
0.0,-4.2, -4.182, 99.9,0.0,0.0,0.8,100.0,-5.0,2022-01-16 04:00:00, None,-4.0,3
0.0,-3.8, -3.844, 99.9,0.0,0.0,0.8,100.0,-5.0,2022-01-16 05:00:00, None,-4.0,3
0.0,-4.1, -4.062, 99.9,0.0,0.0,0.8,100.0,-5.0,2022-01-16 06:00:00, None,-4.0,3
0.0,-4.1, -4.058, 99.8,0.0,0.0,-3.8,100.0,-4.1,2022-01-16 07:00:00, None,-4.0,3
0.0,-4.1, -4.05, 99.8,0.0,0.0,-3.8,100.0,-4.1,2022-01-16 08:00:00, None,-4.0,3
0.0,-3.9, -3.919, 99.9,0.0,0.0,-3.8,100.0,-4.1,2022-01-16 09:00:00, None,-4.0,3
0.0,-3.7, -3.692, 99.9,0.0,0.0,-3.7,100.0,-4.1,2022-01-16 10:00:00, None,-4.0,3
0.0,-3.9, -3.857, 99.9,0.0,0.0,-3.6,100.0,-4.1,2022-01-16 11:00:00, None,-4.0,3
0.0,-3.8, -3.768, 99.9,0.0,0.0,-3.6,100.0,-4.1,2022-01-16 12:00:00, None,-4.0,3
0.0,-3.7, -3.705, 99.8,0.0,0.0,-3.6,100.0,-4.1,2022-01-16 13:00:00, None,-3.0,3
0.0,-3.6, -3.556, 99.9,0.0,0.0,-3.5,100.0,-4.1,2022-01-16 14:00:00, None,-3.0,3
0.0,-3.5, -3.495, 99.9,0.0,0.0,-3.4,100.0,-4.1,2022-01-16 15:00:00, None,-4.0,3
0.0,-3.7, -3.652, 99.9,0.0,0.0,-3.4,100.0,-4.1,2022-01-16 16:00:00, None,-4.0,3
0.0,-4.0, -3.987, 99.9,0.0,0.0,-3.4,100.0,-4.1,2022-01-16 17:00:00, None,-4.0,3
0.0,-4.1, -4.082, 99.9,0.0,0.0,-1.0,100.0,-4.2,2022-01-16 18:00:00, None,-4.0,3
0.0,-4.1, -4.13, 99.8,0.0,0.0,-4.0,100.0,-4.2,2022-01-16 19:00:00, None,-4.0,3
0.0,-3.9, -3.899, 99.9,0.0,0.0,-3.7,100.0,-4.2,2022-01-16 20:00:00, None,-4.0,3
0.0,-4.1, -4.098, 99.9,0.0,0.0,-3.7,100.0,-4.2,2022-01-16 21:00:00, None,-4.0,3
0.0,-4.3, -4.297, 99.9,0.0,0.0,-3.7,100.0,-4.4,2022-01-16 22:00:00, None,-4.0,3
0.0,-4.8, -4.822, 99.9,0.0,0.0,-3.7,100.0,-4.9,2022-01-16 23:00:00, None,-5.0,3
0.0,-5.3, -5.275, 99.9,0.0,0.0,-3.7,100.0,-5.3,2022-01-17 00:00:00, None,-5.0,3
0.0,-5.0, -4.996, 99.8,0.0,0.0,-3.3,100.0,-5.7,2022-01-17 01:00:00, None,-5.0,3
0.0,-2.4, -2.408, 99.9,0.0,0.0,-2.6,100.0,-5.7,2022-01-17 02:00:00, None,-2.0,3
0.0,-2.1, -2.11, 99.9,0.0,0.0,-0.6,100.0,-5.7,2022-01-17 03:00:00, None,-2.0,3
0.0,-4.3, -4.277, 99.9,0.0,0.0,-0.6,100.0,-5.7,2022-01-17 04:00:00, None,-4.0,3
0.0,-3.2, -3.223, 99.9,0.0,0.0,-0.6,100.0,-5.7,2022-01-17 05:00:00, None,-3.0,3
0.0,-5.0, -4.985, 99.9,0.0,0.0,-0.6,100.0,-5.7,2022-01-17 06:00:00, None,-5.0,3
0.0,-5.7, -5.705, 99.8,0.0,0.0,-4.7,100.0,-5.6,2022-01-17 07:00:00, None,-6.0,3
0.0,-6.6, -6.615, 99.9,0.0,0.0,-4.2,100.0,-6.8,2022-01-17 08:00:00, None,-7.0,3
0.0,-5.9, -5.872, 99.9,0.0,0.0,-4.2,100.0,-6.8,2022-01-17 09:00:00, None,-6.0,3
0.0,-5.1, -5.149, 99.9,0.0,0.0,0.4,100.0,-6.8,2022-01-17 10:00:00, None,-5.0,3
0.0,3.6, 3.579, 74.66,0.0,0.0,3.5,75.0,-6.8,2022-01-17 11:00:00, None,0.0,3
0.0,4.6, 4.563, 69.9,0.0,0.0,4.9,70.0,-6.8,2022-01-17 12:00:00, None,-1.0,3
0.0,0.6, 0.557, 70.08,0.0,0.0,5.1,70.0,-6.8,2022-01-17 13:00:00, None,-4.0,3
0.0,-2.3, -2.331, 98.2,0.0,0.0,5.1,98.0,-6.8,2022-01-17 14:00:00, None,-2.0,3
0.0,-2.3, -2.299, 99.9,0.0,0.0,5.1,100.0,-6.8,2022-01-17 15:00:00, None,-2.0,3
0.0,3.9, 3.927, 77.43,0.0,0.0,5.1,77.0,-6.8,2022-01-17 16:00:00, None,0.0,3
0.0,3.2, 3.162, 77.18,0.0,0.0,5.1,77.0,-6.8,2022-01-17 17:00:00, None,0.0,3
0.0,3.0, 2.963, 77.29,0.0,0.0,5.1,77.0,-6.8,2022-01-17 18:00:00, None,-1.0,3
0.0,2.0, 1.969, 82.0,0.0,0.0,3.0,82.0,1.9,2022-01-17 19:00:00, None,0.0,3
0.0,-1.6, -1.602, 99.9,0.0,0.0,3.0,100.0,-1.8,2022-01-17 20:00:00, None,-2.0,3
0.0,2.0, 2.01, 78.25,0.0,0.0,3.0,78.0,-1.8,2022-01-17 21:00:00, None,-2.0,3
0.0,1.5, 1.547, 82.8,0.0,0.0,3.0,83.0,-1.8,2022-01-17 22:00:00, None,-1.0,3
0.0,1.3, 1.293, 85.7,0.0,0.0,3.0,86.0,-1.8,2022-01-17 23:00:00, None,-1.0,3
0.0,0.7, 0.737, 83.9,0.0,0.0,3.0,84.0,-1.8,2022-01-18 00:00:00, None,-2.0,3
0.0,1.0, 1.007, 78.71,0.0,0.0,3.0,79.0,-1.8,2022-01-18 01:00:00, None,-2.0,3
0.0,0.9, 0.884, 78.69,0.0,0.0,3.0,79.0,-1.8,2022-01-18 02:00:00, None,-2.0,3
0.0,0.2, 0.243, 81.4,0.1,0.0,3.0,81.0,-1.8,2022-01-18 03:00:00, None,-3.0,3
0.0,0.1, 0.05, 77.48,0.0,0.0,3.0,77.0,-1.8,2022-01-18 04:00:00, None,-3.0,3
0.0,-0.2, -0.226, 76.01,0.0,0.0,3.0,76.0,-1.8,2022-01-18 05:00:00, None,-3.0,3
