pcpn_amt_pst24hrs,SWE,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_1,snw_dpth,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,MIN_TEMP,time,SNOW_ON_THE_GROUND,week_of_year
1.0, None,473.0, None,5.1,2.0, None, None, 1.0,5.0, None,2022-09-24 00:00:00, None,39
0.0, None,472.0, None,5.6,2.0, None, None, None,5.0, None,2022-09-24 01:00:00, None,39
0.0, None,472.0, None,5.4,2.0, None, None, 0.0,5.0, None,2022-09-24 02:00:00, None,39
0.0, None,472.0, None,5.4,2.0, None, None, 0.0,5.0, None,2022-09-24 03:00:00, None,39
0.0, None,472.0, None,4.7,2.0, None, None, 0.0,5.0, None,2022-09-24 04:00:00, None,39
0.0, None,472.0, None,4.7,2.0, None, None, 0.0,5.0, None,2022-09-24 05:00:00, None,39
None, None,472.0, None,4.4,1.0, None, None, 0.0,5.0, None,2022-09-24 06:00:00, None,39
0.0, None,472.0, None,4.6,1.0, None, None, 0.0,5.0, None,2022-09-24 07:00:00, None,39
None, None,472.0, None,4.4,2.0, None, None, 0.0,5.0, None,2022-09-24 08:00:00, None,39
1.0, None,473.0, None,6.2,2.0, None, None, 1.0,5.0, None,2022-09-24 09:00:00, None,39
0.0, None,472.0, None,7.6,1.0, None, None, None,5.0, None,2022-09-24 10:00:00, None,39
0.0, None,472.0, None,8.8,1.0, None, None, 0.0,5.0, None,2022-09-24 11:00:00, None,39
0.0, None,472.0, None,11.2,1.0, None, None, 0.0,6.0, None,2022-09-24 12:00:00, None,39
0.0, None,472.0, None,12.7,1.0, None, None, 0.0,7.0, None,2022-09-24 13:00:00, None,39
0.0, None,472.0, None,13.5,1.0, None, None, 0.0,7.0, None,2022-09-24 14:00:00, None,39
0.0, None,472.0, None,14.3,1.0, None, None, 0.0,8.0, None,2022-09-24 15:00:00, None,39
0.0, None,472.0, None,13.7,1.0, None, None, 0.0,8.0, None,2022-09-24 16:00:00, None,39
0.0, None,472.0, None,12.5,1.0, None, None, 0.0,8.0, None,2022-09-24 17:00:00, None,39
0.0, None,472.0, None,10.4,1.0, None, None, 0.0,8.0, None,2022-09-24 18:00:00, None,39
0.0, None,472.0, None,9.7,1.0, None, None, 0.0,7.0, None,2022-09-24 19:00:00, None,39
0.0, None,472.0, None,8.9,1.0, None, None, 0.0,7.0, None,2022-09-24 20:00:00, None,39
0.0, None,472.0, None,9.0,1.0, None, None, 0.0,7.0, None,2022-09-24 21:00:00, None,39
0.0, None,472.0, None,8.7,1.0, None, None, 0.0,7.0, None,2022-09-24 22:00:00, None,39
0.0, None,472.0, None,8.1,1.0, None, None, 0.0,7.0, None,2022-09-24 23:00:00, None,39
None, None,472.0, None,7.6,1.0, None, None, 0.0,6.0, None,2022-09-25 00:00:00, None,39
0.0, None,472.0, None,7.6,1.0, None, None, 0.0,6.0, None,2022-09-25 01:00:00, None,39
0.0, None,472.0, None,7.7,1.0, None, None, 0.0,6.0, None,2022-09-25 02:00:00, None,39
0.0, None,472.0, None,7.2,1.0, None, None, 0.0,6.0, None,2022-09-25 03:00:00, None,39
0.0, None,472.0, None,7.2,1.0, None, None, 0.0,6.0, None,2022-09-25 04:00:00, None,39
0.0, None,472.0, None,7.6,1.0, None, None, 0.0,6.0, None,2022-09-25 05:00:00, None,39
0.0, None,472.0, None,7.8,1.0, None, None, 0.0,6.0, None,2022-09-25 06:00:00, None,39
0.0, None,472.0, None,7.1,1.0, None, None, 0.0,6.0, None,2022-09-25 07:00:00, None,39
0.0, None,472.0, None,7.7,1.0, None, None, 0.0,5.0, None,2022-09-25 08:00:00, None,39
None, None,472.0, None,8.9,1.0, None, None, 0.0,5.0, None,2022-09-25 09:00:00, None,39
0.0, None,472.0, None,10.2,1.0, None, None, 0.0,6.0, None,2022-09-25 10:00:00, None,39
0.0, None,472.0, None,12.4,1.0, None, None, 0.0,6.0, None,2022-09-25 11:00:00, None,39
0.0, None,472.0, None,14.5,1.0, None, None, 0.0,7.0, None,2022-09-25 12:00:00, None,39
0.0, None,472.0, None,15.7,1.0, None, None, 0.0,7.0, None,2022-09-25 13:00:00, None,39
0.0, None,472.0, None,17.8,1.0, None, None, 0.0,8.0, None,2022-09-25 14:00:00, None,39
0.0, None,472.0, None,18.1,0.0, None, None, 0.0,9.0, None,2022-09-25 15:00:00, None,39
0.0, None,472.0, None,17.0,2.0, None, None, 0.0,10.0, None,2022-09-25 16:00:00, None,39
0.0, None,472.0, None,17.4,1.0, None, None, 0.0,10.0, None,2022-09-25 17:00:00, None,39
0.0, None,472.0, None,16.0,2.0, None, None, 0.0,9.0, None,2022-09-25 18:00:00, None,39
0.0, None,472.0, None,13.6,1.0, None, None, 0.0,9.0, None,2022-09-25 19:00:00, None,39
0.0, None,472.0, None,12.9,1.0, None, None, 0.0,8.0, None,2022-09-25 20:00:00, None,39
0.0, None,472.0, None,12.8,1.0, None, None, 0.0,8.0, None,2022-09-25 21:00:00, None,39
0.0, None,472.0, None,13.3,1.0, None, None, 0.0,7.0, None,2022-09-25 22:00:00, None,39
0.0, None,472.0, None,13.1,2.0, None, None, 0.0,7.0, None,2022-09-25 23:00:00, None,39
0.0, None,472.0, None,12.8,1.0, None, None, 0.0,7.0, None,2022-09-26 00:00:00, None,39
0.0, None,472.0, None,12.6,1.0, None, None, 0.0,7.0, None,2022-09-26 01:00:00, None,39
0.0, None,472.0, None,12.2,2.0, None, None, 0.0,7.0, None,2022-09-26 02:00:00, None,39
0.0, None,472.0, None,12.3,1.0, None, None, 0.0,7.0, None,2022-09-26 03:00:00, None,39
0.0, None,472.0, None,11.6,1.0, None, None, 0.0,7.0, None,2022-09-26 04:00:00, None,39
0.0, None,472.0, None,11.5,1.0, None, None, 0.0,7.0, None,2022-09-26 05:00:00, None,39
0.0, None,472.0, None,9.7,2.0, None, None, 0.0,7.0, None,2022-09-26 06:00:00, None,39
0.0, None,472.0, None,10.8,2.0, None, None, 0.0,7.0, None,2022-09-26 07:00:00, None,39
0.0, None,472.0, None,10.6,2.0, None, None, 0.0,7.0, None,2022-09-26 08:00:00, None,39
0.0, None,472.0, None,10.7,1.0, None, None, 0.0,7.0, None,2022-09-26 09:00:00, None,39
0.0, None,472.0, None,13.1,1.0, None, None, 0.0,7.0, None,2022-09-26 10:00:00, None,39
0.0, None,472.0, None,15.0,1.0, None, None, 0.0,7.0, None,2022-09-26 11:00:00, None,39
0.0, None,472.0, None,17.9,0.0, None, None, 0.0,7.0, None,2022-09-26 12:00:00, None,39
0.0, None,472.0, None,19.3,2.0, None, None, 0.0,8.0, None,2022-09-26 13:00:00, None,39
0.0, None,472.0, None,20.4,2.0, None, None, 0.0,9.0, None,2022-09-26 14:00:00, None,39
0.0, None,472.0, None,21.1,1.0, None, None, 0.0,11.0, None,2022-09-26 15:00:00, None,39
0.0, None,472.0, None,20.4,2.0, None, None, 0.0,11.0, None,2022-09-26 16:00:00, None,39
0.0, None,472.0, None,20.0,1.0, None, None, 0.0,11.0, None,2022-09-26 17:00:00, None,39
0.0, None,472.0, None,18.1,2.0, None, None, 0.0,11.0, None,2022-09-26 18:00:00, None,39
0.0, None,472.0, None,15.5,1.0, None, None, 0.0,10.0, None,2022-09-26 19:00:00, None,39
0.0, None,472.0, None,14.5,1.0, None, None, 0.0,9.0, None,2022-09-26 21:00:00, None,39
0.0, None,472.0, None,14.4,1.0, None, None, 0.0,8.0, None,2022-09-26 22:00:00, None,39
0.0, None,472.0, None,14.8,1.0, None, None, 0.0,8.0, None,2022-09-26 23:00:00, None,39
0.0, None,472.0, None,14.4,1.0, None, None, 0.0,8.0, None,2022-09-27 00:00:00, None,39
0.0, None,472.0, None,14.7,1.0, None, None, 0.0,8.0, None,2022-09-27 01:00:00, None,39
0.0, None,472.0, None,14.1,1.0, None, None, 0.0,7.0, None,2022-09-27 02:00:00, None,39
0.0, None,472.0, None,13.6,1.0, None, None, 0.0,7.0, None,2022-09-27 03:00:00, None,39
0.0, None,472.0, None,13.8,1.0, None, None, 0.0,7.0, None,2022-09-27 04:00:00, None,39
0.0, None,472.0, None,13.7,1.0, None, None, 0.0,7.0, None,2022-09-27 05:00:00, None,39
0.0, None,472.0, None,13.6,1.0, None, None, 0.0,7.0, None,2022-09-27 06:00:00, None,39
0.0, None,472.0, None,14.4,1.0, None, None, 0.0,7.0, None,2022-09-27 07:00:00, None,39
0.0, None,472.0, None,14.5,1.0, None, None, 0.0,7.0, None,2022-09-27 08:00:00, None,39
0.0, None,472.0, None,15.8,0.0, None, None, 0.0,7.0, None,2022-09-27 09:00:00, None,39
0.0, None,472.0, None,17.4,1.0, None, None, 0.0,7.0, None,2022-09-27 10:00:00, None,39
0.0, None,472.0, None,19.5,1.0, None, None, 0.0,8.0, None,2022-09-27 11:00:00, None,39
0.0, None,472.0, None,20.9,1.0, None, None, 0.0,9.0, None,2022-09-27 12:00:00, None,39
0.0, None,472.0, None,21.9,1.0, None, None, 0.0,9.0, None,2022-09-27 13:00:00, None,39
0.0, None,472.0, None,22.0,1.0, None, None, 0.0,11.0, None,2022-09-27 14:00:00, None,39
0.0, None,472.0, None,23.0,0.0, None, None, 0.0,12.0, None,2022-09-27 15:00:00, None,39
0.0, None,472.0, None,21.8,2.0, None, None, 0.0,12.0, None,2022-09-27 16:00:00, None,39
0.0, None,472.0, None,21.0,1.0, None, None, 0.0,12.0, None,2022-09-27 17:00:00, None,39
0.0, None,472.0, None,20.0,1.0, None, None, 0.0,12.0, None,2022-09-27 18:00:00, None,39
0.0, None,472.0, None,18.0,1.0, None, None, 0.0,11.0, None,2022-09-27 19:00:00, None,39
0.0, None,472.0, None,17.6,1.0, None, None, 0.0,10.0, None,2022-09-27 20:00:00, None,39
0.0, None,472.0, None,17.4,1.0, None, None, 0.0,10.0, None,2022-09-27 21:00:00, None,39
0.0, None,472.0, None,17.6,1.0, None, None, 0.0,10.0, None,2022-09-27 22:00:00, None,39
0.0, None,472.0, None,17.6,1.0, None, None, 0.0,10.0, None,2022-09-27 23:00:00, None,39
0.0, None,472.0, None,17.2,1.0, None, None, 0.0,9.0, None,2022-09-28 00:00:00, None,39
0.0, None,472.0, None,16.5,1.0, None, None, 0.0,9.0, None,2022-09-28 01:00:00, None,39
0.0, None,472.0, None,15.5,1.0, None, None, 0.0,9.0, None,2022-09-28 02:00:00, None,39
0.0, None,472.0, None,15.9,1.0, None, None, 0.0,9.0, None,2022-09-28 03:00:00, None,39
0.0, None,472.0, None,15.9,1.0, None, None, 0.0,8.0, None,2022-09-28 04:00:00, None,39
0.0, None,472.0, None,16.4,1.0, None, None, 0.0,8.0, None,2022-09-28 05:00:00, None,39
0.0, None,472.0, None,16.4,1.0, None, None, 0.0,8.0, None,2022-09-28 06:00:00, None,39
