pcpn_amt_pst24hrs,SWE,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_1,snw_dpth,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,MIN_TEMP,time,SNOW_ON_THE_GROUND,week_of_year
5.0, None, 112.0, None,6.5,22.0, None, None, None,-8.0, None,2022-09-24 00:00:00, None,39
6.0, None, 113.0, None,7.4,22.0, None, None, 1.0,-8.0, None,2022-09-24 01:00:00, None,39
6.0, None, 113.0, None,7.7,22.0, None, None, 0.0,-8.0, None,2022-09-24 02:00:00, None,39
6.0, None, 113.0, None,7.4,21.0, None, None, 0.0,-8.0, None,2022-09-24 03:00:00, None,39
6.0, None, 113.0, None,7.2,21.0, None, None, 0.0,-8.0, None,2022-09-24 04:00:00, None,39
6.0, None, 113.0, None,7.2,605.0, None, None, 0.0,-8.0, None,2022-09-24 05:00:00, None,39
7.0, None, 113.0, None,7.3,-8.0, None, None, 0.0,-8.0, None,2022-09-24 06:00:00, None,39
6.0, None, 113.0, None,7.1,-7.0, None, None, 0.0,-8.0, None,2022-09-24 07:00:00, None,39
5.0, None, 112.0, None,7.2,-7.0, None, None, None,-8.0, None,2022-09-24 08:00:00, None,39
6.0, None, 113.0, None,7.6,-6.0, None, None, 1.0,-8.0, None,2022-09-24 09:00:00, None,39
5.0, None, 113.0, None,9.0,22.0, None, None, 0.0,-8.0, None,2022-09-24 10:00:00, None,39
6.0, None, 113.0, None,11.1,22.0, None, None, 0.0,-8.0, None,2022-09-24 11:00:00, None,39
5.0, None, 113.0, None,11.2,23.0, None, None, 0.0,-8.0, None,2022-09-24 12:00:00, None,39
4.0, None, 112.0, None,13.1,22.0, None, None, None,-8.0, None,2022-09-24 13:00:00, None,39
3.0, None, 112.0, None,13.7,21.0, None, None, 0.0,-8.0, None,2022-09-24 14:00:00, None,39
4.0, None, 113.0, None,14.0,22.0, None, None, 1.0,-8.0, None,2022-09-24 15:00:00, None,39
3.0, None, 113.0, None,15.1,19.0, None, None, 0.0,-8.0, None,2022-09-24 16:00:00, None,39
2.0, None, 113.0, None,14.7,21.0, None, None, 0.0,-8.0, None,2022-09-24 17:00:00, None,39
1.0, None, 113.0, None,12.1,23.0, None, None, 0.0,-8.0, None,2022-09-24 18:00:00, None,39
0.0, None, 112.0, None,11.1,23.0, None, None, None,-8.0, None,2022-09-24 19:00:00, None,39
0.0, None, 112.0, None,12.3,-9.0, None, None, 0.0,-8.0, None,2022-09-24 20:00:00, None,39
None, None, 112.0, None,11.9,-8.0, None, None, 0.0,-8.0, None,2022-09-24 21:00:00, None,39
None, None, 112.0, None,11.6,-4.0, None, None, 0.0,-8.0, None,2022-09-24 22:00:00, None,39
None, None, 112.0, None,11.8,-8.0, None, None, 0.0,-8.0, None,2022-09-24 23:00:00, None,39
1.0, None, 113.0, None,12.4,-6.0, None, None, 1.0,-9.0, None,2022-09-25 00:00:00, None,39
None, None, 112.0, None,12.4,-6.0, None, None, None,-9.0, None,2022-09-25 01:00:00, None,39
0.0, None, 113.0, None,13.5,-7.0, None, None, 1.0,-9.0, None,2022-09-25 02:00:00, None,39
0.0, None, 113.0, None,12.5,-8.0, None, None, 0.0,-9.0, None,2022-09-25 03:00:00, None,39
None, None, 112.0, None,13.5,-8.0, None, None, None,-9.0, None,2022-09-25 04:00:00, None,39
None, None, 112.0, None,11.9,-7.0, None, None, 0.0,-9.0, None,2022-09-25 05:00:00, None,39
None, None, 112.0, None,11.8,22.0, None, None, 0.0,-9.0, None,2022-09-25 06:00:00, None,39
0.0, None, 113.0, None,11.6,22.0, None, None, 1.0,-9.0, None,2022-09-25 07:00:00, None,39
0.0, None, 112.0, None,12.3,20.0, None, None, None,-9.0, None,2022-09-25 08:00:00, None,39
0.0, None, 113.0, None,14.8,22.0, None, None, 1.0,-9.0, None,2022-09-25 09:00:00, None,39
0.0, None, 113.0, None,16.6,21.0, None, None, 0.0,-9.0, None,2022-09-25 10:00:00, None,39
None, None, 112.0, None,16.9,22.0, None, None, None,-9.0, None,2022-09-25 11:00:00, None,39
None, None, 112.0, None,17.9,21.0, None, None, 0.0,-9.0, None,2022-09-25 12:00:00, None,39
0.0, None, 112.0, None,18.6,20.0, None, None, 0.0,-9.0, None,2022-09-25 13:00:00, None,39
0.0, None, 112.0, None,19.6,21.0, None, None, 0.0,-8.0, None,2022-09-25 14:00:00, None,39
None, None, 112.0, None,19.7,21.0, None, None, 0.0,-8.0, None,2022-09-25 15:00:00, None,39
None, None, 112.0, None,19.6,20.0, None, None, 0.0,-8.0, None,2022-09-25 16:00:00, None,39
None, None, 112.0, None,19.0,20.0, None, None, 0.0,-8.0, None,2022-09-25 17:00:00, None,39
None, None, 112.0, None,16.6,22.0, None, None, 0.0,-7.0, None,2022-09-25 18:00:00, None,39
0.0, None, 112.0, None,16.9,21.0, None, None, 0.0,-8.0, None,2022-09-25 19:00:00, None,39
0.0, None, 112.0, None,16.2,21.0, None, None, 0.0,-8.0, None,2022-09-25 20:00:00, None,39
0.0, None, 112.0, None,16.3,21.0, None, None, 0.0,-8.0, None,2022-09-25 21:00:00, None,39
0.0, None, 112.0, None,16.5,22.0, None, None, 0.0,-9.0, None,2022-09-25 22:00:00, None,39
0.0, None, 112.0, None,16.1,22.0, None, None, 0.0,-9.0, None,2022-09-25 23:00:00, None,39
None, None, 112.0, None,15.8,17.0, None, None, 0.0,-9.0, None,2022-09-26 00:00:00, None,39
None, None, 111.0, None,15.1,22.0, None, None, None,-9.0, None,2022-09-26 01:00:00, None,39
None, None, 112.0, None,15.0,22.0, None, None, 1.0,-9.0, None,2022-09-26 02:00:00, None,39
None, None, 112.0, None,15.3,-8.0, None, None, 0.0,-9.0, None,2022-09-26 03:00:00, None,39
0.0, None, 112.0, None,16.1,-7.0, None, None, 0.0,-9.0, None,2022-09-26 04:00:00, None,39
0.0, None, 112.0, None,16.0,-8.0, None, None, 0.0,-9.0, None,2022-09-26 05:00:00, None,39
0.0, None, 112.0, None,16.2,-8.0, None, None, 0.0,-9.0, None,2022-09-26 06:00:00, None,39
None, None, 112.0, None,15.9,-8.0, None, None, 0.0,-9.0, None,2022-09-26 07:00:00, None,39
0.0, None, 112.0, None,16.4,21.0, None, None, 0.0,-10.0, None,2022-09-26 08:00:00, None,39
None, None, 112.0, None,18.6,22.0, None, None, 0.0,-9.0, None,2022-09-26 09:00:00, None,39
None, None, 112.0, None,19.5,20.0, None, None, 0.0,-9.0, None,2022-09-26 10:00:00, None,39
0.0, None, 112.0, None,20.5,21.0, None, None, 0.0,-9.0, None,2022-09-26 11:00:00, None,39
0.0, None, 112.0, None,21.6,21.0, None, None, 0.0,-9.0, None,2022-09-26 12:00:00, None,39
0.0, None, 112.0, None,21.6,20.0, None, None, 0.0,-9.0, None,2022-09-26 13:00:00, None,39
0.0, None, 112.0, None,22.4,19.0, None, None, 0.0,-8.0, None,2022-09-26 14:00:00, None,39
0.0, None, 112.0, None,22.4,19.0, None, None, 0.0,-8.0, None,2022-09-26 15:00:00, None,39
None, None, 111.0, None,21.5,20.0, None, None, None,-8.0, None,2022-09-26 16:00:00, None,39
0.0, None, 112.0, None,21.2,21.0, None, None, 1.0,-7.0, None,2022-09-26 17:00:00, None,39
0.0, None, 112.0, None,19.3,21.0, None, None, 0.0,-7.0, None,2022-09-26 18:00:00, None,39
None, None, 111.0, None,17.8,20.0, None, None, None,-8.0, None,2022-09-26 19:00:00, None,39
0.0, None, 112.0, None,16.5,20.0, None, None, 0.0,-8.0, None,2022-09-26 21:00:00, None,39
None, None, 111.0, None,16.2,22.0, None, None, None,-9.0, None,2022-09-26 22:00:00, None,39
None, None, 111.0, None,16.4,21.0, None, None, 0.0,-9.0, None,2022-09-26 23:00:00, None,39
0.0, None, 112.0, None,16.6,21.0, None, None, 1.0,-9.0, None,2022-09-27 00:00:00, None,39
