CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, -1.324, None, None, None, None, None,21.88, None,10.88,184.4, None, None, None, None, None, None, None, None, None, None, None, None,2017-11-26 00:00:00, None, None, 70.8,48
None, -0.512, None, None, None, None, None,19.93, None,12.25,183.5, None, None, None, None, None, None, None, None, None, None, None, None,2017-11-26 01:00:00, None, None, 70.4,48
None, -0.235, None, None, None, None, None,21.47, None,13.1,190.0, None, None, None, None, None, None, None, None, None, None, None, None,2017-11-26 02:00:00, None, None, 70.3,48
None, -0.244, None, None, None, None, None,22.35, None,13.3,184.2, None, None, None, None, None, None, None, None, None, None, None, None,2017-11-26 03:00:00, None, None, 70.5,48
None, -0.282, None, None, None, None, None,21.38, None,14.55,182.5, None, None, None, None, None, None, None, None, None, None, None, None,2017-11-26 04:00:00, None, None, 70.7,48
None, -0.206, None, None, None, None, None,21.9, None,16.32,194.2, None, None, None, None, None, None, None, None, None, None, None, None,2017-11-26 05:00:00, None, None, 70.7,48
None, 0.023, None, None, None, None, None,20.01, None,17.6,196.9, None, None, None, None, None, None, None, None, None, None, None, None,2017-11-26 06:00:00, None, None, 70.6,48
None, 0.367, None, None, None, None, None,20.8, None,18.02,200.4, None, None, None, None, None, None, None, None, None, None, None, None,2017-11-26 07:00:00, None, None, 70.5,48
None, 0.824, None, None, None, None, None,21.99, None,18.68,195.3, None, None, None, None, None, None, None, None, None, None, None, None,2017-11-26 08:00:00, None, None, 70.1,48
None, 1.521, None, None, None, None, None,22.74, None,18.24,196.4, None, None, None, None, None, None, None, None, None, None, None, None,2017-11-26 09:00:00, None, None, 70.2,48
None, 1.446, None, None, None, None, None,22.5, None,16.54,189.5, None, None, None, None, None, None, None, None, None, None, None, None,2017-11-26 10:00:00, None, None, 70.4,48
None, 1.246, None, None, None, None, None,23.19, None,18.73,196.7, None, None, None, None, None, None, None, None, None, None, None, None,2017-11-26 11:00:00, None, None, 70.3,48
None, 1.198, None, None, None, None, None,20.86, None,22.82,206.0, None, None, None, None, None, None, None, None, None, None, None, None,2017-11-26 12:00:00, None, None, 70.8,48
None, 0.73, None, None, None, None, None,23.48, None,16.78,195.5, None, None, None, None, None, None, None, None, None, None, None, None,2017-11-26 13:00:00, None, None, 70.0,48
None, 0.444, None, None, None, None, None,26.17, None,15.23,191.8, None, None, None, None, None, None, None, None, None, None, None, None,2017-11-26 14:00:00, None, None, 70.9,48
None, -0.253, None, None, None, None, None,22.44, None,16.15,204.5, None, None, None, None, None, None, None, None, None, None, None, None,2017-11-26 15:00:00, None, None, 69.14,48
None, -0.406, None, None, None, None, None,20.94, None,16.13,210.4, None, None, None, None, None, None, None, None, None, None, None, None,2017-11-26 16:00:00, None, None, 71.3,48
None, -1.036, None, None, None, None, None,20.18, None,15.77,207.5, None, None, None, None, None, None, None, None, None, None, None, None,2017-11-26 17:00:00, None, None, 74.1,48
None, -1.246, None, None, None, None, None,23.69, None,14.8,222.1, None, None, None, None, None, None, None, None, None, None, None, None,2017-11-26 18:00:00, None, None, 77.4,48
None, -1.027, None, None, None, None, None,27.12, None,10.26,233.2, None, None, None, None, None, None, None, None, None, None, None, None,2017-11-26 19:00:00, None, None, 78.4,48
None, -1.447, None, None, None, None, None,30.83, None,10.5,240.2, None, None, None, None, None, None, None, None, None, None, None, None,2017-11-26 20:00:00, None, None, 77.1,48
None, -1.638, None, None, None, None, None,35.62, None,9.39,245.4, None, None, None, None, None, None, None, None, None, None, None, None,2017-11-26 21:00:00, None, None, 78.3,48
None, -2.883, None, None, None, None, None,46.54, None,6.117,293.5, None, None, None, None, None, None, None, None, None, None, None, None,2017-11-26 22:00:00, None, None, 79.1,48
None, -4.472, None, None, None, None, None,24.86, None,13.33,315.2, None, None, None, None, None, None, None, None, None, None, None, None,2017-11-26 23:00:00, None, None, 81.5,48
None, -5.012, None, None, None, None, None,23.36, None,8.6,323.8, None, None, None, None, None, None, None, None, None, None, None, None,2017-11-27 00:00:00, None, None, 79.7,48
None, -5.178, None, None, None, None, None,33.19, None,1.527,316.7, None, None, None, None, None, None, None, None, None, None, None, None,2017-11-27 01:00:00, None, None, 78.4,48
None, -6.43, None, None, None, None, None,34.97, None,5.558,260.5, None, None, None, None, None, None, None, None, None, None, None, None,2017-11-27 02:00:00, None, None, 80.9,48
None, -6.363, None, None, None, None, None,24.73, None,1.841,300.6, None, None, None, None, None, None, None, None, None, None, None, None,2017-11-27 03:00:00, None, None, 81.4,48
None, -7.15, None, None, None, None, None,23.11, None,10.48,313.5, None, None, None, None, None, None, None, None, None, None, None, None,2017-11-27 04:00:00, None, None, 78.3,48
None, -7.79, None, None, None, None, None,23.88, None,10.3,310.8, None, None, None, None, None, None, None, None, None, None, None, None,2017-11-27 05:00:00, None, None, 80.7,48
None, -8.17, None, None, None, None, None,25.22, None,7.69,304.9, None, None, None, None, None, None, None, None, None, None, None, None,2017-11-27 06:00:00, None, None, 80.7,48
None, -8.34, None, None, None, None, None,21.04, None,9.19,312.0, None, None, None, None, None, None, None, None, None, None, None, None,2017-11-27 07:00:00, None, None, 80.4,48
None, -7.86, None, None, None, None, None,25.33, None,1.153,306.7, None, None, None, None, None, None, None, None, None, None, None, None,2017-11-27 08:00:00, None, None, 80.5,48
None, -7.69, None, None, None, None, None,27.45, None,0.006,313.3, None, None, None, None, None, None, None, None, None, None, None, None,2017-11-27 09:00:00, None, None, 80.3,48
None, -7.67, None, None, None, None, None,36.16, None,0.0,292.3, None, None, None, None, None, None, None, None, None, None, None, None,2017-11-27 10:00:00, None, None, 80.2,48
None, -6.448, None, None, None, None, None,35.77, None,0.0,305.9, None, None, None, None, None, None, None, None, None, None, None, None,2017-11-27 11:00:00, None, None, 79.9,48
None, -5.334, None, None, None, None, None,42.16, None,0.0,295.6, None, None, None, None, None, None, None, None, None, None, None, None,2017-11-27 12:00:00, None, None, 79.7,48
None, -5.254, None, None, None, None, None,36.53, None,0.0,303.1, None, None, None, None, None, None, None, None, None, None, None, None,2017-11-27 13:00:00, None, None, 79.7,48
None, -5.966, None, None, None, None, None,31.45, None,0.0,306.3, None, None, None, None, None, None, None, None, None, None, None, None,2017-11-27 14:00:00, None, None, 79.5,48
None, -6.745, None, None, None, None, None,27.82, None,0.0,308.9, None, None, None, None, None, None, None, None, None, None, None, None,2017-11-27 15:00:00, None, None, 78.7,48
None, -7.27, None, None, None, None, None,26.95, None,0.0,307.5, None, None, None, None, None, None, None, None, None, None, None, None,2017-11-27 16:00:00, None, None, 78.2,48
None, -7.28, None, None, None, None, None,35.27, None,0.0,285.2, None, None, None, None, None, None, None, None, None, None, None, None,2017-11-27 17:00:00, None, None, 79.2,48
None, -7.47, None, None, None, None, None,24.08, None,0.001,296.4, None, None, None, None, None, None, None, None, None, None, None, None,2017-11-27 18:00:00, None, None, 79.2,48
None, -7.62, None, None, None, None, None,27.71, None,0.001,293.4, None, None, None, None, None, None, None, None, None, None, None, None,2017-11-27 19:00:00, None, None, 78.8,48
None, -8.05, None, None, None, None, None,19.16, None,0.001,292.4, None, None, None, None, None, None, None, None, None, None, None, None,2017-11-27 20:00:00, None, None, 79.0,48
None, -8.08, None, None, None, None, None,33.17, None,0.0,258.3, None, None, None, None, None, None, None, None, None, None, None, None,2017-11-27 21:00:00, None, None, 79.0,48
