wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,snwfl_amt_pst1hr,snw_dpth,stn_pres
349.0, None, None,0.0, None,7.3, None,-3.3, None, None, None,96.0,2022-01-22 00:00:00,4,,,,,,,,,,,,,,,,
356.0, 96.0, 7.3,0.0, -3.8,5.4, -3.3,-3.7, 349.0, 0.0, 11.2,95.0,2022-01-22 01:00:00,4,,,,,,,,,,,,,,,,
1.0, 95.0, 5.4,0.0, -4.4,5.9, -3.7,-4.3, 356.0, 0.0, 11.2,95.0,2022-01-22 02:00:00,4,,,,,,,,,,,,,,,,
356.0, 95.0, 5.9,0.0, -5.0,3.8, -4.3,-4.8, 1.0, 0.0, 11.2,94.0,2022-01-22 03:00:00,4,,,,,,,,,,,,,,,,
18.0, 94.0, 3.8,0.0, -5.6,3.7, -4.8,-5.2, 356.0, 0.0, 11.2,94.0,2022-01-22 04:00:00,4,,,,,,,,,,,,,,,,
13.0, 94.0, 3.7,0.0, -6.0,4.7, -5.2,-5.5, 18.0, 0.0, 11.2,94.0,2022-01-22 05:00:00,4,,,,,,,,,,,,,,,,
22.0, 94.0, 4.7,0.0, -6.3,4.0, -5.5,-5.3, 13.0, 0.0, 11.2,93.0,2022-01-22 06:00:00,4,,,,,,,,,,,,,,,,
352.0, 93.0, 4.0,0.0, -6.3,4.0, -5.3,-5.8, 22.0, 0.0, 11.2,93.0,2022-01-22 07:00:00,4,,,,,,,,,,,,,,,,
341.0, 93.0, 4.0,0.0, -6.7,2.8, -5.8,-5.6, 352.0, 0.0, 11.2,93.0,2022-01-22 08:00:00,4,,,,,,,,,,,,,,,,
200.0, None, None,0.0, None,2.2, None,-2.3, None, None, None,93.0,2022-01-22 09:00:00,4,,,,,,,,,,,,,,,,
