WDIR_VECT,TEMP_MEAN,WSPD_SCLR,HUMIDITY,time,week_of_year
39.3,7.7, None,91.6,2018-09-17 00:00:00,38
147.3,7.7, None,92.3,2018-09-17 01:00:00,38
313.1,7.8, None,92.2,2018-09-17 02:00:00,38
308.2,7.8, None,89.8,2018-09-17 03:00:00,38
333.2,7.1, None,87.8,2018-09-17 04:00:00,38
329.3,6.6, None,87.5,2018-09-17 05:00:00,38
328.9,6.1, None,89.4,2018-09-17 06:00:00,38
334.2,5.9, None,88.7,2018-09-17 07:00:00,38
338.5,5.9, None,85.6,2018-09-17 08:00:00,38
334.5,5.7, None,87.7,2018-09-17 09:00:00,38
334.9,5.2, None,90.8,2018-09-17 10:00:00,38
331.2,5.0, None,85.5,2018-09-17 11:00:00,38
334.5,5.4, None,83.4,2018-09-17 12:00:00,38
339.3,6.6, None,77.1,2018-09-17 13:00:00,38
325.8,8.0, None,73.9,2018-09-17 14:00:00,38
314.9,10.0, None,67.9,2018-09-17 15:00:00,38
320.9,11.1, None,64.7,2018-09-17 16:00:00,38
303.1,11.3, None,62.9,2018-09-17 17:00:00,38
312.4,10.6, None,64.5,2018-09-17 18:00:00,38
326.7,8.6, None,71.6,2018-09-17 19:00:00,38
336.2,7.4, None,77.5,2018-09-17 20:00:00,38
330.8,6.4, None,80.4,2018-09-17 21:00:00,38
343.6,4.9, None,87.3,2018-09-17 22:00:00,38
113.9,3.7, None,91.5,2018-09-17 23:00:00,38
41.7,2.8, None,94.4,2018-09-18 00:00:00,38
123.3,2.0, None,95.1,2018-09-18 01:00:00,38
234.4,1.4, None,95.6,2018-09-18 02:00:00,38
6.4,1.4, None,95.5,2018-09-18 03:00:00,38
99.1,0.4, None,96.9,2018-09-18 04:00:00,38
339.0,0.4, None,97.5,2018-09-18 05:00:00,38
144.3,0.9, None,97.0,2018-09-18 06:00:00,38
79.9,0.9, None,96.8,2018-09-18 07:00:00,38
310.1,1.6, None,95.7,2018-09-18 08:00:00,38
299.4,3.0, None,91.8,2018-09-18 09:00:00,38
325.9,5.6, None,81.4,2018-09-18 10:00:00,38
348.6,7.5, None,67.0,2018-09-18 11:00:00,38
313.8,8.8, None,56.2,2018-09-18 12:00:00,38
339.1,9.0, None,50.3,2018-09-18 13:00:00,38
333.0,9.9, None,43.2,2018-09-18 14:00:00,38
333.3,11.2, None,33.4,2018-09-18 15:00:00,38
334.9,11.5, None,32.5,2018-09-18 16:00:00,38
327.8,11.4, None,31.7,2018-09-18 17:00:00,38
321.0,10.9, None,33.0,2018-09-18 18:00:00,38
329.7,8.7, None,44.0,2018-09-18 19:00:00,38
61.3,5.1, None,67.8,2018-09-18 20:00:00,38
99.4,2.4, None,81.0,2018-09-18 21:00:00,38
139.5,1.0, None,86.0,2018-09-18 22:00:00,38
58.7,-0.4, None,92.0,2018-09-18 23:00:00,38
129.6,-1.4, None,92.9,2018-09-19 00:00:00,38
97.7,-1.9, None,93.7,2018-09-19 01:00:00,38
183.0,-2.4, None,93.8,2018-09-19 02:00:00,38
118.2,-2.9, None,94.0,2018-09-19 03:00:00,38
76.0,-3.3, None,94.1,2018-09-19 04:00:00,38
142.3,-3.7, None,93.6,2018-09-19 05:00:00,38
95.3,-4.2, None,93.8,2018-09-19 06:00:00,38
212.8,-4.6, None,93.3,2018-09-19 07:00:00,38
152.5,-3.6, None,91.3,2018-09-19 08:00:00,38
180.7,-0.2, None,83.8,2018-09-19 09:00:00,38
171.0,2.4, None,78.1,2018-09-19 10:00:00,38
179.8,5.6, None,63.4,2018-09-19 11:00:00,38
187.6,8.2, None,52.8,2018-09-19 12:00:00,38
177.9,10.5, None,47.6,2018-09-19 13:00:00,38
184.7,12.5, None,41.1,2018-09-19 14:00:00,38
191.0,14.3, None,33.3,2018-09-19 15:00:00,38
191.1,15.0, None,31.2,2018-09-19 16:00:00,38
185.8,15.2, None,31.6,2018-09-19 17:00:00,38
130.4,14.4, None,37.0,2018-09-19 18:00:00,38
17.0,12.3, None,50.8,2018-09-19 19:00:00,38
338.3,10.1, None,59.4,2018-09-19 20:00:00,38
341.1,9.4, None,57.5,2018-09-19 21:00:00,38
327.4,7.6, None,68.9,2018-09-19 22:00:00,38
123.4,6.5, None,77.5,2018-09-19 23:00:00,38
56.3,5.8, None,82.2,2018-09-20 00:00:00,38
69.5,5.3, None,85.6,2018-09-20 01:00:00,38
256.5,4.6, None,87.7,2018-09-20 02:00:00,38
172.9,4.4, None,88.5,2018-09-20 03:00:00,38
156.9,4.8, None,89.9,2018-09-20 04:00:00,38
181.6,5.4, None,91.1,2018-09-20 05:00:00,38
311.1,5.1, None,95.0,2018-09-20 06:00:00,38
321.5,4.7, None,95.7,2018-09-20 07:00:00,38
106.5,4.9, None,95.4,2018-09-20 08:00:00,38
150.1,5.3, None,95.8,2018-09-20 09:00:00,38
187.6,5.6, None,94.8,2018-09-20 10:00:00,38
181.7,5.8, None,94.2,2018-09-20 11:00:00,38
172.7,6.3, None,90.7,2018-09-20 12:00:00,38
154.9,7.1, None,86.2,2018-09-20 13:00:00,38
123.9,7.7, None,82.0,2018-09-20 14:00:00,38
130.3,8.3, None,79.2,2018-09-20 15:00:00,38
159.5,8.5, None,81.1,2018-09-20 16:00:00,38
160.2,8.8, None,78.8,2018-09-20 17:00:00,38
147.7,8.7, None,81.8,2018-09-20 18:00:00,38
148.0,8.1, None,86.3,2018-09-20 19:00:00,38
181.3,7.8, None,90.1,2018-09-20 20:00:00,38
134.9,7.6, None,92.2,2018-09-20 21:00:00,38
147.4,7.5, None,89.4,2018-09-20 22:00:00,38
129.2,7.3, None,86.8,2018-09-20 23:00:00,38
167.3,6.8, None,88.0,2018-09-21 00:00:00,38
330.2,6.3, None,92.1,2018-09-21 01:00:00,38
349.7,6.2, None,90.2,2018-09-21 02:00:00,38
0.8,5.6, None,88.2,2018-09-21 03:00:00,38
357.5,5.3, None,89.3,2018-09-21 04:00:00,38
355.4,5.2, None,88.4,2018-09-21 05:00:00,38
358.4,5.1, None,88.8,2018-09-21 06:00:00,38
332.5,4.9, None,89.6,2018-09-21 07:00:00,38
310.7,4.7, None,90.9,2018-09-21 08:00:00,38
348.5,4.8, None,89.3,2018-09-21 09:00:00,38
309.5,5.2, None,87.2,2018-09-21 10:00:00,38
313.3,5.6, None,84.0,2018-09-21 11:00:00,38
305.9,6.1, None,81.1,2018-09-21 12:00:00,38
298.6,7.0, None,78.1,2018-09-21 13:00:00,38
290.7,8.4, None,74.5,2018-09-21 14:00:00,38
208.3,9.0, None,74.5,2018-09-21 15:00:00,38
179.3,9.3, None,75.9,2018-09-21 16:00:00,38
176.6,9.1, None,79.9,2018-09-21 17:00:00,38
166.8,8.4, None,87.8,2018-09-21 18:00:00,38
214.6,7.9, None,93.3,2018-09-21 19:00:00,38
352.1,7.5, None,95.6,2018-09-21 20:00:00,38
98.8,7.4, None,95.1,2018-09-21 21:00:00,38
113.3,7.2, None,93.6,2018-09-21 22:00:00,38
338.9,5.8, None,94.8,2018-09-21 23:00:00,38
351.2,4.7, None,94.8,2018-09-22 00:00:00,38
359.0,4.3, None,94.5,2018-09-22 01:00:00,38
2.0,4.0, None,94.6,2018-09-22 02:00:00,38
356.6,3.9, None,94.8,2018-09-22 03:00:00,38
348.2,3.8, None,95.2,2018-09-22 04:00:00,38
348.0,3.7, None,94.7,2018-09-22 05:00:00,38
352.1,3.6, None,94.0,2018-09-22 06:00:00,38
334.5,3.4, None,95.4,2018-09-22 07:00:00,38
319.3,3.4, None,95.8,2018-09-22 08:00:00,38
324.8,3.9, None,93.6,2018-09-22 09:00:00,38
336.4,4.1, None,91.0,2018-09-22 10:00:00,38
