wind_speed,mean_sea_level,dew_point,wind_direction,relative_humidity,air_temperature,time,air_temperature_yesterday_low,total_precipitation,wind_gust_speed,air_temperature_yesterday_high,tendency_amount,week_of_year
5.0, 101.2, 1.1, 270.0, 94.0, 1.9,2023-01-08 00:00:00, None, None, None, None, -0.1,2
2.0, 101.2, 1.1, 135.0, 94.0, 2.0,2023-01-08 01:00:00, None, None, None, None, -0.11,2
1.0, 101.1, 1.2, 270.0, 96.0, 1.7,2023-01-08 02:00:00, None, None, None, None, -0.17,2
5.0, 101.1, 1.3, 292.5, 96.0, 1.8,2023-01-08 03:00:00, None, None, None, None, -0.13,2
3.0, 101.0, 0.9, 225.0, 95.0, 1.5,2023-01-08 04:00:00, None, None, None, None, -0.16,2
2.0, 100.9, 0.9, 247.5, 96.0, 1.5,2023-01-08 05:00:00, None, None, None, None, -0.18,2
2.0, 100.9, 1.1, 135.0, 97.0, 1.5,2023-01-08 06:00:00, None, None, None, None, -0.18,2
3.0, 100.9, 1.1, 180.0, 98.0, 1.5,2023-01-08 07:00:00, None, None, None, None, -0.15,2
1.0, 100.8, 0.8, 247.5, 97.0, 1.3,2023-01-08 08:00:00, None, None, None, None, -0.11,2
4.0, 100.8, 1.0, 202.5, 97.0, 1.5,2023-01-08 09:00:00, None, None, None, None, -0.08,2
4.0, 100.8, 1.0, 202.5, 97.0, 1.5,2023-01-08 10:00:00, None, None, None, None, -0.08,2
3.0, 100.7, 1.2, 112.5, 97.0, 1.6,2023-01-08 12:00:00, None, None, None, None, -0.1,2
6.0, 100.7, 1.2, 90.0, 97.0, 1.6,2023-01-08 13:00:00, None, None, None, None, -0.09,2
5.0, 100.7, 1.2, 247.5, 98.0, 1.5,2023-01-08 14:00:00, None, None, None, None, -0.06,2
5.0, 100.7, 1.4, 270.0, 97.0, 1.8,2023-01-08 15:00:00, None, None, None, None, 0.02,2
7.0, 100.7, 1.4, 292.5, 96.0, 1.9,2023-01-08 16:00:00, None, None, None, None, 0.04,2
8.0, 100.8, 1.4, 292.5, 94.0, 2.2,2023-01-08 17:00:00, None, None, None, None, 0.1,2
11.0, 100.8, 1.4, 270.0, 92.0, 2.6,2023-01-08 18:00:00, None, None, None, None, 0.1,2
2.0, 100.9, 1.4, 315.0, 88.0, 3.1,2023-01-08 19:00:00, None, None, None, None, 0.13,2
9.0, 101.0, 1.1, 292.5, 84.0, 3.7,2023-01-08 20:00:00, None, None, None, None, 0.17,2
8.0, 101.0, 1.2, 270.0, 88.0, 3.0,2023-01-08 21:00:00, None, None, None, None, 0.2,2
18.0, 101.1, 1.6, 157.5, 80.0, 4.8,2023-01-08 22:00:00, None, None, 28.0, None, 0.19,2
7.0, 101.1, 1.3, 157.5, 82.0, 4.1,2023-01-08 23:00:00, 1.2, 1.8, 39.0, 5.4, 0.18,2
11.0, 101.2, 0.9, 270.0, 85.0, 3.2,2023-01-09 00:00:00, None, None, None, None, 0.17,2
6.0, 101.2, 0.7, 247.5, 85.0, 3.0,2023-01-09 01:00:00, None, None, None, None, 0.14,2
13.0, 101.2, 0.7, 315.0, 84.0, 3.1,2023-01-09 02:00:00, None, None, None, None, 0.07,2
6.0, 101.2, 0.7, 157.5, 82.0, 3.4,2023-01-09 03:00:00, None, None, None, None, 0.02,2
6.0, 101.2, 0.5, 292.5, 86.0, 2.6,2023-01-09 04:00:00, None, None, None, None, 0.0,2
6.0, 101.2, 0.2, 135.0, 84.0, 2.7,2023-01-09 05:00:00, None, None, None, None, -0.05,2
3.0, 101.1, 0.0, 157.5, 78.0, 3.4,2023-01-09 06:00:00, None, None, None, None, -0.14,2
4.0, 101.0, 0.0, 45.0, 87.0, 1.9,2023-01-09 07:00:00, None, None, None, None, -0.2,2
5.0, 100.9, -0.7, 315.0, 90.0, 0.7,2023-01-09 08:00:00, None, None, None, None, -0.23,2
10.0, 100.8, -0.4, 270.0, 90.0, 1.1,2023-01-09 09:00:00, None, None, None, None, -0.27,2
4.0, 100.7, -0.1, 180.0, 83.0, 2.5,2023-01-09 10:00:00, None, None, None, None, -0.25,2
1.0, 100.7, 0.4, 270.0, 87.0, 2.4,2023-01-09 11:00:00, None, None, None, None, -0.24,2
1.0, 100.6, 0.4, 0.0, 87.0, 2.3,2023-01-09 12:00:00, None, None, None, None, -0.2,2
1.0, 100.5, 0.9, 270.0, 91.0, 2.2,2023-01-09 13:00:00, None, None, None, None, -0.2,2
1.0, 100.5, 0.7, 157.5, 91.0, 2.0,2023-01-09 14:00:00, None, None, None, None, -0.14,2
0.0, 100.5, 1.0, None, 95.0, 1.7,2023-01-09 15:00:00, None, None, None, None, -0.05,2
2.0, 100.6, 0.8, 292.5, 95.0, 1.5,2023-01-09 16:00:00, None, None, None, None, 0.03,2
0.0, 100.6, 0.6, None, 93.0, 1.6,2023-01-09 17:00:00, None, None, None, None, 0.07,2
1.0, 100.6, 0.6, 157.5, 95.0, 1.3,2023-01-09 18:00:00, None, None, None, None, 0.05,2
4.0, 100.7, 0.6, 292.5, 96.0, 1.2,2023-01-09 19:00:00, None, None, None, None, 0.06,2
0.0, 100.8, 0.7, None, 94.0, 1.5,2023-01-09 21:00:00, None, None, None, None, 0.14,2
2.0, 100.8, 0.6, 225.0, 94.0, 1.4,2023-01-09 22:00:00, None, None, None, None, 0.15,2
1.0, 100.9, 0.5, 135.0, 95.0, 1.3,2023-01-09 23:00:00, 0.2, 0.4, 33.0, 4.8, 0.14,2
4.0, 100.9, 0.8, 45.0, 93.0, 1.8,2023-01-10 00:00:00, None, None, None, None, 0.14,2
11.0, 100.9, 0.5, 292.5, 94.0, 1.3,2023-01-10 01:00:00, None, None, None, None, 0.1,2
6.0, 100.9, 0.7, 90.0, 82.0, 3.5,2023-01-10 02:00:00, None, None, None, None, 0.07,2
4.0, 101.0, 0.6, 0.0, 84.0, 3.1,2023-01-10 03:00:00, None, None, None, None, 0.06,2
4.0, 100.9, 0.7, 135.0, 87.0, 2.7,2023-01-10 04:00:00, None, None, None, None, 0.02,2
8.0, 101.0, 0.7, 270.0, 90.0, 2.3,2023-01-10 05:00:00, None, None, None, None, 0.03,2
5.0, 101.0, 0.6, 292.5, 88.0, 2.3,2023-01-10 06:00:00, None, None, None, None, 0.08,2
5.0, 101.1, 0.9, 270.0, 92.0, 2.0,2023-01-10 07:00:00, None, None, None, None, 0.13,2
3.0, 101.1, 0.7, 292.5, 92.0, 1.9,2023-01-10 08:00:00, None, None, None, None, 0.13,2
2.0, 101.1, 0.9, 22.5, 91.0, 2.2,2023-01-10 09:00:00, None, None, None, None, 0.09,2
8.0, 101.2, 0.7, 292.5, 89.0, 2.4,2023-01-10 10:00:00, None, None, None, None, 0.08,2
6.0, 101.1, 0.8, 292.5, 86.0, 2.8,2023-01-10 11:00:00, None, None, None, None, 0.0,2
3.0, 101.1, 0.8, 22.5, 84.0, 3.3,2023-01-10 12:00:00, None, None, None, None, -0.02,2
4.0, 101.0, 0.6, 22.5, 81.0, 3.6,2023-01-10 13:00:00, None, None, None, None, -0.1,2
3.0, 101.0, 0.8, 315.0, 83.0, 3.5,2023-01-10 14:00:00, None, None, None, None, -0.09,2
2.0, 101.0, 1.0, 292.5, 86.0, 3.1,2023-01-10 15:00:00, None, None, None, None, -0.08,2
2.0, 101.1, 1.0, 292.5, 86.0, 3.1,2023-01-10 16:00:00, None, None, None, None, 0.03,2
5.0, 101.1, 0.5, 270.0, 87.0, 2.5,2023-01-10 17:00:00, None, None, None, None, 0.06,2
1.0, 101.1, 0.6, 90.0, 88.0, 2.3,2023-01-10 18:00:00, None, None, None, None, 0.03,2
4.0, 101.1, 0.8, 202.5, 92.0, 2.0,2023-01-10 19:00:00, None, None, None, None, -0.03,2
5.0, 101.1, 1.4, 157.5, 94.0, 2.2,2023-01-10 20:00:00, None, None, None, None, 0.0,2
7.0, 101.1, 0.7, 292.5, 93.0, 1.7,2023-01-10 21:00:00, None, None, None, None, 0.03,2
2.0, 101.1, 0.6, 180.0, 93.0, 1.6,2023-01-10 22:00:00, None, None, None, None, 0.08,2
3.0, 101.3, 1.1, 157.5, 95.0, 1.8,2023-01-10 23:00:00, 1.2, 0.0, None, 4.3, 0.19,2
2.0, 101.3, 1.1, 225.0, 95.0, 1.7,2023-01-11 00:00:00, None, None, None, None, 0.17,2
3.0, 101.3, 0.7, 247.5, 95.0, 1.4,2023-01-11 01:00:00, None, None, None, None, 0.13,2
3.0, 101.3, 0.9, 180.0, 95.0, 1.6,2023-01-11 02:00:00, None, None, None, None, 0.05,2
2.0, 101.4, 0.9, 157.5, 95.0, 1.6,2023-01-11 03:00:00, None, None, None, None, 0.09,2
0.0, 101.4, 1.0, None, 96.0, 1.6,2023-01-11 04:00:00, None, None, None, None, 0.16,2
2.0, 101.5, 0.7, 112.5, 96.0, 1.4,2023-01-11 05:00:00, None, None, None, None, 0.17,2
4.0, 101.6, 0.5, 315.0, 96.0, 1.1,2023-01-11 06:00:00, None, None, None, None, 0.2,2
4.0, 101.7, 0.3, 270.0, 95.0, 1.0,2023-01-11 07:00:00, None, None, None, None, 0.22,2
1.0, 101.7, 0.0, 180.0, 92.0, 1.1,2023-01-11 08:00:00, None, None, None, None, 0.23,2
0.0, 101.8, 0.0, None, 91.0, 1.4,2023-01-11 09:00:00, None, None, None, None, 0.22,2
0.0, 101.9, 0.0, None, 90.0, 1.4,2023-01-11 10:00:00, None, None, None, None, 0.19,2
2.0, 101.9, -0.5, 112.5, 86.0, 1.7,2023-01-11 11:00:00, None, None, None, None, 0.18,2
3.0, 102.0, -0.1, 67.5, 88.0, 1.7,2023-01-11 12:00:00, None, None, None, None, 0.13,2
0.0, 102.0, -0.3, None, 83.0, 2.3,2023-01-11 13:00:00, None, None, None, None, 0.06,2
2.0, 102.0, 0.0, 0.0, 89.0, 1.6,2023-01-11 14:00:00, None, None, None, None, 0.04,2
1.0, 102.0, 0.0, 90.0, 88.0, 1.7,2023-01-11 15:00:00, None, None, None, None, 0.05,2
1.0, 102.1, 0.0, 270.0, 90.0, 1.5,2023-01-11 16:00:00, None, None, None, None, 0.11,2
4.0, 102.1, 0.0, 292.5, 90.0, 1.5,2023-01-11 17:00:00, None, None, None, None, 0.08,2
1.0, 102.0, -0.1, 270.0, 89.0, 1.5,2023-01-11 18:00:00, None, None, None, None, 0.0,2
1.0, 102.1, 0.0, 45.0, 88.0, 1.7,2023-01-11 19:00:00, None, None, None, None, -0.02,2
7.0, 102.1, 0.1, 292.5, 92.0, 1.2,2023-01-11 20:00:00, None, None, None, None, 0.0,2
7.0, 102.0, 0.3, 292.5, 92.0, 1.4,2023-01-11 21:00:00, None, None, None, None, 0.02,2
9.0, 102.0, 0.4, 315.0, 91.0, 1.7,2023-01-11 22:00:00, None, None, None, None, -0.03,2
