CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,MEASURED_WIND_DIRECTION1,MEASURED_WIND_SPEED1,air_temp,min_air_temp_snc_last_reset,DEW_POINT,avg_wnd_dir_10m_pst10mts,dwpt_temp,time,week_of_year
1.523, 76.46, 6.3, 76.0, 42.3, 18.42, 28.3, 274.4, 28.32, 1.5, 1.2, -2.0, 274.0, -2.0,2020-06-03 00:00:00,23
1.023, 76.65, 6.3, 77.0, 38.7, 13.64, 29.6, 269.4, 29.59, 1.0, 0.8, -3.0, 269.0, -3.0,2020-06-03 01:00:00,23
-0.131, 72.65, 6.3, 73.0, 41.4, 15.74, 30.6, 273.3, 30.62, -0.1, -0.2, -4.0, 273.0, -4.0,2020-06-03 02:00:00,23
-0.26, 64.64, 6.3, 65.0, 36.7, 19.74, 22.7, 289.6, 22.74, -0.3, -0.6, -6.0, 290.0, -6.0,2020-06-03 03:00:00,23
-0.126, 65.6, 6.3, 66.0, 30.2, 19.55, 17.9, 278.3, 17.89, -0.1, -0.7, -5.0, 278.0, -5.0,2020-06-03 04:00:00,23
-0.448, 72.55, 6.3, 73.0, 16.3, 20.9, 8.1, 255.9, 8.08, -0.4, -0.7, -5.0, 256.0, -5.0,2020-06-03 05:00:00,23
-0.341, 65.21, 6.3, 65.0, 21.7, 16.56, 8.1, 264.3, 8.07, -0.3, -0.8, -6.0, 264.0, -6.0,2020-06-03 06:00:00,23
-0.169, 67.63, 0.1, 68.0, 21.0, 22.7, 11.0, 266.3, 11.0, -0.2, -0.3, -5.0, 266.0, -5.0,2020-06-03 07:00:00,23
0.369, 68.46, 1.2, 68.0, 16.5, 43.94, 6.3, 258.7, 6.309, 0.4, -0.3, -5.0, 259.0, -5.0,2020-06-03 08:00:00,23
2.345, 60.4, None, None, None, 36.06, None, 252.4, 4.534, None, None, -4.0, None, None,2020-06-03 09:00:00,23
2.175, 58.05, 2.4, 58.0, 16.3, 34.79, 6.8, 262.0, 6.764, 2.2, -0.3, -5.0, 262.0, -5.0,2020-06-03 10:00:00,23
2.695, 64.53, 2.9, 65.0, 20.3, 34.64, 8.6, 280.5, 8.58, 2.7, -0.3, -3.0, 281.0, -3.0,2020-06-03 11:00:00,23
3.818, 52.9, 4.3, 53.0, 22.6, 32.25, 11.3, 279.7, 11.27, 3.8, -0.3, -5.0, 280.0, -5.0,2020-06-03 12:00:00,23
4.572, 51.08, 4.7, 51.0, 28.2, 35.18, 13.8, 276.9, 13.81, 4.6, -0.3, -5.0, 277.0, -5.0,2020-06-03 13:00:00,23
5.128, 44.84, 5.2, 45.0, 29.1, 24.88, 16.9, 281.0, 16.93, 5.1, -0.3, -6.0, 281.0, -6.0,2020-06-03 14:00:00,23
6.355, 41.17, 6.4, 41.0, 29.6, 28.28, 14.8, 292.7, 14.75, 6.4, -0.3, -6.0, 293.0, -6.0,2020-06-03 15:00:00,23
6.52, 37.8, 6.6, 38.0, 29.6, 28.29, 15.2, 288.3, 15.2, 6.5, -0.3, -7.0, 288.0, -7.0,2020-06-03 16:00:00,23
6.026, 39.5, 6.6, 40.0, 31.1, 25.84, 15.4, 293.8, 15.35, 6.0, -0.3, -7.0, 294.0, -7.0,2020-06-03 17:00:00,23
