max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,avg_wnd_spd_10m_pst10mts,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,time,snw_dpth,stn_pres,week_of_year
7.3,-6999.0,27.5,13.2,-6999.0,3.2,2.8, 0.0,263.0,0.0,2020-06-03 00:00:00,104.0,-6999.0,23
7.3,-6999.0,35.7,15.8,-6999.0,2.9,2.1, 0.0,253.0,0.0,2020-06-03 01:00:00,104.0,-6999.0,23
7.3,-6999.0,31.4,12.8,-6999.0,2.2,2.0, 0.0,256.0,0.0,2020-06-03 02:00:00,105.0,-6999.0,23
7.3,-6999.0,30.6,12.5,-6999.0,1.7,1.7, 0.0,260.0,0.0,2020-06-03 03:00:00,104.0,-6999.0,23
7.3,-6999.0,28.4,11.1,-6999.0,1.5,1.5, 0.0,267.0,0.0,2020-06-03 04:00:00,104.0,-6999.0,23
7.3,-6999.0,26.3,9.9,-6999.0,1.6,1.2, 0.0,274.0,0.0,2020-06-03 05:00:00,104.0,-6999.0,23
7.3,-6999.0,20.5,7.4,-6999.0,1.6,1.2, 0.0,283.0,0.0,2020-06-03 06:00:00,104.0,-6999.0,23
1.9,-6999.0,24.0,10.1,-6999.0,1.9,1.5, 0.0,264.0,0.0,2020-06-03 07:00:00,104.0,-6999.0,23
2.7,-6999.0,22.4,10.5,-6999.0,1.9,1.5, 0.0,257.0,0.0,2020-06-03 08:00:00,104.0,-6999.0,23
4.6,-6999.0,17.1,7.6,-6999.0,4.2,1.5, 0.0,250.0,0.0,2020-06-03 10:00:00,103.0,-6999.0,23
5.5,-6999.0,19.7,9.3,-6999.0,5.3,1.5, 0.0,249.0,0.0,2020-06-03 11:00:00,103.0,-6999.0,23
6.2,-6999.0,25.6,10.5,-6999.0,6.2,1.5, 0.0,245.0,-1.0,2020-06-03 12:00:00,102.0,-6999.0,23
6.5,-6999.0,26.3,11.9,-6999.0,5.6,1.5, 0.0,245.0,0.0,2020-06-03 13:00:00,102.0,-6999.0,23
6.7,-6999.0,26.5,9.8,-6999.0,5.7,1.5, 0.0,246.0,0.0,2020-06-03 14:00:00,102.0,-6999.0,23
8.1,-6999.0,35.7,12.0,-6999.0,7.9,1.5, 0.0,237.0,-1.0,2020-06-03 15:00:00,101.0,-6999.0,23
8.7,-6999.0,31.2,12.2,-6999.0,8.5,1.5, 0.0,233.0,0.0,2020-06-03 16:00:00,100.0,-6999.0,23
