air_temp,CURRENT_AIR_TEMPERATURE1,min_air_temp_snc_last_reset,max_air_temp_snc_last_reset,rel_hum,time,dwpt_temp,week_of_year
5.1, 5.109, 5.1, 15.2, -6999.0,2020-06-03 00:00:00, -6999.0,23
4.2, 4.17, 4.2, 15.2, -6999.0,2020-06-03 01:00:00, -6999.0,23
2.9, 2.913, 2.9, 15.2, -6999.0,2020-06-03 02:00:00, -6999.0,23
2.3, 2.311, 2.3, 15.2, -6999.0,2020-06-03 03:00:00, -6999.0,23
2.1, 2.119, 2.1, 15.2, -6999.0,2020-06-03 04:00:00, -6999.0,23
1.4, 1.426, 1.4, 15.2, -6999.0,2020-06-03 05:00:00, -6999.0,23
1.5, 1.461, 1.3, 15.2, -6999.0,2020-06-03 06:00:00, -6999.0,23
3.0, 3.038, 1.5, 3.0, -6999.0,2020-06-03 07:00:00, -6999.0,23
8.6, 8.57, 1.5, 8.5, -6999.0,2020-06-03 08:00:00, -6999.0,23
15.8, 15.84, 1.5, 15.7, -6999.0,2020-06-03 09:00:00, -6999.0,23
18.3, 18.27, 1.5, 18.2, -6999.0,2020-06-03 10:00:00, -6999.0,23
16.7, 16.72, 1.5, 18.5, -6999.0,2020-06-03 11:00:00, -6999.0,23
16.0, 16.0, 1.5, 18.5, -6999.0,2020-06-03 12:00:00, -6999.0,23
20.4, 20.42, 1.5, 20.4, -6999.0,2020-06-03 13:00:00, -6999.0,23
21.4, 21.37, 1.5, 21.7, -6999.0,2020-06-03 14:00:00, -6999.0,23
21.4, 21.39, 1.5, 22.1, -6999.0,2020-06-03 15:00:00, -6999.0,23
21.8, 21.81, 1.5, 22.1, -6999.0,2020-06-03 16:00:00, -6999.0,23
21.5, 21.52, 1.5, 22.1, -6999.0,2020-06-03 17:00:00, -6999.0,23
20.2, 20.16, 1.5, 22.1, -6999.0,2020-06-03 18:00:00, -6999.0,23
17.0, 17.0, 17.1, 20.2, -6999.0,2020-06-03 19:00:00, -6999.0,23
14.8, 14.75, 14.8, 20.2, -6999.0,2020-06-03 20:00:00, -6999.0,23
None, 12.38, None, None, None,2020-06-03 21:00:00, None,23
10.2, 10.2, 10.2, 20.2, -6999.0,2020-06-03 22:00:00, -6999.0,23
9.1, 9.07, 9.1, 20.2, -6999.0,2020-06-03 23:00:00, -6999.0,23
8.5, 8.46, 8.5, 20.2, -6999.0,2020-06-04 00:00:00, -6999.0,23
7.2, 7.156, 7.2, 20.2, -6999.0,2020-06-04 01:00:00, -6999.0,23
