pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, None, -1.266, 93.8, None, None, None, -6999.0, None, 0.0, None, None, -2.0, -6999.0, -1.3, -1.3, 0.0, -2.0, None, -6999.0, 1.2, 94.0, None,2020-06-03 00:00:00, 69.0, None, 69.17, 423.0,23
None, None, -1.504, 90.5, None, None, None, -6999.0, None, 0.0, None, None, -3.0, -6999.0, -1.5, -1.6, 0.0, -3.0, None, -6999.0, 1.2, 91.0, None,2020-06-03 01:00:00, 69.0, None, 69.19, 420.0,23
None, None, -1.684, 85.0, None, None, None, -6999.0, None, 0.0, None, None, -4.0, -6999.0, -1.7, -1.7, 0.0, -4.0, None, -6999.0, 1.2, 85.0, None,2020-06-03 02:00:00, 69.0, None, 69.15, 418.0,23
None, None, -1.932, 89.4, None, None, None, -6999.0, None, 0.0, None, None, -3.0, -6999.0, -1.9, -1.9, 0.1, -3.0, None, -6999.0, 1.2, 89.0, None,2020-06-03 03:00:00, 69.0, None, 68.99, 417.0,23
None, None, -2.226, 89.5, None, None, None, -6999.0, None, 0.0, None, None, -4.0, -6999.0, -2.2, -2.2, 0.0, -4.0, None, -6999.0, 1.2, 90.0, None,2020-06-03 04:00:00, 69.0, None, 69.34, 415.0,23
None, None, -2.529, 89.0, None, None, None, -6999.0, None, 0.0, None, None, -4.0, -6999.0, -2.5, -2.5, 0.0, -4.0, None, -6999.0, 1.2, 89.0, None,2020-06-03 05:00:00, 69.0, None, 69.22, 414.0,23
None, None, -2.471, 93.9, None, None, None, -6999.0, None, 0.0, None, None, -3.0, -6999.0, -2.5, -2.6, -0.1, -3.0, None, -6999.0, 1.2, 94.0, None,2020-06-03 06:00:00, 69.0, None, 69.24, 413.0,23
None, None, -2.196, 82.4, None, None, None, -6999.0, None, 0.0, None, None, -4.0, -6999.0, -2.2, -2.5, 0.0, -4.0, None, -6999.0, -2.1, 82.0, None,2020-06-03 07:00:00, 69.0, None, 69.16, 413.0,23
None, None, -1.627, 95.6, None, None, None, -6999.0, None, 0.0, None, None, -2.0, -6999.0, -1.6, -2.5, -0.1, -2.0, None, -6999.0, -1.6, 96.0, None,2020-06-03 08:00:00, 69.0, None, 68.97, 414.0,23
None, None, -0.747, 88.5, None, None, None, -6999.0, None, 0.0, None, None, -2.0, -6999.0, -0.7, -2.5, 0.0, -2.0, None, -6999.0, -0.7, 89.0, None,2020-06-03 09:00:00, 69.0, None, 68.89, 415.0,23
