pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, None, -5.385, 94.3, None, None, None, None, 0.0, None, None, -6.0, -5.4, -5.8, 0.0, -6.0, -4.8, 94.0, None,2021-01-29 00:00:00, 164.0, 163.8,5
None, None, -5.64, 94.0, None, None, None, None, -5.0, None, None, -7.0, -5.6, -5.9, 0.0, -7.0, -4.8, 94.0, None,2021-01-29 01:00:00, 159.0, 159.1,5
None, None, -5.54, 94.2, None, None, None, None, 5.0, None, None, -7.0, -5.5, -5.9, 0.0, -7.0, -4.8, 94.0, None,2021-01-29 02:00:00, 164.0, 163.8,5
None, None, -6.479, 94.5, None, None, None, None, 1.0, None, None, -7.0, -6.5, -6.5, 0.0, -7.0, -4.8, 95.0, None,2021-01-29 03:00:00, 164.0, 164.1,5
None, None, -6.665, 94.3, None, None, None, None, 0.0, None, None, -8.0, -6.7, -7.0, -1.0, -8.0, -4.8, 94.0, None,2021-01-29 04:00:00, 164.0, 163.8,5
None, None, -6.459, 93.4, None, None, None, None, 0.0, None, None, -7.0, -6.5, -7.2, 0.0, -7.0, -4.8, 93.0, None,2021-01-29 05:00:00, 164.0, 163.9,5
None, None, -6.722, 94.1, None, None, None, None, 0.0, None, None, -7.0, -6.7, -7.2, 0.0, -7.0, -4.8, 94.0, None,2021-01-29 06:00:00, 164.0, 164.0,5
None, None, -7.722, 93.9, None, None, None, None, 0.0, None, None, -8.0, -7.7, -7.7, 0.0, -8.0, -6.7, 94.0, None,2021-01-29 07:00:00, 164.0, 163.9,5
None, None, -6.431, 94.0, None, None, None, None, 0.0, None, None, -8.0, -6.4, -7.8, 0.0, -8.0, -6.4, 94.0, None,2021-01-29 08:00:00, 164.0, 163.9,5
None, None, -5.281, 93.1, None, None, None, None, 0.0, None, None, -6.0, -5.3, -7.8, 1.0, -6.0, -5.1, 93.0, None,2021-01-29 09:00:00, 164.0, 163.6,5
None, None, None, 87.0, None, None, None, None, 0.0, None, None, -5.0, -3.8, -7.8, 1.0, -5.0, -3.4, 87.0, None,2021-01-29 10:00:00, 163.0, 163.4,5
None, None, -3.312, 82.7, None, None, None, None, 0.0, None, None, -5.0, -3.3, -7.8, 0.1, -5.0, -3.4, 83.0, None,2021-01-29 11:00:00, 164.0, 163.6,5
None, None, None, 75.3, None, None, None, None, -3.0, None, None, -5.0, -1.9, -7.8, 0.9, -5.0, -1.4, 75.0, None,2021-01-29 12:00:00, 161.0, 160.9,5
None, None, None, 69.68, None, None, None, None, 0.0, None, None, -5.0, -0.4, -7.8, 0.0, -5.0, -0.6, 70.0, None,2021-01-29 13:00:00, 161.0, 160.8,5
None, None, None, 76.71, None, None, None, None, 0.0, None, None, -4.0, -1.4, -7.8, 0.0, -4.0, -0.2, 77.0, None,2021-01-29 14:00:00, 161.0, 160.9,5
None, None, -1.961, 79.01, None, None, None, None, 3.0, None, None, -5.0, -2.0, -7.8, 0.0, -5.0, -0.2, 79.0, None,2021-01-29 15:00:00, 163.0, 162.9,5
None, None, -2.656, 89.4, None, None, None, None, 0.0, None, None, -4.0, -2.7, -7.8, -1.0, -4.0, -0.2, 89.0, None,2021-01-29 16:00:00, 163.0, 163.1,5
None, None, -3.789, 93.0, None, None, None, None, 0.0, None, None, -5.0, -3.8, -7.8, -1.0, -5.0, -0.2, 93.0, None,2021-01-29 17:00:00, 163.0, 163.0,5
None, None, -4.966, 91.8, None, None, None, None, 0.0, None, None, -6.0, -5.0, -7.8, 0.0, -6.0, -0.2, 92.0, None,2021-01-29 18:00:00, 163.0, 163.1,5
None, None, -5.799, 92.9, None, None, None, None, 0.0, None, None, -7.0, -5.8, -6.1, -1.0, -7.0, -4.6, 93.0, None,2021-01-29 19:00:00, 163.0, 163.2,5
None, None, -6.342, 93.3, None, None, None, None, 1.0, None, None, -7.0, -6.3, -6.6, 0.0, -7.0, -4.6, 93.0, None,2021-01-29 20:00:00, 164.0, 163.7,5
None, None, -6.806, 95.0, None, None, None, None, 1.0, None, None, -7.0, -6.8, -7.0, 0.0, -7.0, -4.6, 95.0, None,2021-01-29 21:00:00, 164.0, 164.0,5
None, None, -6.025, 94.8, None, None, None, None, 0.0, None, None, -6.0, -6.0, -7.0, 0.0, -6.0, -4.6, 95.0, None,2021-01-29 22:00:00, 164.0, 164.0,5
None, None, -6.694, 93.0, None, None, None, None, 0.0, None, None, -8.0, -6.7, -7.0, 0.0, -8.0, -4.6, 93.0, None,2021-01-29 23:00:00, 164.0, 164.2,5
