station_observations
pcpn_amt_pst24hrs, cum_pcpn_amt, ONE_DAY_SNOW, air_temp_2, air_temp_1, snw_dpth, MAX_TEMP, ONE_DAY_PRECIPITATION, pcpn_amt_pst1hr, snw_dpth_wtr_equiv, MIN_TEMP, time, SNOW_ON_THE_GROUND
None, None, None, None, -5.2, 88.0, None, None, 807.0, 258.0, None, 2013-01-01 00:00:00, None
None, None, None, None, -7.2, 89.0, None, None, 807.0, 258.0, None, 2013-01-01 01:00:00, None
None, None, None, None, -8.3, 89.0, None, None, 807.0, 258.0, None, 2013-01-01 02:00:00, None
None, None, None, None, -9.0, 88.0, None, None, 808.0, 258.0, None, 2013-01-01 03:00:00, None
None, None, None, None, -9.6, 88.0, None, None, 808.0, 258.0, None, 2013-01-01 04:00:00, None
None, None, None, None, -10.4, 88.0, None, None, 808.0, 258.0, None, 2013-01-01 05:00:00, None
None, None, None, None, -10.8, 88.0, None, None, 808.0, 258.0, None, 2013-01-01 06:00:00, None
None, None, None, None, -11.2, 89.0, None, None, 808.0, 258.0, None, 2013-01-01 07:00:00, None
None, None, None, None, -11.5, 88.0, None, None, 808.0, 258.0, None, 2013-01-01 08:00:00, None
None, None, None, None, -11.6, 89.0, None, None, 808.0, 258.0, None, 2013-01-01 09:00:00, None
None, None, None, None, -11.9, 89.0, None, None, 808.0, 258.0, None, 2013-01-01 10:00:00, None
None, None, None, None, -11.7, 88.0, None, None, 808.0, 258.0, None, 2013-01-01 11:00:00, None
None, None, None, None, -11.7, 89.0, None, None, 808.0, 258.0, None, 2013-01-01 12:00:00, None
None, None, None, None, -11.3, 88.0, None, None, 808.0, 258.0, None, 2013-01-01 13:00:00, None
None, None, None, None, -10.9, 88.0, None, None, 808.0, 258.0, None, 2013-01-01 14:00:00, None
None, None, None, None, -9.9, 88.0, None, None, 808.0, 258.0, None, 2013-01-01 15:00:00, None
None, None, None, None, -9.5, 88.0, None, None, 808.0, 258.0, None, 2013-01-01 16:00:00, None
None, None, None, None, -9.7, 88.0, None, None, 808.0, 258.0, None, 2013-01-01 17:00:00, None
None, None, None, None, -8.9, 88.0, None, None, 808.0, 258.0, None, 2013-01-01 18:00:00, None
None, None, None, None, -5.0, 87.0, None, None, 807.0, 258.0, None, 2013-01-01 19:00:00, None
None, None, None, None, -3.8, 87.0, None, None, 807.0, 258.0, None, 2013-01-01 20:00:00, None
None, None, None, None, -3.0, 87.0, None, None, 807.0, 259.0, None, 2013-01-01 21:00:00, None
None, None, None, None, -2.3, 87.0, None, None, 806.0, 259.0, None, 2013-01-01 22:00:00, None
None, None, None, None, -3.8, 88.0, None, None, 807.0, 260.0, None, 2013-01-01 23:00:00, None
None, None, None, None, -4.1, 88.0, None, None, 807.0, 260.0, None, 2013-01-02 00:00:00, None
None, None, None, None, -6.2, 88.0, None, None, 807.0, 260.0, None, 2013-01-02 01:00:00, None
None, None, None, None, -6.6, 88.0, None, None, 807.0, 260.0, None, 2013-01-02 02:00:00, None
None, None, None, None, -6.8, 88.0, None, None, 807.0, 260.0, None, 2013-01-02 03:00:00, None
None, None, None, None, -8.0, 88.0, None, None, 808.0, 260.0, None, 2013-01-02 04:00:00, None
None, None, None, None, -8.4, 87.0, None, None, 808.0, 260.0, None, 2013-01-02 05:00:00, None
None, None, None, None, -7.9, 87.0, None, None, 808.0, 260.0, None, 2013-01-02 06:00:00, None
None, None, None, None, -7.9, 87.0, None, None, 808.0, 260.0, None, 2013-01-02 07:00:00, None
None, None, None, None, -8.3, 87.0, None, None, 808.0, 260.0, None, 2013-01-02 08:00:00, None
None, None, None, None, -8.4, 88.0, None, None, 808.0, 260.0, None, 2013-01-02 09:00:00, None
None, None, None, None, -8.3, 87.0, None, None, 808.0, 260.0, None, 2013-01-02 10:00:00, None
None, None, None, None, -7.9, 87.0, None, None, 808.0, 260.0, None, 2013-01-02 11:00:00, None
None, None, None, None, -7.1, 87.0, None, None, 808.0, 260.0, None, 2013-01-02 12:00:00, None
None, None, None, None, -7.0, 87.0, None, None, 808.0, 260.0, None, 2013-01-02 13:00:00, None
None, None, None, None, -6.4, 87.0, None, None, 807.0, 260.0, None, 2013-01-02 14:00:00, None
None, None, None, None, -6.6, 87.0, None, None, 807.0, 261.0, None, 2013-01-02 15:00:00, None
None, None, None, None, -7.0, 87.0, None, None, 808.0, 261.0, None, 2013-01-02 16:00:00, None
None, None, None, None, -6.8, 87.0, None, None, 808.0, 261.0, None, 2013-01-02 17:00:00, None
None, None, None, None, -5.3, 87.0, None, None, 807.0, 261.0, None, 2013-01-02 18:00:00, None
None, None, None, None, 1.3, 85.0, None, None, 807.0, 261.0, None, 2013-01-02 19:00:00, None
None, None, None, None, 5.9, 83.0, None, None, 806.0, 261.0, None, 2013-01-02 20:00:00, None
None, None, None, None, 4.8, 85.0, None, None, 806.0, 261.0, None, 2013-01-02 21:00:00, None
None, None, None, None, 2.6, 86.0, None, None, 806.0, 261.0, None, 2013-01-02 22:00:00, None
None, None, None, None, 0.6, 86.0, None, None, 807.0, 262.0, None, 2013-01-02 23:00:00, None
None, None, None, None, 0.6, 85.0, None, None, 807.0, 262.0, None, 2013-01-03 00:00:00, None
None, None, None, None, 0.7, 86.0, None, None, 807.0, 262.0, None, 2013-01-03 01:00:00, None
None, None, None, None, -1.3, 85.0, None, None, 807.0, 262.0, None, 2013-01-03 02:00:00, None
None, None, None, None, -2.0, 85.0, None, None, 807.0, 262.0, None, 2013-01-03 03:00:00, None
None, None, None, None, -3.6, 85.0, None, None, 808.0, 262.0, None, 2013-01-03 04:00:00, None
None, None, None, None, -0.3, 84.0, None, None, 807.0, 262.0, None, 2013-01-03 05:00:00, None
None, None, None, None, 1.0, 85.0, None, None, 807.0, 262.0, None, 2013-01-03 06:00:00, None
None, None, None, None, 1.4, 85.0, None, None, 807.0, 262.0, None, 2013-01-03 07:00:00, None
None, None, None, None, 0.9, 83.0, None, None, 807.0, 262.0, None, 2013-01-03 08:00:00, None
None, None, None, None, 1.2, 85.0, None, None, 807.0, 262.0, None, 2013-01-03 09:00:00, None
None, None, None, None, 1.7, 85.0, None, None, 807.0, 262.0, None, 2013-01-03 10:00:00, None
None, None, None, None, 1.9, 84.0, None, None, 807.0, 262.0, None, 2013-01-03 11:00:00, None
None, None, None, None, -1.5, 85.0, None, None, 807.0, 262.0, None, 2013-01-03 12:00:00, None
None, None, None, None, -1.0, 84.0, None, None, 807.0, 262.0, None, 2013-01-03 13:00:00, None
None, None, None, None, -3.7, 85.0, None, None, 807.0, 262.0, None, 2013-01-03 14:00:00, None
None, None, None, None, -5.7, 84.0, None, None, 808.0, 262.0, None, 2013-01-03 15:00:00, None
None, None, None, None, -6.7, 84.0, None, None, 808.0, 262.0, None, 2013-01-03 16:00:00, None
None, None, None, None, -7.0, 82.0, None, None, 808.0, 262.0, None, 2013-01-03 17:00:00, None
None, None, None, None, -6.1, 84.0, None, None, 808.0, 262.0, None, 2013-01-03 18:00:00, None
None, None, None, None, -1.2, 81.0, None, None, 807.0, 262.0, None, 2013-01-03 19:00:00, None
None, None, None, None, 5.0, 78.0, None, None, 807.0, 262.0, None, 2013-01-03 20:00:00, None
None, None, None, None, 4.7, 80.0, None, None, 807.0, 262.0, None, 2013-01-03 21:00:00, None
None, None, None, None, 1.4, 82.0, None, None, 807.0, 262.0, None, 2013-01-03 22:00:00, None
None, None, None, None, -1.3, 83.0, None, None, 807.0, 262.0, None, 2013-01-03 23:00:00, None
None, None, None, None, -3.7, 85.0, None, None, 807.0, 262.0, None, 2013-01-04 00:00:00, None
None, None, None, None, -4.7, 85.0, None, None, 807.0, 262.0, None, 2013-01-04 01:00:00, None
None, None, None, None, -4.4, 85.0, None, None, 807.0, 262.0, None, 2013-01-04 02:00:00, None
None, None, None, None, -4.1, 85.0, None, None, 807.0, 262.0, None, 2013-01-04 03:00:00, None
None, None, None, None, -3.7, 85.0, None, None, 807.0, 262.0, None, 2013-01-04 04:00:00, None
