station_observations
pcpn_amt_pst24hrs, SWE, cum_pcpn_amt, ONE_DAY_SNOW, air_temp_2, air_temp_1, snw_dpth, MAX_TEMP, ONE_DAY_PRECIPITATION, pcpn_amt_pst1hr, snw_dpth_wtr_equiv, MIN_TEMP, time, SNOW_ON_THE_GROUND
None, None, None, None, None, None, 211.0, None, None, 609.0, 811.0, None, 2013-01-01 00:00:00, None
None, None, None, None, None, None, 213.0, None, None, 608.0, 811.0, None, 2013-01-01 01:00:00, None
None, None, None, None, None, None, 214.0, None, None, 609.0, 811.0, None, 2013-01-01 02:00:00, None
None, None, None, None, None, None, 215.0, None, None, 609.0, 811.0, None, 2013-01-01 03:00:00, None
None, None, None, None, None, None, 215.0, None, None, 609.0, 811.0, None, 2013-01-01 04:00:00, None
None, None, None, None, None, None, 216.0, None, None, 609.0, 811.0, None, 2013-01-01 05:00:00, None
None, None, None, None, None, None, 218.0, None, None, 607.0, 811.0, None, 2013-01-01 06:00:00, None
None, None, None, None, None, None, 218.0, None, None, 609.0, 811.0, None, 2013-01-01 07:00:00, None
None, None, None, None, None, None, 219.0, None, None, 609.0, 811.0, None, 2013-01-01 08:00:00, None
None, None, None, None, None, None, 218.0, None, None, 610.0, 811.0, None, 2013-01-01 09:00:00, None
None, None, None, None, None, None, 218.0, None, None, 610.0, 811.0, None, 2013-01-01 10:00:00, None
None, None, None, None, None, None, 220.0, None, None, 610.0, 811.0, None, 2013-01-01 11:00:00, None
None, None, None, None, None, None, 221.0, None, None, 609.0, 811.0, None, 2013-01-01 12:00:00, None
None, None, None, None, None, None, 221.0, None, None, 610.0, 811.0, None, 2013-01-01 13:00:00, None
None, None, None, None, None, None, 221.0, None, None, 610.0, 811.0, None, 2013-01-01 14:00:00, None
None, None, None, None, None, None, 220.0, None, None, 610.0, 811.0, None, 2013-01-01 15:00:00, None
None, None, None, None, None, None, 220.0, None, None, 611.0, 811.0, None, 2013-01-01 16:00:00, None
None, None, None, None, None, None, 221.0, None, None, 610.0, 811.0, None, 2013-01-01 17:00:00, None
