WDIR_VECT,TEMP_MEAN,WSPD_SCLR,PRECIP_TOTAL,avg_rel_hum_pst1hr,time,HUMIDITY,avg_air_temp_pst1hr,week_of_year
None, None,0.992999, None,70.2,2016-04-01 00:00:00, None,6.067,14
None, None,0.93, None,74.1,2016-04-01 01:00:00, None,4.849,14
None, None,1.435, None,77.8,2016-04-01 02:00:00, None,4.157,14
None, None,0.939998, None,80.5,2016-04-01 03:00:00, None,3.278,14
None, None,1.141, None,84.2,2016-04-01 04:00:00, None,2.342,14
None, None,0.67, None,85.9,2016-04-01 05:00:00, None,1.647,14
None, None,0.797999, None,88.2,2016-04-01 06:00:00, None,1.068,14
None, None,1.094, None,87.8,2016-04-01 07:00:00, None,1.511,14
None, None,1.222, None,83.0,2016-04-01 08:00:00, None,2.581,14
None, None,1.086, None,72.0,2016-04-01 09:00:00, None,4.887,14
None, None,1.499, None,59.06,2016-04-01 10:00:00, None,8.14,14
None, None,1.152, None,48.3,2016-04-01 11:00:00, None,11.65,14
None, None,1.229, None,37.28,2016-04-01 12:00:00, None,15.07,14
None, None,1.713, None,31.68,2016-04-01 13:00:00, None,17.68,14
None, None,2.088, None,28.84,2016-04-01 14:00:00, None,19.52,14
None, None,2.136, None,23.62,2016-04-01 15:00:00, None,21.21,14
None, None,1.362, None,17.34,2016-04-01 16:00:00, None,22.75,14
None, None,1.588, None,17.9,2016-04-01 17:00:00, None,22.62,14
None, None,1.185, None,21.38,2016-04-01 18:00:00, None,21.72,14
None, None,0.537998, None,31.92,2016-04-01 19:00:00, None,17.54,14
None, None,0.28, None,40.1,2016-04-01 20:00:00, None,13.78,14
None, None,0.375999, None,48.44,2016-04-01 21:00:00, None,11.19,14
None, None,1.334, None,53.39,2016-04-01 22:00:00, None,9.88,14
None, None,0.651, None,58.18,2016-04-01 23:00:00, None,8.52,14
None, None,1.976, None,66.85,2016-04-02 00:00:00, None,7.27,14
None, None,2.129, None,71.5,2016-04-02 01:00:00, None,6.26,14
None, None,1.664, None,72.9,2016-04-02 02:00:00, None,5.42,14
None, None,1.531, None,77.0,2016-04-02 03:00:00, None,4.438,14
None, None,1.901, None,80.1,2016-04-02 04:00:00, None,3.862,14
None, None,1.231, None,82.2,2016-04-02 05:00:00, None,3.22,14
None, None,1.385, None,82.6,2016-04-02 06:00:00, None,2.907,14
None, None,1.684, None,82.9,2016-04-02 07:00:00, None,2.941,14
None, None,1.914, None,78.6,2016-04-02 08:00:00, None,4.059,14
None, None,0.945999, None,69.08,2016-04-02 09:00:00, None,6.184,14
None, None,0.695999, None,61.26,2016-04-02 10:00:00, None,8.01,14
None, None,1.221, None,53.41,2016-04-02 11:00:00, None,10.18,14
None, None,1.189, None,45.86,2016-04-02 12:00:00, None,12.67,14
None, None,1.624, None,38.94,2016-04-02 13:00:00, None,15.54,14
