CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,time,MINIMUM_AIR_TEMPERATURE,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,DEW_POINT,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,PRECIPITATION_NEW,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, 1.897, 94.3, None,2016-03-04 00:00:00, None, None,15.39, 15.47,153.2, None, None, None, None, None, 49.31,10
None, 1.858, 92.5, None,2016-03-04 01:00:00, None, None,12.93, 15.37,146.7, None, None, None, None, None, 49.3,10
None, 1.953, 88.1, None,2016-03-04 02:00:00, None, None,16.12, 13.88,150.3, None, None, None, None, None, 49.3,10
None, 2.184, 83.1, None,2016-03-04 03:00:00, None, None,16.3, 11.48,154.3, None, None, None, None, None, 49.11,10
None, 2.076, 81.1, None,2016-03-04 04:00:00, None, None,21.13, 9.31,168.0, None, None, None, None, None, 49.03,10
None, 2.299, 76.66, None,2016-03-04 05:00:00, None, None,15.24, 10.98,163.8, None, None, None, None, None, 49.1,10
None, 1.836, 79.89, None,2016-03-04 06:00:00, None, None,16.7, 14.86,165.0, None, None, None, None, None, 49.18,10
None, 2.672, 74.25, None,2016-03-04 07:00:00, None, None,16.71, 12.02,176.3, None, None, None, None, None, 49.01,10
None, 2.445, 78.03, None,2016-03-04 08:00:00, None, None,19.51, 9.17,187.6, None, None, None, None, None, 49.03,10
None, 3.302, 78.32, None,2016-03-04 09:00:00, None, None,20.97, 7.375,193.3, None, None, None, None, None, 49.1,10
None, 3.769, 76.84, None,2016-03-04 10:00:00, None, None,46.59, 5.118,189.8, None, None, None, None, None, 49.11,10
None, 7.175, 61.2, None,2016-03-04 11:00:00, None, None,36.6, 5.164,176.1, None, None, None, None, None, 48.87,10
None, 6.432, 63.86, None,2016-03-04 12:00:00, None, None,29.02, 10.12,175.2, None, None, None, None, None, 48.48,10
None, 5.656, 73.96, None,2016-03-04 13:00:00, None, None,31.08, 11.43,180.7, None, None, None, None, None, 47.8,10
None, 5.383, 72.83, None,2016-03-04 14:00:00, None, None,34.19, 7.061,151.8, None, None, None, None, None, 48.24,10
None, 4.4, 85.3, None,2016-03-04 15:00:00, None, None,29.7, 5.375,173.6, None, None, None, None, None, 48.07,10
None, 3.557, 92.2, None,2016-03-04 16:00:00, None, None,19.72, 5.812,180.7, None, None, None, None, None, 47.61,10
None, 3.069, 94.0, None,2016-03-04 17:00:00, None, None,19.74, 9.84,172.2, None, None, None, None, None, 47.25,10
None, 2.886, 95.2, None,2016-03-04 18:00:00, None, None,24.33, 6.283,180.2, None, None, None, None, None, 45.94,10
None, 2.667, 95.3, None,2016-03-04 19:00:00, None, None,62.84, 1.57,176.1, None, None, None, None, None, 46.57,10
None, 2.481, 95.8, None,2016-03-04 20:00:00, None, None,32.8, 3.251,172.7, None, None, None, None, None, 46.46,10
None, 2.619, 95.5, None,2016-03-04 21:00:00, None, None,52.24, 1.569,213.2, None, None, None, None, None, 46.42,10
None, 2.351, 96.1, None,2016-03-04 22:00:00, None, None,28.44, 1.676,194.8, None, None, None, None, None, 46.11,10
None, 1.993, 96.1, None,2016-03-04 23:00:00, None, None,11.24, 6.362,178.0, None, None, None, None, None, 46.16,10
None, 1.866, 95.8, None,2016-03-05 00:00:00, None, None,9.72, 7.206,180.0, None, None, None, None, None, 45.9,10
None, 2.069, 95.7, None,2016-03-05 01:00:00, None, None,10.7, 6.391,172.4, None, None, None, None, None, 45.94,10
None, 2.221, 94.4, None,2016-03-05 02:00:00, None, None,41.12, 3.862,125.4, None, None, None, None, None, 45.77,10
None, 2.419, 93.7, None,2016-03-05 03:00:00, None, None,70.54, 2.053,176.5, None, None, None, None, None, 45.82,10
None, 1.953, 96.0, None,2016-03-05 04:00:00, None, None,62.87, 4.292,60.26, None, None, None, None, None, 45.74,10
