wind_direction,air_temperature,wind_gust_speed,tendency_amount,wind_speed,mean_sea_level,dew_point,snow_amount,air_temperature_yesterday_high,relative_humidity,time,air_temperature_yesterday_low,total_precipitation,week_of_year
90.0, 5.4, None, -0.09, 5.0, 102.5, 1.8, None, None, 78.0,2017-12-17 00:00:00, None, None,51
67.5, 5.3, None, -0.07, 6.0, 102.4, 1.8, None, None, 78.0,2017-12-17 01:00:00, None, None,51
67.5, 4.9, None, -0.06, 2.0, 102.4, 2.3, None, None, 83.0,2017-12-17 02:00:00, None, None,51
90.0, 4.2, None, -0.04, 4.0, 102.4, 2.1, None, None, 86.0,2017-12-17 03:00:00, None, None,51
67.5, 3.7, None, -0.06, 6.0, 102.4, 1.8, None, None, 87.0,2017-12-17 04:00:00, None, None,51
67.5, 4.0, None, -0.09, 6.0, 102.3, 2.1, None, None, 87.0,2017-12-17 05:00:00, None, None,51
67.5, 3.9, None, -0.15, 6.0, 102.3, 2.1, None, None, 88.0,2017-12-17 06:00:00, None, None,51
45.0, 3.9, None, -0.08, 5.0, 102.3, 2.0, None, 5.6, 87.0,2017-12-17 07:00:00, 2.6, None,51
67.5, 3.6, None, -0.11, 5.0, 102.2, 1.6, None, None, 87.0,2017-12-17 08:00:00, None, None,51
45.0, 3.5, None, -0.02, 7.0, 102.3, 1.5, None, None, 87.0,2017-12-17 09:00:00, None, None,51
67.5, 3.6, None, -0.1, 6.0, 102.2, 1.6, None, None, 87.0,2017-12-17 10:00:00, None, None,51
45.0, 4.0, None, -0.15, 5.0, 102.1, 2.1, None, None, 87.0,2017-12-17 11:00:00, None, None,51
45.0, 4.5, None, -0.22, 5.0, 102.0, 2.7, None, None, 88.0,2017-12-17 12:00:00, None, None,51
67.5, 4.8, None, -0.21, 4.0, 102.0, 3.1, None, None, 89.0,2017-12-17 13:00:00, None, None,51
67.5, 4.9, None, -0.14, 6.0, 101.9, 3.1, None, None, 88.0,2017-12-17 14:00:00, None, None,51
67.5, 5.0, None, -0.16, 6.0, 101.9, 3.1, None, None, 87.0,2017-12-17 15:00:00, None, None,51
45.0, 5.1, None, -0.15, 5.0, 101.8, 3.2, None, None, 87.0,2017-12-17 16:00:00, None, None,51
67.5, 5.4, None, -0.1, 5.0, 101.8, 3.5, None, None, 88.0,2017-12-17 17:00:00, None, None,51
67.5, 5.6, None, -0.07, 7.0, 101.8, 3.7, None, None, 87.0,2017-12-17 18:00:00, None, None,51
67.5, 5.9, None, -0.09, 6.0, 101.7, 3.9, None, None, 87.0,2017-12-17 19:00:00, None, None,51
67.5, 5.9, None, -0.2, 6.0, 101.6, 4.0, None, None, 87.0,2017-12-17 20:00:00, None, None,51
45.0, 5.9, None, -0.26, 4.0, 101.5, 4.1, None, None, 88.0,2017-12-17 21:00:00, None, None,51
90.0, 6.0, None, -0.28, 4.0, 101.4, 4.3, None, None, 88.0,2017-12-17 22:00:00, None, None,51
45.0, 6.1, None, -0.27, 4.0, 101.4, 4.4, None, None, 89.0,2017-12-17 23:00:00, None, None,51
45.0, 6.3, None, -0.27, 9.0, 101.3, 4.6, None, None, 89.0,2017-12-18 00:00:00, None, None,51
45.0, 6.3, None, -0.24, 1.0, 101.2, 4.6, None, None, 89.0,2017-12-18 01:00:00, None, None,51
0.0, 6.7, None, -0.18, 2.0, 101.2, 5.1, None, None, 90.0,2017-12-18 02:00:00, None, None,51
