WDIR_VECT,TEMP_MEAN,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
342.7, 13.8, 91.7, 92.6,2019-07-09 00:00:00, 13.49,28
354.1, 13.5, 92.6, 92.5,2019-07-09 01:00:00, 13.65,28
349.2, 13.7, 92.5, 89.6,2019-07-09 02:00:00, 12.95,28
338.4, 13.0, 89.6, 86.9,2019-07-09 03:00:00, 12.29,28
341.1, 12.3, 86.9, 86.2,2019-07-09 04:00:00, 11.9,28
343.0, 11.9, 86.2, 86.5,2019-07-09 05:00:00, 11.68,28
337.3, 11.7, 86.5, 84.8,2019-07-09 06:00:00, 11.85,28
338.0, 11.9, 84.8, 83.9,2019-07-09 07:00:00, 12.12,28
343.5, 12.1, 83.9, 84.3,2019-07-09 08:00:00, 12.33,28
312.7, 12.3, 84.3, 87.2,2019-07-09 09:00:00, 12.62,28
263.4, 12.6, 87.2, 90.6,2019-07-09 10:00:00, 12.57,28
280.2, 12.6, 90.6, 85.0,2019-07-09 11:00:00, 13.82,28
5.7, 13.8, 85.0, 81.2,2019-07-09 12:00:00, 14.62,28
297.3, 14.6, 81.2, 77.32,2019-07-09 13:00:00, 15.94,28
352.4, 15.9, 77.3, 72.17,2019-07-09 14:00:00, 17.58,28
284.6, 17.6, 72.2, 69.14,2019-07-09 15:00:00, 18.32,28
312.0, 18.3, 69.1, 63.13,2019-07-09 16:00:00, 19.98,28
339.2, 20.0, 63.1, 61.92,2019-07-09 17:00:00, 20.12,28
4.4, 20.1, 61.9, 63.59,2019-07-09 18:00:00, 19.74,28
350.1, 19.7, 63.6, 65.46,2019-07-09 19:00:00, 19.25,28
1.5, 19.3, 65.5, 69.88,2019-07-09 20:00:00, 18.49,28
19.2, 18.5, 69.9, 76.82,2019-07-09 21:00:00, 17.18,28
7.1, 17.2, 76.8, 86.9,2019-07-09 22:00:00, 15.32,28
10.8, 15.3, 86.9, 93.1,2019-07-09 23:00:00, 14.17,28
308.5, 14.2, 93.1, 95.1,2019-07-10 00:00:00, 13.41,28
356.4, 13.4, 95.1, 96.1,2019-07-10 01:00:00, 13.47,28
354.2, 13.5, 96.1, 90.8,2019-07-10 02:00:00, 13.9,28
340.8, 13.9, 90.8, 87.2,2019-07-10 03:00:00, 14.04,28
10.8, 14.0, 87.2, 90.7,2019-07-10 04:00:00, 13.72,28
251.1, 13.7, 90.7, 94.8,2019-07-10 05:00:00, 13.23,28
51.2, 13.2, 94.8, 96.3,2019-07-10 06:00:00, 13.22,28
329.3, 13.2, 96.3, 96.1,2019-07-10 07:00:00, 13.27,28
332.3, 13.3, 96.1, 95.1,2019-07-10 08:00:00, 13.55,28
330.4, 13.6, 95.1, 94.9,2019-07-10 09:00:00, 13.9,28
355.2, 13.9, 94.9, 94.7,2019-07-10 10:00:00, 14.23,28
357.2, 14.2, 94.7, 92.2,2019-07-10 11:00:00, 15.09,28
179.0, 15.1, 92.2, 87.6,2019-07-10 12:00:00, 16.22,28
155.8, 16.2, 87.6, 86.1,2019-07-10 13:00:00, 16.4,28
157.4, 16.4, 86.1, 84.0,2019-07-10 14:00:00, 16.98,28
162.8, 17.0, 84.0, 83.3,2019-07-10 15:00:00, 17.38,28
154.3, 17.4, 83.3, 89.7,2019-07-10 16:00:00, 16.44,28
179.9, 16.4, 89.7, 90.0,2019-07-10 17:00:00, 16.55,28
324.4, 16.6, 90.0, 87.0,2019-07-10 18:00:00, 16.88,28
229.3, 16.9, 87.0, 82.4,2019-07-10 19:00:00, 17.1,28
216.7, 17.1, 82.4, 85.8,2019-07-10 20:00:00, 15.98,28
163.8, 16.0, 85.8, 92.8,2019-07-10 21:00:00, 14.47,28
156.6, 14.5, 92.8, 93.8,2019-07-10 22:00:00, 14.38,28
168.7, 14.4, 93.8, 93.8,2019-07-10 23:00:00, 14.2,28
155.4, 14.2, 93.8, 93.2,2019-07-11 00:00:00, 14.04,28
165.7, 14.0, 93.2, 93.1,2019-07-11 01:00:00, 13.8,28
202.9, 13.8, 93.1, 93.1,2019-07-11 02:00:00, 13.57,28
153.2, 13.6, 93.1, 95.1,2019-07-11 03:00:00, 13.33,28
153.6, 13.3, 95.1, 94.8,2019-07-11 04:00:00, 13.12,28
156.6, 13.1, 94.8, 93.9,2019-07-11 05:00:00, 13.15,28
158.0, 13.2, 93.9, 93.0,2019-07-11 06:00:00, 13.47,28
153.8, 13.5, 93.0, 89.7,2019-07-11 07:00:00, 14.28,28
161.4, 14.3, 89.7, 86.8,2019-07-11 08:00:00, 14.9,28
158.9, 14.9, 86.8, 84.5,2019-07-11 09:00:00, 15.64,28
160.0, 15.6, 84.5, 81.2,2019-07-11 10:00:00, 16.48,28
