TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
10.1, 0.508, 92.5,91.3,2019-07-09 00:00:00,10.06,28
10.1, 1.037, 91.3,90.9,2019-07-09 01:00:00,10.19,28
10.2, 0.521, 90.9,90.5,2019-07-09 02:00:00,9.97,28
10.0, 0.404, 90.5,94.0,2019-07-09 03:00:00,9.59,28
9.6, 1.129, 94.0,96.2,2019-07-09 04:00:00,9.36,28
9.4, 1.192, 96.2,96.5,2019-07-09 05:00:00,9.25,28
9.3, 2.211, 96.5,97.5,2019-07-09 06:00:00,9.02,28
9.0, 1.887, 97.5,97.9,2019-07-09 07:00:00,9.17,28
9.2, 1.844, 97.9,97.9,2019-07-09 08:00:00,9.76,28
9.8, 3.073, 97.9,90.9,2019-07-09 09:00:00,11.07,28
11.1, 3.128, 90.9,80.4,2019-07-09 10:00:00,12.75,28
12.8, 3.309, 80.4,68.43,2019-07-09 11:00:00,14.04,28
14.0, 3.02, 68.4,61.28,2019-07-09 12:00:00,14.28,28
14.3, 3.173, 61.3,57.97,2019-07-09 13:00:00,14.73,28
14.7, 3.182, 58.0,58.03,2019-07-09 14:00:00,14.92,28
14.9, 2.993, 58.0,58.43,2019-07-09 15:00:00,15.21,28
15.2, 2.271, 58.4,61.38,2019-07-09 16:00:00,14.79,28
14.8, 2.132, 61.4,65.42,2019-07-09 17:00:00,14.52,28
14.5, 1.876, 65.4,68.81,2019-07-09 18:00:00,14.16,28
14.2, 1.777, 68.8,71.6,2019-07-09 19:00:00,13.86,28
13.9, 1.84, 71.6,73.02,2019-07-09 20:00:00,13.63,28
13.6, 0.842, 73.0,76.92,2019-07-09 21:00:00,13.39,28
13.4, 0.627, 76.9,78.22,2019-07-09 22:00:00,13.25,28
13.3, 1.4, 78.2,85.5,2019-07-09 23:00:00,12.64,28
12.6, 1.852, 85.5,86.3,2019-07-10 00:00:00,12.33,28
12.3, 1.391, 86.3,89.3,2019-07-10 01:00:00,11.7,28
11.7, 0.878, 89.3,89.7,2019-07-10 02:00:00,11.31,28
11.3, 1.876, 89.7,91.5,2019-07-10 03:00:00,10.41,28
10.4, 1.609, 91.5,94.1,2019-07-10 04:00:00,9.85,28
9.9, 0.737, 94.1,93.5,2019-07-10 05:00:00,10.24,28
10.2, 1.926, 93.5,93.2,2019-07-10 06:00:00,10.66,28
10.7, 1.077, 93.2,92.1,2019-07-10 07:00:00,11.0,28
11.0, 1.297, 92.1,86.2,2019-07-10 08:00:00,12.35,28
12.4, 1.374, 86.2,79.37,2019-07-10 09:00:00,13.74,28
13.7, 1.563, 79.4,73.33,2019-07-10 10:00:00,15.13,28
15.1, 1.447, 73.3,63.57,2019-07-10 11:00:00,16.77,28
16.8, 1.438, 63.6,66.25,2019-07-10 12:00:00,15.96,28
16.0, 1.435, 66.3,67.13,2019-07-10 13:00:00,16.22,28
16.2, 1.426, 67.1,60.72,2019-07-10 14:00:00,17.43,28
17.4, 1.301, 60.7,59.13,2019-07-10 15:00:00,18.06,28
18.1, 1.845, 59.1,59.3,2019-07-10 16:00:00,18.33,28
18.3, None, 59.3,56.97,2019-07-10 17:00:00,18.91,28
18.9, None, 57.0,61.7,2019-07-10 18:00:00,17.8,28
18.9, 2.052, 57.0,61.25,2019-07-10 19:00:00,18.08,28
18.1, 1.646, 61.3,68.23,2019-07-10 20:00:00,16.52,28
16.5, 1.372, 68.2,75.99,2019-07-10 21:00:00,15.07,28
15.1, 1.341, 76.0,81.5,2019-07-10 22:00:00,14.05,28
14.1, 0.846, 81.5,86.3,2019-07-10 23:00:00,12.82,28
12.8, 0.372, 86.3,90.3,2019-07-11 00:00:00,11.63,28
11.6, 0.785, 90.3,93.5,2019-07-11 01:00:00,10.73,28
10.7, 1.096, 93.5,96.1,2019-07-11 02:00:00,9.97,28
10.0, 0.95, 96.1,97.3,2019-07-11 03:00:00,9.43,28
9.4, 0.511, 97.3,97.8,2019-07-11 04:00:00,8.9,28
8.9, 0.758, 97.8,98.0,2019-07-11 05:00:00,8.62,28
8.6, 0.786, 98.0,98.2,2019-07-11 06:00:00,8.9,28
8.9, 0.448, 98.2,98.3,2019-07-11 07:00:00,9.2,28
9.2, 1.215, 98.3,98.4,2019-07-11 08:00:00,10.02,28
10.0, 1.217, 98.4,95.6,2019-07-11 09:00:00,12.37,28
12.4, 1.29, 95.6,75.92,2019-07-11 10:00:00,16.63,28
16.6, 1.754, 75.9,65.98,2019-07-11 11:00:00,19.54,28
19.5, 1.485, 66.0,54.81,2019-07-11 12:00:00,22.92,28
22.9, 3.413, 54.8,45.53,2019-07-11 13:00:00,24.27,28
24.3, 5.116, 45.5,44.1,2019-07-11 14:00:00,24.51,28
24.5, 6.287, 44.1,43.7,2019-07-11 15:00:00,24.93,28
24.9, 5.561, 43.7,43.77,2019-07-11 16:00:00,24.77,28
24.8, 5.898, 43.8,44.46,2019-07-11 17:00:00,24.31,28
24.3, 7.155, 44.5,46.25,2019-07-11 18:00:00,22.98,28
23.0, 2.523, 46.3,53.52,2019-07-11 19:00:00,20.42,28
20.4, 5.358, 53.5,49.31,2019-07-11 20:00:00,20.1,28
20.1, 4.208, 49.3,54.88,2019-07-11 21:00:00,18.69,28
18.7, 2.87, 54.9,58.49,2019-07-11 22:00:00,17.68,28
17.7, 2.571, 58.5,61.79,2019-07-11 23:00:00,17.03,28
17.0, 2.151, 61.8,64.75,2019-07-12 00:00:00,16.53,28
16.5, 2.845, 64.8,67.57,2019-07-12 01:00:00,15.99,28
16.0, 3.843, 67.6,69.14,2019-07-12 02:00:00,15.65,28
15.7, 3.759, 69.1,71.97,2019-07-12 03:00:00,15.1,28
15.1, 3.328, 72.0,73.64,2019-07-12 04:00:00,14.86,28
14.9, 3.135, 73.6,73.78,2019-07-12 05:00:00,14.88,28
14.9, 2.993, 73.8,71.73,2019-07-12 06:00:00,15.61,28
15.6, 2.521, 71.7,68.88,2019-07-12 07:00:00,16.72,28
16.7, 2.631, 68.9,64.34,2019-07-12 08:00:00,18.37,28
18.4, 4.113, 64.3,55.99,2019-07-12 09:00:00,20.64,28
20.6, 5.525, 56.0,47.71,2019-07-12 10:00:00,22.31,28
22.3, 4.959, 47.7,42.67,2019-07-12 11:00:00,23.45,28
23.5, 4.562, 42.7,38.93,2019-07-12 12:00:00,24.7,28
24.7, 4.686, 38.9,35.49,2019-07-12 13:00:00,25.41,28
25.4, 5.381, 35.5,33.43,2019-07-12 14:00:00,25.8,28
25.8, 5.026, 33.4,38.32,2019-07-12 15:00:00,25.4,28
25.4, 4.916, 38.3,39.59,2019-07-12 16:00:00,24.26,28
24.3, 4.749, 39.6,52.38,2019-07-12 17:00:00,21.1,28
21.1, 1.901, 52.4,52.19,2019-07-12 18:00:00,21.89,28
21.9, 2.008, 52.2,47.75,2019-07-12 19:00:00,21.43,28
21.4, 0.957, 47.8,50.76,2019-07-12 20:00:00,20.81,28
20.8, 3.789, 50.8,65.54,2019-07-12 21:00:00,19.03,28
19.0, 4.0, 65.5,78.4,2019-07-12 22:00:00,17.48,28
17.5, 2.626, 78.4,79.33,2019-07-12 23:00:00,16.81,28
16.8, 3.263, 79.3,79.5,2019-07-13 00:00:00,16.03,28
