ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,SWE,ONE_DAY_SNOW,time,air_temp_1,MIN_TEMP,MAX_TEMP,week_of_year
None, 349.0, 526.0, None, None,2019-04-16 00:00:00, 2.9, None, None,16
None, 350.0, 526.0, None, None,2019-04-16 01:00:00, 2.7, None, None,16
None, 350.0, 526.0, None, None,2019-04-16 02:00:00, 1.3, None, None,16
None, 350.0, 526.0, None, None,2019-04-16 03:00:00, 0.3, None, None,16
None, 350.0, 526.0, None, None,2019-04-16 04:00:00, -0.8, None, None,16
None, 351.0, 526.0, None, None,2019-04-16 05:00:00, -1.8, None, None,16
None, 354.0, 526.0, None, None,2019-04-16 06:00:00, -2.8, None, None,16
None, 357.0, 527.0, None, None,2019-04-16 07:00:00, -3.0, None, None,16
None, 359.0, 527.0, None, None,2019-04-16 08:00:00, -3.2, None, None,16
None, 355.0, 527.0, None, None,2019-04-16 09:00:00, -2.6, None, None,16
None, 354.0, 527.0, None, None,2019-04-16 10:00:00, -2.7, None, None,16
None, 355.0, 527.0, None, None,2019-04-16 11:00:00, -2.5, None, None,16
None, 357.0, 527.0, None, None,2019-04-16 12:00:00, -2.1, None, None,16
None, 357.0, 527.0, None, None,2019-04-16 13:00:00, -2.1, None, None,16
None, 358.0, 527.0, None, None,2019-04-16 14:00:00, -2.1, None, None,16
None, 357.0, 528.0, None, None,2019-04-16 15:00:00, -2.0, None, None,16
None, 356.0, 528.0, 438.0, None,2019-04-16 16:00:00, -1.5, None, None,16
None, 348.0, 528.0, None, None,2019-04-16 17:00:00, 0.3, None, None,16
None, 343.0, 528.0, None, None,2019-04-16 18:00:00, 1.1, None, None,16
None, 342.0, 528.0, None, None,2019-04-16 19:00:00, 1.8, None, None,16
None, 347.0, 528.0, None, None,2019-04-16 20:00:00, 1.9, None, None,16
None, 348.0, 529.0, None, None,2019-04-16 21:00:00, 1.4, None, None,16
None, 350.0, 529.0, None, None,2019-04-16 22:00:00, 1.9, None, None,16
None, 351.0, 530.0, None, None,2019-04-16 23:00:00, 1.5, None, None,16
None, 352.0, 530.0, None, None,2019-04-17 00:00:00, 3.0, None, None,16
None, 354.0, 530.0, None, None,2019-04-17 01:00:00, 2.7, None, None,16
None, 354.0, 531.0, None, None,2019-04-17 02:00:00, 1.3, None, None,16
None, 354.0, 531.0, None, None,2019-04-17 03:00:00, 0.0, None, None,16
None, 354.0, 531.0, None, None,2019-04-17 04:00:00, -0.8, None, None,16
None, 354.0, 531.0, None, None,2019-04-17 05:00:00, -1.1, None, None,16
None, 355.0, 531.0, None, None,2019-04-17 06:00:00, -1.1, None, None,16
None, 355.0, 530.0, None, None,2019-04-17 07:00:00, -1.2, None, None,16
None, 355.0, 529.0, None, None,2019-04-17 08:00:00, -1.1, None, None,16
None, 355.0, 528.0, None, None,2019-04-17 09:00:00, -1.3, None, None,16
None, 356.0, 528.0, None, None,2019-04-17 10:00:00, -1.8, None, None,16
None, 356.0, 527.0, None, None,2019-04-17 11:00:00, -1.8, None, None,16
None, 356.0, 527.0, None, None,2019-04-17 12:00:00, -2.3, None, None,16
None, 357.0, 527.0, None, None,2019-04-17 13:00:00, -2.0, None, None,16
None, 357.0, 527.0, None, None,2019-04-17 14:00:00, -2.0, None, None,16
None, 357.0, 526.0, None, None,2019-04-17 15:00:00, -1.7, None, None,16
None, 357.0, 526.0, 441.0, None,2019-04-17 16:00:00, -1.2, None, None,16
None, 357.0, 525.0, None, None,2019-04-17 17:00:00, -0.1, None, None,16
None, 352.0, 524.0, None, None,2019-04-17 18:00:00, 0.7, None, None,16
None, 348.0, 523.0, None, None,2019-04-17 19:00:00, 1.5, None, None,16
None, 347.0, 523.0, None, None,2019-04-17 20:00:00, 5.8, None, None,16
None, 354.0, 524.0, None, None,2019-04-17 21:00:00, 3.3, None, None,16
