wind_direction,air_temperature,wind_gust_speed,tendency_amount,wind_speed,mean_sea_level,dew_point,snow_amount,air_temperature_yesterday_high,relative_humidity,time,air_temperature_yesterday_low,total_precipitation,week_of_year
202.5, 3.6, None, 0.28, 10.0, 99.7, -3.9, None, None, 58.0,2023-04-09 00:00:00, None, None,15
157.5, 3.3, None, 0.24, 8.0, 99.8, -4.0, None, None, 59.0,2023-04-09 01:00:00, None, None,15
225.0, 2.7, None, 0.15, 10.0, 99.8, -4.3, None, None, 60.0,2023-04-09 02:00:00, None, None,15
225.0, 1.9, None, 0.07, 8.0, 99.8, -5.0, None, None, 60.0,2023-04-09 03:00:00, None, None,15
180.0, 2.7, None, -0.03, 11.0, 99.7, -6.1, None, None, 52.0,2023-04-09 04:00:00, None, None,15
247.5, 1.2, None, -0.06, 4.0, 99.7, -6.1, None, None, 58.0,2023-04-09 05:00:00, None, None,15
292.5, -1.6, None, -0.12, 5.0, 99.7, -5.2, None, None, 77.0,2023-04-09 06:00:00, None, None,15
292.5, -0.8, None, -0.16, 4.0, 99.6, -5.4, None, None, 71.0,2023-04-09 07:00:00, None, None,15
67.5, -0.8, None, -0.24, 7.0, 99.5, -6.3, None, None, 66.0,2023-04-09 08:00:00, None, None,15
112.5, 3.4, None, -0.25, 11.0, 99.4, -6.2, None, None, 49.0,2023-04-09 09:00:00, None, None,15
22.5, 4.1, None, -0.31, 6.0, 99.2, -6.1, None, None, 48.0,2023-04-09 10:00:00, None, None,15
90.0, 5.1, None, -0.35, 12.0, 99.1, -5.8, None, None, 45.0,2023-04-09 11:00:00, None, None,15
90.0, 5.5, 35.0, -0.46, 19.0, 98.9, -5.5, None, None, 45.0,2023-04-09 12:00:00, None, None,15
90.0, 6.5, 34.0, -0.53, 15.0, 98.6, -5.5, None, None, 42.0,2023-04-09 13:00:00, None, None,15
112.5, 5.8, 32.0, -0.48, 13.0, 98.6, -4.0, None, None, 49.0,2023-04-09 14:00:00, None, None,15
112.5, 6.8, None, -0.36, 14.0, 98.5, -4.5, None, None, 44.0,2023-04-09 15:00:00, None, None,15
202.5, 7.7, 43.0, -0.2, 13.0, 98.4, -4.6, None, 7.9, 41.0,2023-04-09 16:00:00, -6.3, 0.0,15
202.5, 7.7, None, -0.2, 13.0, 98.4, -4.6, None, None, 41.0,2023-04-09 17:00:00, None, None,15
67.5, -2.9, None, None, 6.0, None, -11.4, None, None, 52.0,2023-04-11 10:00:00, None, None,15
90.0, -0.1, None, None, 2.0, None, -11.7, None, None, 41.0,2023-04-11 11:00:00, None, None,15
45.0, 1.8, None, None, 7.0, None, -11.3, None, None, 37.0,2023-04-11 12:00:00, None, None,15
180.0, 4.0, None, 0.03, 6.0, None, -9.2, None, None, 38.0,2023-04-11 13:00:00, None, None,15
202.5, 4.9, None, 0.03, 11.0, None, -9.6, None, None, 34.0,2023-04-11 14:00:00, None, None,15
225.0, 5.2, None, 0.01, 11.0, None, -9.3, None, None, 34.0,2023-04-11 15:00:00, None, None,15
247.5, 5.7, None, 0.02, 7.0, None, -10.5, None, None, 30.0,2023-04-11 16:00:00, None, None,15
225.0, 5.8, 27.0, 0.02, 17.0, None, -8.9, None, None, 34.0,2023-04-11 17:00:00, None, None,15
225.0, 5.7, None, 0.06, 18.0, None, -10.0, None, None, 31.0,2023-04-11 18:00:00, None, None,15
247.5, 5.5, None, 0.06, 12.0, None, -10.5, None, None, 31.0,2023-04-11 19:00:00, None, None,15
315.0, 1.9, None, 0.07, 3.0, None, -9.5, None, None, 42.0,2023-04-11 20:00:00, None, None,15
247.5, 2.9, None, 0.1, 7.0, None, -7.9, None, None, 45.0,2023-04-11 21:00:00, None, None,15
22.5, -2.0, None, 0.14, 3.0, 101.6, -8.3, None, None, 62.0,2023-04-11 22:00:00, None, None,15
270.0, -2.8, None, 0.17, 3.0, 101.6, -7.6, None, None, 70.0,2023-04-11 23:00:00, None, None,15
225.0, -2.8, None, 0.15, 1.0, 101.7, -7.4, None, None, 71.0,2023-04-12 00:00:00, None, None,15
270.0, -3.3, None, 0.11, 5.0, 101.7, -8.3, None, None, 68.0,2023-04-12 01:00:00, None, None,15
None, -3.9, None, 0.06, 0.0, 101.7, -9.0, None, None, 68.0,2023-04-12 02:00:00, None, None,15
