WDIR_VECT,time,TEMP_MEAN,HUMIDITY,week_of_year
202.2,2018-11-26 00:00:00,5.4,78.6,48
207.7,2018-11-26 01:00:00,4.9,84.7,48
203.2,2018-11-26 02:00:00,4.9,85.2,48
188.1,2018-11-26 03:00:00,4.8,86.9,48
185.2,2018-11-26 04:00:00,4.8,86.5,48
164.2,2018-11-26 05:00:00,4.6,86.6,48
161.9,2018-11-26 06:00:00,3.7,91.0,48
201.7,2018-11-26 07:00:00,2.5,94.0,48
126.7,2018-11-26 08:00:00,2.0,96.4,48
157.4,2018-11-26 09:00:00,2.3,95.6,48
209.4,2018-11-26 10:00:00,2.6,94.9,48
142.3,2018-11-26 11:00:00,3.1,94.8,48
138.4,2018-11-26 12:00:00,3.4,95.2,48
167.3,2018-11-26 13:00:00,4.1,94.9,48
173.1,2018-11-26 14:00:00,5.0,92.5,48
182.7,2018-11-26 15:00:00,5.9,85.9,48
159.0,2018-11-26 16:00:00,5.6,87.5,48
174.3,2018-11-26 17:00:00,4.8,92.6,48
157.7,2018-11-26 18:00:00,4.5,94.4,48
170.7,2018-11-26 19:00:00,4.3,96.0,48
158.3,2018-11-26 20:00:00,4.4,95.8,48
151.3,2018-11-26 21:00:00,4.2,96.3,48
163.3,2018-11-26 22:00:00,4.2,95.9,48
168.5,2018-11-26 23:00:00,4.1,95.3,48
160.7,2018-11-27 00:00:00,3.8,94.9,48
156.1,2018-11-27 01:00:00,2.7,96.1,48
149.4,2018-11-27 02:00:00,2.2,97.1,48
350.7,2018-11-27 03:00:00,1.7,97.5,48
286.0,2018-11-27 04:00:00,1.6,97.9,48
160.5,2018-11-27 05:00:00,1.5,98.2,48
17.8,2018-11-27 06:00:00,1.5,98.3,48
331.6,2018-11-27 07:00:00,1.5,98.4,48
117.3,2018-11-27 08:00:00,1.7,98.4,48
179.7,2018-11-27 09:00:00,1.9,98.4,48
309.2,2018-11-27 10:00:00,2.3,98.2,48
332.4,2018-11-27 11:00:00,2.6,97.9,48
152.4,2018-11-27 12:00:00,2.9,97.7,48
157.3,2018-11-27 13:00:00,3.6,97.3,48
173.1,2018-11-27 14:00:00,4.2,95.4,48
165.1,2018-11-27 15:00:00,4.2,93.7,48
180.8,2018-11-27 16:00:00,4.0,94.7,48
163.2,2018-11-27 17:00:00,3.8,94.1,48
168.9,2018-11-27 18:00:00,3.6,93.6,48
157.8,2018-11-27 19:00:00,3.2,95.5,48
142.1,2018-11-27 20:00:00,2.8,96.9,48
148.9,2018-11-27 21:00:00,2.7,97.4,48
143.9,2018-11-27 22:00:00,2.5,96.9,48
148.4,2018-11-27 23:00:00,2.3,96.9,48
146.3,2018-11-28 00:00:00,2.1,97.1,48
142.5,2018-11-28 01:00:00,1.9,97.0,48
132.3,2018-11-28 02:00:00,1.9,96.7,48
157.3,2018-11-28 03:00:00,1.7,97.0,48
38.4,2018-11-28 04:00:00,1.4,97.6,48
340.3,2018-11-28 05:00:00,1.3,98.0,48
318.0,2018-11-28 06:00:00,1.3,98.2,48
246.1,2018-11-28 07:00:00,1.2,98.4,48
328.7,2018-11-28 08:00:00,1.2,98.5,48
172.3,2018-11-28 09:00:00,1.3,98.5,48
249.5,2018-11-28 10:00:00,1.7,98.3,48
157.2,2018-11-28 11:00:00,2.5,97.4,48
316.3,2018-11-28 12:00:00,3.8,93.4,48
309.0,2018-11-28 13:00:00,4.3,92.1,48
340.0,2018-11-28 14:00:00,4.4,92.2,48
344.4,2018-11-28 15:00:00,4.2,94.4,48
350.5,2018-11-28 16:00:00,4.0,95.0,48
14.8,2018-11-28 17:00:00,3.5,96.1,48
234.5,2018-11-28 18:00:00,3.1,96.9,48
230.4,2018-11-28 19:00:00,2.8,97.4,48
164.8,2018-11-28 20:00:00,2.9,97.7,48
163.2,2018-11-28 21:00:00,2.8,97.9,48
165.0,2018-11-28 22:00:00,2.8,98.2,48
168.3,2018-11-28 23:00:00,2.4,98.3,48
154.3,2018-11-29 00:00:00,2.2,98.2,48
147.0,2018-11-29 01:00:00,1.4,98.0,48
154.5,2018-11-29 02:00:00,1.0,98.0,48
173.3,2018-11-29 03:00:00,0.8,98.1,48
157.1,2018-11-29 04:00:00,0.7,98.0,48
155.6,2018-11-29 05:00:00,0.6,98.1,48
147.5,2018-11-29 06:00:00,0.3,98.6,48
