pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,time,snw_dpth,stn_pres,week_of_year
None, -1.806, 79.88, 4.0, None, 53.75, 0.745, 160.6, -5.0, None, -1.8, -2.0, -5.0, 0.0, None, 0.0, 80.0,2022-03-19 00:00:00, None, None,12
None, -1.554, 79.28, 4.0, None, 48.18, 0.667, 154.4, -4.0, None, -1.6, -2.0, -4.0, 0.0, None, 0.0, 79.0,2022-03-19 01:00:00, None, None,12
None, -1.952, 81.4, 4.0, None, 77.57, 0.482, 231.8, -4.0, None, -2.0, -2.2, -4.0, 0.0, None, 0.0, 81.0,2022-03-19 02:00:00, None, None,12
None, -1.664, 80.6, 4.0, None, 67.46, 0.934, 195.9, -5.0, None, -1.7, -2.2, -5.0, 0.0, None, 0.0, 81.0,2022-03-19 03:00:00, None, None,12
None, -1.67, 79.78, 4.0, None, 42.84, 1.598, 183.5, -4.0, None, -1.7, -2.2, -4.0, 0.0, None, 0.0, 80.0,2022-03-19 04:00:00, None, None,12
None, -1.767, 80.3, 4.0, None, 66.48, 1.141, 192.9, -5.0, None, -1.8, -2.2, -5.0, 0.0, None, 0.0, 80.0,2022-03-19 05:00:00, None, None,12
None, -1.818, 80.7, 4.0, None, 30.06, 0.951, 172.2, -5.0, None, -1.8, -2.2, -5.0, 0.0, None, 0.0, 81.0,2022-03-19 06:00:00, None, None,12
None, -1.851, 80.5, -1.6, None, 53.83, 2.172, 163.2, -5.0, None, -1.9, -2.1, -5.0, 0.0, None, 0.0, 81.0,2022-03-19 07:00:00, None, None,12
None, -1.867, 81.4, -1.5, None, 44.54, 2.092, 162.3, -4.0, None, -1.9, -2.1, -4.0, 0.0, None, 0.0, 81.0,2022-03-19 08:00:00, None, None,12
None, 0.661, 70.25, 0.5, None, 50.25, 1.996, 156.3, -4.0, None, 0.7, -2.1, -4.0, 0.0, None, 0.0, 70.0,2022-03-19 09:00:00, None, None,12
