pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, None, -3.011, 87.2, None, None, None, None, 13.81, 0.0, 0.0, 2.985, -4.0, None, -3.0, -3.9, 0.0, None, None, -2.6, None, None, 87.0, None,2022-03-19 00:00:00, 206.0, None, 205.9,12
None, None, -2.932, 88.8, None, None, None, None, 3.79, 0.0, 0.0, 42.33, -4.0, None, -2.9, -3.9, 0.0, None, None, -2.6, None, None, 89.0, None,2022-03-19 01:00:00, 206.0, None, 205.8,12
None, None, -3.341, 92.5, None, None, None, None, 32.84, 0.0, 0.0, 97.5, -4.0, None, -3.3, -3.9, 0.1, None, None, -2.6, None, None, 93.0, None,2022-03-19 02:00:00, 205.0, None, 205.4,12
None, None, -3.601, 95.8, None, None, None, None, 11.56, 0.0, 0.0, 174.9, -4.0, None, -3.6, -3.9, -0.1, None, None, -2.6, None, None, 96.0, None,2022-03-19 03:00:00, 205.0, None, 204.8,12
None, None, -3.434, 97.2, None, None, None, None, 1.86, 0.0, 0.0, 193.2, -3.0, None, -3.4, -3.9, 0.0, None, None, -2.6, None, None, 97.0, None,2022-03-19 04:00:00, 204.0, None, 204.2,12
None, None, -3.321, 97.4, None, None, None, None, 0.484, 1.0, 0.0, 196.6, -4.0, None, -3.3, -3.9, 0.0, None, None, -2.6, None, None, 97.0, None,2022-03-19 05:00:00, 204.0, None, 204.4,12
None, None, -3.185, 98.0, None, None, None, None, 0.131, 0.0, 0.0, 197.6, -3.0, None, -3.2, -3.9, 0.3, None, None, -2.6, None, None, 98.0, None,2022-03-19 06:00:00, 205.0, None, 205.3,12
None, None, -3.163, 98.1, None, None, None, None, 1.114, 0.0, 0.0, 199.9, -3.0, None, -3.2, -3.9, 0.2, None, None, -2.6, None, None, 98.0, None,2022-03-19 07:00:00, 205.0, None, 205.3,12
None, None, -3.086, 98.2, None, None, None, None, 0.604, 0.0, 0.0, 201.4, -3.0, None, -3.1, -3.3, 0.8, None, None, -3.0, None, None, 98.0, None,2022-03-19 08:00:00, 207.0, None, 207.0,12
None, None, -2.712, 98.5, None, None, None, None, 0.251, 0.0, 0.0, 201.7, -2.0, None, -2.7, -3.3, 0.7, None, None, -2.4, None, None, 99.0, None,2022-03-19 09:00:00, 208.0, None, 207.7,12
None, None, -1.973, 97.9, None, None, None, None, 5.588, 0.0, 0.0, 195.8, -2.0, None, -2.0, -3.3, 0.8, None, None, -1.4, None, None, 98.0, None,2022-03-19 10:00:00, 208.0, None, 208.0,12
None, None, -2.014, 97.1, None, None, None, None, 1.645, 0.0, 0.0, 188.0, -3.0, None, -2.0, -3.3, 1.7, None, None, -1.4, None, None, 97.0, None,2022-03-19 11:00:00, 210.0, None, 210.0,12
None, None, -2.764, 95.4, None, None, None, None, 1.687, 0.0, 0.0, 181.1, -4.0, None, -2.8, -3.3, 0.5, None, None, -1.4, None, None, 95.0, None,2022-03-19 12:00:00, 208.0, None, 208.1,12
None, None, -2.137, 92.8, None, None, None, None, 46.98, 0.0, 0.0, 163.7, -2.0, None, -2.1, -3.3, -0.2, None, None, -1.1, None, None, 93.0, None,2022-03-19 13:00:00, 209.0, None, 208.9,12
None, None, -1.795, 89.4, None, None, None, None, 16.59, 0.0, 0.0, 1.556, -4.0, None, -1.8, -3.3, 0.4, None, None, -0.6, None, None, 89.0, None,2022-03-19 14:00:00, 208.0, None, 207.7,12
None, None, -3.016, 89.4, None, None, None, None, 0.334, 0.0, 0.0, 354.9, -4.0, None, -3.0, -3.6, 0.4, None, None, -0.6, None, None, 89.0, None,2022-03-19 15:00:00, 208.0, None, 208.2,12
None, None, -3.484, 87.0, None, None, None, None, 0.321, 0.0, 0.0, 354.9, -6.0, None, -3.5, -3.6, -0.1, None, None, -0.6, None, None, 87.0, None,2022-03-19 16:00:00, 208.0, None, 208.4,12
None, None, -4.038, 87.6, None, None, None, None, 0.19, 0.0, 0.0, 354.9, -6.0, None, -4.0, -4.4, 0.1, None, None, -0.6, None, None, 88.0, None,2022-03-19 17:00:00, 208.0, None, 207.7,12
None, None, -5.008, 85.5, None, None, None, None, 0.252, 0.0, 0.0, 354.9, -8.0, None, -5.0, -5.4, 0.0, None, None, -0.6, None, None, 86.0, None,2022-03-19 18:00:00, 208.0, None, 207.7,12
