RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,PRECIP_DETECTOR_RATIO,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,rel_hum,time,stn_pres,week_of_year
16.61, None, None, None,4.809,182.9, None, None,-12.0, None, None, None, None, None, None, None, None,12.79, None, None, None, None,13.54, None, None, None, None, None,2019-07-30 00:00:00, None,31
16.62, None, None, None,5.003,131.6, None, None,-12.0, None, None, None, None, None, None, None, None,12.76, None, None, None, None,25.16, None, None, None, None, None,2019-07-30 01:00:00, None,31
16.62, None, None, None,3.836,82.3, None, None,-12.0, None, None, None, None, None, None, None, None,12.57, None, None, None, None,14.39, None, None, None, None, None,2019-07-30 02:00:00, None,31
16.65, None, None, None,3.296,86.2, None, None,-12.0, None, None, None, None, None, None, None, None,12.67, None, None, None, None,21.24, None, None, None, None, None,2019-07-30 03:00:00, None,31
16.66, None, None, None,1.005,168.9, None, None,-12.0, None, None, None, None, None, None, None, None,12.64, None, None, None, None,59.31, None, None, None, None, None,2019-07-30 04:00:00, None,31
16.77, None, None, None,9.23,250.2, None, None,-12.0, None, None, None, None, None, None, None, None,12.28, None, None, None, None,23.32, None, None, None, None, None,2019-07-30 05:00:00, None,31
17.06, None, None, None,7.43,257.9, None, None,-13.0, None, None, None, None, None, None, None, None,11.51, None, None, None, None,14.29, None, None, None, None, None,2019-07-30 06:00:00, None,31
17.21, None, None, None,7.42,268.2, None, None,-13.0, None, None, None, None, None, None, None, None,10.79, None, None, None, None,16.15, None, None, None, None, None,2019-07-30 07:00:00, None,31
17.13, None, None, None,7.75,273.7, None, None,-13.0, None, None, None, None, None, None, None, None,11.08, None, None, None, None,13.15, None, None, None, None, None,2019-07-30 08:00:00, None,31
17.14, None, None, None,4.181,274.0, None, None,-13.0, None, None, None, None, None, None, None, None,10.82, None, None, None, None,21.18, None, None, None, None, None,2019-07-30 09:00:00, None,31
17.28, None, None, None,4.696,268.6, None, None,-13.0, None, None, None, None, None, None, None, None,10.56, None, None, None, None,24.39, None, None, None, None, None,2019-07-30 10:00:00, None,31
17.5, None, None, None,6.337,272.6, None, None,-14.0, None, None, None, None, None, None, None, None,9.85, None, None, None, None,22.63, None, None, None, None, None,2019-07-30 11:00:00, None,31
17.27, None, None, None,7.88,273.4, None, None,-13.0, None, None, None, None, None, None, None, None,10.61, None, None, None, None,22.82, None, None, None, None, None,2019-07-30 12:00:00, None,31
16.75, None, None, None,3.978,284.0, None, None,-12.0, None, None, None, None, None, None, None, None,12.35, None, None, None, None,35.1, None, None, None, None, None,2019-07-30 13:00:00, None,31
16.41, None, None, None,4.048,300.3, None, None,-12.0, None, None, None, None, None, None, None, None,13.47, None, None, None, None,37.34, None, None, None, None, None,2019-07-30 14:00:00, None,31
15.98, None, None, None,5.737,310.1, None, None,-11.0, None, None, None, None, None, None, None, None,14.7, None, None, None, None,33.75, None, None, None, None, None,2019-07-30 15:00:00, None,31
15.71, None, None, None,7.1,300.9, None, None,-10.0, None, None, None, None, None, None, None, None,15.79, None, None, None, None,31.79, None, None, None, None, None,2019-07-30 16:00:00, None,31
15.52, None, None, None,10.06,298.7, None, None,-10.0, None, None, None, None, None, None, None, None,16.45, None, None, None, None,22.77, None, None, None, None, None,2019-07-30 17:00:00, None,31
16.17, None, None, None,10.01,297.1, None, None,-11.0, None, None, None, None, None, None, None, None,14.07, None, None, None, None,19.36, None, None, None, None, None,2019-07-30 18:00:00, None,31
15.88, None, None, None,10.43,299.6, None, None,-10.0, None, None, None, None, None, None, None, None,15.23, None, None, None, None,19.28, None, None, None, None, None,2019-07-30 19:00:00, None,31
16.21, None, None, None,10.07,297.3, None, None,-11.0, None, None, None, None, None, None, None, None,14.13, None, None, None, None,17.95, None, None, None, None, None,2019-07-30 20:00:00, None,31
16.92, None, None, None,8.33,291.2, None, None,-12.0, None, None, None, None, None, None, None, None,11.78, None, None, None, None,16.53, None, None, None, None, None,2019-07-30 21:00:00, None,31
16.94, None, None, None,7.49,274.7, None, None,-13.0, None, None, None, None, None, None, None, None,11.47, None, None, None, None,15.36, None, None, None, None, None,2019-07-30 22:00:00, None,31
17.08, None, None, None,8.56,276.5, None, None,-13.0, None, None, None, None, None, None, None, None,11.25, None, None, None, None,12.03, None, None, None, None, None,2019-07-30 23:00:00, None,31
17.16, None, None, None,6.811,288.4, None, None,-13.0, None, None, None, None, None, None, None, None,10.97, None, None, None, None,10.16, None, None, None, None, None,2019-07-31 00:00:00, None,31
17.17, None, None, None,4.273,277.1, None, None,-13.0, None, None, None, None, None, None, None, None,10.92, None, None, None, None,18.7, None, None, None, None, None,2019-07-31 01:00:00, None,31
17.11, None, None, None,3.44,250.8, None, None,-13.0, None, None, None, None, None, None, None, None,10.93, None, None, None, None,31.88, None, None, None, None, None,2019-07-31 02:00:00, None,31
17.32, None, None, None,9.87,240.0, None, None,-13.0, None, None, None, None, None, None, None, None,10.42, None, None, None, None,19.57, None, None, None, None, None,2019-07-31 03:00:00, None,31
17.71, None, None, None,7.2,259.8, None, None,-14.0, None, None, None, None, None, None, None, None,9.12, None, None, None, None,19.51, None, None, None, None, None,2019-07-31 04:00:00, None,31
17.6, None, None, None,5.316,277.2, None, None,-14.0, None, None, None, None, None, None, None, None,9.49, None, None, None, None,13.58, None, None, None, None, None,2019-07-31 05:00:00, None,31
17.67, None, None, None,9.53,245.2, None, None,-14.0, None, None, None, None, None, None, None, None,9.27, None, None, None, None,10.75, None, None, None, None, None,2019-07-31 06:00:00, None,31
17.46, None, None, None,9.18,246.1, None, None,-14.0, None, None, None, None, None, None, None, None,9.95, None, None, None, None,18.11, None, None, None, None, None,2019-07-31 07:00:00, None,31
16.82, None, None, None,2.112,251.0, None, None,-12.0, None, None, None, None, None, None, None, None,12.1, None, None, None, None,30.81, None, None, None, None, None,2019-07-31 08:00:00, None,31
17.04, None, None, None,4.448,88.3, None, None,-13.0, None, None, None, None, None, None, None, None,11.36, None, None, None, None,18.66, None, None, None, None, None,2019-07-31 09:00:00, None,31
16.69, None, None, None,5.169,85.8, None, None,-12.0, None, None, None, None, None, None, None, None,12.52, None, None, None, None,20.59, None, None, None, None, None,2019-07-31 10:00:00, None,31
16.48, None, None, None,2.129,89.1, None, None,-12.0, None, None, None, None, None, None, None, None,13.23, None, None, None, None,26.98, None, None, None, None, None,2019-07-31 11:00:00, None,31
16.27, None, None, None,1.015,315.4, None, None,-11.0, None, None, None, None, None, None, None, None,13.94, None, None, None, None,52.91, None, None, None, None, None,2019-07-31 12:00:00, None,31
16.02, None, None, None,1.016,278.6, None, None,-11.0, None, None, None, None, None, None, None, None,14.78, None, None, None, None,59.43, None, None, None, None, None,2019-07-31 13:00:00, None,31
16.03, None, None, None,2.319,228.3, None, None,-11.0, None, None, None, None, None, None, None, None,14.74, None, None, None, None,58.69, None, None, None, None, None,2019-07-31 14:00:00, None,31
15.7, None, None, None,2.783,282.3, None, None,-10.0, None, None, None, None, None, None, None, None,15.64, None, None, None, None,47.35, None, None, None, None, None,2019-07-31 15:00:00, None,31
14.94, None, None, None,3.993,269.5, None, None,-9.0, None, None, None, None, None, None, None, None,18.16, None, None, None, None,42.2, None, None, None, None, None,2019-07-31 16:00:00, None,31
15.0, None, None, None,5.258,283.2, None, None,-9.0, None, None, None, None, None, None, None, None,17.97, None, None, None, None,34.07, None, None, None, None, None,2019-07-31 17:00:00, None,31
15.4, None, None, None,4.876,258.9, None, None,-10.0, None, None, None, None, None, None, None, None,16.83, None, None, None, None,36.19, None, None, None, None, None,2019-07-31 18:00:00, None,31
16.14, None, None, None,4.268,223.2, None, None,-11.0, None, None, None, None, None, None, None, None,14.14, None, None, None, None,36.91, None, None, None, None, None,2019-07-31 19:00:00, None,31
16.43, None, None, None,4.204,216.7, None, None,-12.0, None, None, None, None, None, None, None, None,13.38, None, None, None, None,43.03, None, None, None, None, None,2019-07-31 20:00:00, None,31
16.94, None, None, None,5.701,177.1, None, None,-13.0, None, None, None, None, None, None, None, None,11.71, None, None, None, None,47.66, None, None, None, None, None,2019-07-31 21:00:00, None,31
16.9, None, None, None,4.799,270.3, None, None,-12.0, None, None, None, None, None, None, None, None,11.84, None, None, None, None,14.72, None, None, None, None, None,2019-07-31 22:00:00, None,31
16.71, None, None, None,3.602,289.6, None, None,-12.0, None, None, None, None, None, None, None, None,12.46, None, None, None, None,16.59, None, None, None, None, None,2019-07-31 23:00:00, None,31
16.66, None, None, None,4.746,283.6, None, None,-12.0, None, None, None, None, None, None, None, None,12.65, None, None, None, None,10.42, None, None, None, None, None,2019-08-01 00:00:00, None,31
16.69, None, None, None,2.693,284.3, None, None,-12.0, None, None, None, None, None, None, None, None,12.53, None, None, None, None,23.91, None, None, None, None, None,2019-08-01 01:00:00, None,31
