time,ONE_DAY_PRECIPITATION,MAX_TEMP,MIN_TEMP,week_of_year
2016-01-22, 4.0,-0.3,-5.0,4
2016-01-23, 0.0,-3.2,-6.7,4
2016-01-24, 0.0,-6.7,-13.8,4
2016-01-25, 6.5,-6.4,-15.3,4
2016-01-26, 0.4,2.1,-6.4,4
2016-01-27, 1.3,-0.7,-5.8,4
2016-01-28, 4.9,2.8,-0.7,4
