time,ONE_DAY_PRECIPITATION,MAX_TEMP,MIN_TEMP,week_of_year
2016-01-22,3.0,6.8,3.2,4
2016-01-23,1.0,5.3,2.4,4
2016-01-24,0.0,4.6,0.1,4
2016-01-25,0.0,6.4,4.2,4
2016-01-26,18.1,6.1,4.2,4
2016-01-27,44.4,8.9,4.3,4
2016-01-28,10.6,8.2,3.8,4
