time,tasmin,tasmax,pcp,week_of_year
2018-10-08,0.3,4.5,15.1,41
2018-10-09,-1.8,0.7,2.0,41
2018-10-10,-3.6,-0.5,0.4,41
2018-10-11,-4.3,8.8,2.7,41
2018-10-12,-1.8,5.6,2.6,41
2018-10-13,-5.4,9.8,0.1,41
2018-10-14,2.5,9.8,0.0,41
