WDIR_VECT,time,TEMP_MEAN,HUMIDITY,week_of_year
138.5,2018-12-03 00:00:00,-1.9,78.6,49
163.4,2018-12-03 01:00:00,-2.0,78.1,49
167.4,2018-12-03 02:00:00,-2.2,79.6,49
167.9,2018-12-03 03:00:00,-2.4,79.4,49
166.1,2018-12-03 04:00:00,-2.6,77.6,49
172.0,2018-12-03 05:00:00,-2.8,76.7,49
162.9,2018-12-03 06:00:00,-2.9,76.4,49
166.0,2018-12-03 07:00:00,-2.9,73.5,49
174.0,2018-12-03 08:00:00,-3.1,72.0,49
169.2,2018-12-03 09:00:00,-3.2,73.9,49
165.9,2018-12-03 10:00:00,-3.3,72.9,49
173.2,2018-12-03 11:00:00,-3.3,72.9,49
162.2,2018-12-03 12:00:00,-3.5,73.0,49
174.0,2018-12-03 13:00:00,-3.5,71.1,49
154.0,2018-12-03 14:00:00,-3.5,71.0,49
213.1,2018-12-03 15:00:00,-3.3,71.2,49
186.1,2018-12-03 16:00:00,-3.2,71.1,49
208.1,2018-12-03 17:00:00,-3.2,71.7,49
194.0,2018-12-03 18:00:00,-3.2,71.6,49
163.1,2018-12-03 19:00:00,-3.2,71.8,49
149.6,2018-12-03 20:00:00,-3.3,72.8,49
142.4,2018-12-03 21:00:00,-3.4,74.3,49
158.7,2018-12-03 22:00:00,-3.4,75.2,49
159.5,2018-12-03 23:00:00,-3.5,75.9,49
159.0,2018-12-04 00:00:00,-3.7,77.5,49
164.3,2018-12-04 01:00:00,-3.9,77.7,49
165.6,2018-12-04 02:00:00,-4.1,78.2,49
170.8,2018-12-04 03:00:00,-4.3,79.2,49
157.4,2018-12-04 04:00:00,-4.7,79.6,49
149.5,2018-12-04 05:00:00,-4.7,80.6,49
161.5,2018-12-04 06:00:00,-4.7,82.6,49
150.6,2018-12-04 07:00:00,-5.0,82.4,49
161.8,2018-12-04 08:00:00,-5.1,82.5,49
196.7,2018-12-04 09:00:00,-5.2,84.2,49
170.7,2018-12-04 10:00:00,-5.6,86.1,49
141.9,2018-12-04 11:00:00,-4.1,76.3,49
29.6,2018-12-04 12:00:00,-3.6,74.4,49
2.9,2018-12-04 13:00:00,-3.4,74.1,49
279.4,2018-12-04 14:00:00,-2.6,71.2,49
312.3,2018-12-04 15:00:00,-4.3,80.1,49
335.4,2018-12-04 16:00:00,-5.0,83.4,49
342.0,2018-12-04 17:00:00,-6.0,86.6,49
335.5,2018-12-04 18:00:00,-7.3,91.0,49
337.8,2018-12-04 19:00:00,-8.1,92.2,49
314.7,2018-12-04 20:00:00,-8.6,92.5,49
229.7,2018-12-04 21:00:00,-9.0,92.2,49
201.1,2018-12-04 22:00:00,-9.5,92.1,49
195.1,2018-12-04 23:00:00,-9.7,91.8,49
151.1,2018-12-05 00:00:00,-9.4,91.2,49
