WDIR_VECT,TEMP_MEAN,WSPD_SCLR,HUMIDITY,time,week_of_year
311.9,-4.4, None,88.6,2018-12-03 00:00:00,49
313.4,-4.0, None,89.6,2018-12-03 01:00:00,49
310.8,-3.8, None,88.9,2018-12-03 02:00:00,49
314.2,-3.7, None,87.9,2018-12-03 03:00:00,49
321.9,-3.7, None,85.6,2018-12-03 04:00:00,49
317.5,-3.8, None,84.7,2018-12-03 05:00:00,49
303.1,-4.0, None,85.0,2018-12-03 06:00:00,49
307.7,-4.1, None,85.6,2018-12-03 07:00:00,49
319.1,-4.3, None,86.2,2018-12-03 08:00:00,49
332.6,-4.3, None,86.9,2018-12-03 09:00:00,49
310.8,-3.9, None,84.2,2018-12-03 10:00:00,49
334.2,-3.4, None,81.1,2018-12-03 11:00:00,49
309.8,-3.1, None,78.5,2018-12-03 12:00:00,49
315.4,-2.8, None,75.4,2018-12-03 13:00:00,49
304.7,-2.5, None,70.4,2018-12-03 14:00:00,49
292.7,-2.4, None,70.1,2018-12-03 15:00:00,49
310.1,-2.6, None,70.1,2018-12-03 16:00:00,49
355.7,-2.9, None,69.3,2018-12-03 17:00:00,49
330.5,-3.2, None,71.9,2018-12-03 18:00:00,49
344.9,-3.6, None,74.1,2018-12-03 19:00:00,49
306.2,-3.8, None,77.5,2018-12-03 20:00:00,49
113.6,-4.0, None,79.5,2018-12-03 21:00:00,49
98.8,-4.2, None,80.8,2018-12-03 22:00:00,49
121.4,-3.8, None,67.2,2018-12-03 23:00:00,49
135.5,-3.8, None,61.8,2018-12-04 00:00:00,49
106.4,-4.1, None,63.5,2018-12-04 01:00:00,49
119.0,-4.3, None,63.3,2018-12-04 02:00:00,49
127.0,-4.6, None,66.5,2018-12-04 03:00:00,49
121.5,-5.1, None,69.0,2018-12-04 04:00:00,49
116.2,-5.6, None,72.2,2018-12-04 05:00:00,49
112.4,-7.0, None,78.0,2018-12-04 06:00:00,49
113.9,-7.2, None,81.0,2018-12-04 07:00:00,49
120.8,-6.5, None,79.5,2018-12-04 08:00:00,49
111.1,-6.8, None,81.5,2018-12-04 09:00:00,49
115.1,-5.4, None,75.7,2018-12-04 10:00:00,49
159.1,-3.2, None,66.5,2018-12-04 11:00:00,49
190.9,-2.6, None,62.0,2018-12-04 12:00:00,49
200.4,-1.9, None,58.2,2018-12-04 13:00:00,49
214.9,-1.4, None,56.7,2018-12-04 14:00:00,49
220.5,-1.7, None,57.8,2018-12-04 15:00:00,49
206.0,-2.2, None,59.0,2018-12-04 16:00:00,49
122.2,-2.4, None,59.2,2018-12-04 17:00:00,49
124.6,-3.0, None,62.9,2018-12-04 18:00:00,49
332.9,-3.1, None,64.7,2018-12-04 19:00:00,49
318.8,-3.5, None,67.1,2018-12-04 20:00:00,49
311.3,-4.2, None,71.2,2018-12-04 21:00:00,49
331.7,-5.2, None,76.2,2018-12-04 22:00:00,49
318.5,-5.5, None,80.5,2018-12-04 23:00:00,49
329.4,-5.9, None,83.6,2018-12-05 00:00:00,49
290.3,-5.9, None,83.3,2018-12-05 01:00:00,49
343.8,-5.9, None,76.5,2018-12-05 02:00:00,49
343.0,-6.3, None,72.1,2018-12-05 03:00:00,49
358.4,-6.6, None,72.7,2018-12-05 04:00:00,49
354.6,-6.9, None,73.2,2018-12-05 05:00:00,49
326.9,-6.8, None,74.9,2018-12-05 06:00:00,49
322.2,-7.3, None,71.4,2018-12-05 07:00:00,49
2.0,-7.6, None,72.8,2018-12-05 08:00:00,49
97.3,-7.5, None,77.4,2018-12-05 09:00:00,49
146.7,-7.2, None,78.8,2018-12-05 10:00:00,49
147.3,-6.9, None,75.7,2018-12-05 11:00:00,49
216.8,-6.3, None,71.8,2018-12-05 12:00:00,49
173.4,-5.9, None,69.6,2018-12-05 13:00:00,49
186.9,-5.6, None,69.2,2018-12-05 14:00:00,49
282.3,-5.2, None,68.4,2018-12-05 15:00:00,49
335.6,-5.8, None,70.7,2018-12-05 16:00:00,49
128.9,-7.2, None,74.0,2018-12-05 17:00:00,49
125.2,-8.1, None,76.2,2018-12-05 18:00:00,49
120.4,-8.3, None,75.3,2018-12-05 19:00:00,49
0.1,-9.5, None,80.1,2018-12-05 20:00:00,49
164.8,-11.0, None,85.7,2018-12-05 21:00:00,49
142.3,-10.3, None,80.5,2018-12-05 22:00:00,49
151.1,-9.6, None,76.9,2018-12-05 23:00:00,49
132.5,-9.7, None,75.9,2018-12-06 00:00:00,49
140.9,-9.8, None,75.9,2018-12-06 01:00:00,49
287.1,-12.0, None,85.7,2018-12-06 02:00:00,49
187.7,-12.1, None,84.4,2018-12-06 03:00:00,49
219.3,-12.2, None,83.1,2018-12-06 04:00:00,49
297.2,-12.9, None,87.2,2018-12-06 05:00:00,49
236.9,-12.7, None,85.6,2018-12-06 06:00:00,49
206.5,-12.9, None,85.4,2018-12-06 07:00:00,49
226.0,-12.7, None,84.0,2018-12-06 08:00:00,49
164.6,-12.3, None,82.9,2018-12-06 09:00:00,49
171.0,-11.4, None,77.6,2018-12-06 10:00:00,49
173.9,-9.3, None,69.3,2018-12-06 11:00:00,49
180.6,-7.0, None,64.2,2018-12-06 12:00:00,49
180.9,-6.3, None,65.7,2018-12-06 13:00:00,49
191.4,-5.6, None,63.6,2018-12-06 14:00:00,49
163.6,-5.5, None,63.3,2018-12-06 15:00:00,49
158.8,-8.1, None,69.8,2018-12-06 16:00:00,49
141.2,-10.3, None,77.5,2018-12-06 17:00:00,49
142.6,-11.0, None,80.9,2018-12-06 18:00:00,49
148.8,-11.4, None,82.5,2018-12-06 19:00:00,49
147.1,-11.8, None,83.3,2018-12-06 20:00:00,49
153.3,-11.5, None,81.8,2018-12-06 21:00:00,49
154.1,-11.7, None,81.2,2018-12-06 22:00:00,49
155.5,-12.3, None,82.2,2018-12-06 23:00:00,49
173.3,-12.3, None,82.1,2018-12-07 00:00:00,49
164.1,-12.5, None,82.2,2018-12-07 01:00:00,49
160.9,-12.3, None,81.7,2018-12-07 02:00:00,49
158.4,-11.9, None,80.6,2018-12-07 03:00:00,49
161.8,-11.4, None,79.2,2018-12-07 04:00:00,49
167.8,-11.0, None,79.2,2018-12-07 05:00:00,49
167.9,-11.1, None,79.1,2018-12-07 06:00:00,49
171.7,-10.5, None,79.1,2018-12-07 07:00:00,49
178.3,-10.7, None,79.3,2018-12-07 08:00:00,49
170.9,-11.5, None,79.9,2018-12-07 09:00:00,49
172.9,-10.0, None,74.9,2018-12-07 10:00:00,49
165.0,-7.0, None,69.6,2018-12-07 11:00:00,49
