wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,snw_dpth,week_of_year,pcpn_amt_pst24hrs,SWE,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_2,air_temp_1,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,MIN_TEMP,SNOW_ON_THE_GROUND
101.0, None, None,0.0, None,2.6, None,12.0, None, None, None,54.0,2019-05-28 00:00:00, None,22,,,,,,,,,,,,
109.0, None, None,0.0, None,2.5, None,10.8, None, None, None,56.0,2019-05-28 01:00:00, None,22,,,,,,,,,,,,
68.0, None, None,0.0, None,4.6, None,8.9, None, None, None,72.0,2019-05-28 02:00:00, None,22,,,,,,,,,,,,
131.0, None, None,0.0, None,3.0, None,8.0, None, None, None,74.0,2019-05-28 03:00:00, None,22,,,,,,,,,,,,
100.0, None, None,0.0, None,2.7, None,7.4, None, None, None,72.0,2019-05-28 04:00:00, None,22,,,,,,,,,,,,
85.0, None, None,0.0, None,4.0, None,7.0, None, None, None,85.0,2019-05-28 05:00:00, None,22,,,,,,,,,,,,
306.0, None, None,0.0, None,1.7, None,11.7, None, None, None,67.0,2019-05-28 06:00:00, None,22,,,,,,,,,,,,
310.0, None, None,0.0, None,5.2, None,13.6, None, None, None,60.0,2019-05-28 07:00:00, None,22,,,,,,,,,,,,
277.0, None, None,0.0, None,1.9, None,16.1, None, None, None,57.0,2019-05-28 08:00:00, None,22,,,,,,,,,,,,
290.0, None, None,0.0, None,4.1, None,19.1, None, None, None,43.0,2019-05-28 09:00:00, None,22,,,,,,,,,,,,
302.0, None, None,0.0, None,6.2, None,21.6, None, None, None,35.0,2019-05-28 10:00:00, None,22,,,,,,,,,,,,
295.0, None, None,0.0, None,7.8, None,23.2, None, None, None,32.0,2019-05-28 11:00:00, None,22,,,,,,,,,,,,
296.0, None, None,0.0, None,5.4, None,25.6, None, None, None,31.0,2019-05-28 12:00:00, None,22,,,,,,,,,,,,
192.0, None, None,0.0, None,4.2, None,28.4, None, None, None,27.0,2019-05-28 13:00:00, None,22,,,,,,,,,,,,
353.0, None, None,0.0, None,4.1, None,29.5, None, None, None,20.0,2019-05-28 14:00:00, None,22,,,,,,,,,,,,
298.0, None, None,0.0, None,4.9, None,30.0, None, None, None,16.0,2019-05-28 15:00:00, None,22,,,,,,,,,,,,
270.0, None, None,0.0, None,5.3, None,30.9, None, None, None,22.0,2019-05-28 16:00:00, None,22,,,,,,,,,,,,
272.0, None, None,0.0, None,4.1, None,30.2, None, None, None,12.0,2019-05-28 17:00:00, None,22,,,,,,,,,,,,
351.0, None, None,0.0, None,1.9, None,28.0, None, None, None,35.0,2019-05-28 18:00:00, None,22,,,,,,,,,,,,
122.0, None, None,0.0, None,4.4, None,22.7, None, None, None,42.0,2019-05-28 19:00:00, None,22,,,,,,,,,,,,
110.0, None, None,0.0, None,15.1, None,23.4, None, None, None,25.0,2019-05-28 20:00:00, None,22,,,,,,,,,,,,
144.0, None, None,0.0, None,6.7, None,20.8, None, None, None,34.0,2019-05-28 21:00:00, None,22,,,,,,,,,,,,
129.0, None, None,0.0, None,7.9, None,19.3, None, None, None,32.0,2019-05-28 22:00:00, None,22,,,,,,,,,,,,
147.0, None, None,0.0, None,4.7, None,15.6, None, None, None,51.0,2019-05-28 23:00:00, None,22,,,,,,,,,,,,
68.0, None, None,0.0, None,4.7, None,13.7, None, None, None,58.0,2019-05-29 00:00:00, None,22,,,,,,,,,,,,
