WDIR_VECT,TEMP_MEAN,WSPD_SCLR,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
None, None, 3.58,37.45,2016-03-18 00:00:00,9.29,12
None, None, 4.221,41.39,2016-03-18 01:00:00,8.95,12
None, None, 4.702,40.22,2016-03-18 02:00:00,8.97,12
None, None, 4.28,38.35,2016-03-18 03:00:00,8.99,12
None, None, 3.054,36.16,2016-03-18 04:00:00,8.76,12
None, None, 2.007,46.1,2016-03-18 05:00:00,7.09,12
None, None, 1.452,53.74,2016-03-18 06:00:00,5.39,12
None, None, 1.251,59.56,2016-03-18 07:00:00,4.716,12
None, None, 1.09,55.98,2016-03-18 08:00:00,6.665,12
None, None, 0.73,43.68,2016-03-18 09:00:00,9.02,12
None, None, 1.009,39.06,2016-03-18 10:00:00,9.24,12
None, None, 1.78,36.22,2016-03-18 11:00:00,9.75,12
None, None, 3.387,34.9,2016-03-18 12:00:00,10.62,12
None, None, 4.729,40.73,2016-03-18 13:00:00,10.42,12
None, None, 2.101,36.51,2016-03-18 14:00:00,11.25,12
None, None, 0.597,29.33,2016-03-18 15:00:00,12.52,12
None, None, 1.775,37.36,2016-03-18 16:00:00,12.18,12
None, None, 0.089,33.69,2016-03-18 17:00:00,13.2,12
None, None, 1.302,47.58,2016-03-18 18:00:00,11.32,12
None, None, 2.404,45.79,2016-03-18 19:00:00,11.45,12
None, None, 0.563,55.98,2016-03-18 20:00:00,9.46,12
None, None, 0.977998,55.27,2016-03-18 21:00:00,8.72,12
None, None, 0.915,54.43,2016-03-18 22:00:00,8.36,12
None, None, 0.938,54.76,2016-03-18 23:00:00,8.17,12
None, None, 1.723,57.71,2016-03-19 00:00:00,7.73,12
None, None, 1.184,57.14,2016-03-19 01:00:00,7.69,12
None, None, 1.4,59.06,2016-03-19 02:00:00,8.44,12
None, None, 0.985,61.7,2016-03-19 03:00:00,7.99,12
None, None, 1.357,61.47,2016-03-19 04:00:00,8.31,12
None, None, 0.934,62.06,2016-03-19 05:00:00,8.16,12
None, None, 1.439,56.34,2016-03-19 06:00:00,8.74,12
None, None, 1.143,59.2,2016-03-19 07:00:00,8.31,12
None, None, 1.243,64.17,2016-03-19 08:00:00,8.33,12
None, None, 2.218,64.41,2016-03-19 09:00:00,9.08,12
None, None, 0.996999,55.7,2016-03-19 10:00:00,10.07,12
None, None, 2.472,57.67,2016-03-19 11:00:00,10.11,12
None, None, 1.161,51.75,2016-03-19 12:00:00,11.36,12
None, None, 2.323,53.03,2016-03-19 13:00:00,11.14,12
None, None, 1.393,51.0,2016-03-19 14:00:00,11.31,12
None, None, 1.156,48.36,2016-03-19 15:00:00,11.78,12
None, None, 2.997,44.56,2016-03-19 16:00:00,13.08,12
None, None, 1.071,48.99,2016-03-19 17:00:00,12.55,12
None, None, 1.737,49.77,2016-03-19 18:00:00,12.75,12
None, None, 3.283,54.75,2016-03-19 19:00:00,12.61,12
None, None, 3.847,57.73,2016-03-19 20:00:00,12.42,12
None, None, 1.19,66.79,2016-03-19 21:00:00,11.05,12
None, None, 1.155,69.23,2016-03-19 22:00:00,10.55,12
None, None, 1.064,70.5,2016-03-19 23:00:00,10.31,12
None, None, 1.801,70.1,2016-03-20 00:00:00,10.42,12
None, None, 1.802,71.8,2016-03-20 01:00:00,10.41,12
None, None, 1.416,76.9,2016-03-20 02:00:00,9.66,12
None, None, 2.379,75.2,2016-03-20 03:00:00,9.83,12
None, None, 1.466,77.3,2016-03-20 04:00:00,9.36,12
None, None, 0.962,78.8,2016-03-20 05:00:00,9.01,12
None, None, 0.801998,80.1,2016-03-20 06:00:00,9.02,12
None, None, 1.243,78.5,2016-03-20 07:00:00,9.18,12
None, None, 0.870998,81.4,2016-03-20 08:00:00,9.05,12
None, None, 1.396,77.7,2016-03-20 09:00:00,9.67,12
None, None, 2.508,77.5,2016-03-20 10:00:00,9.83,12
None, None, 1.522,74.6,2016-03-20 11:00:00,10.46,12
None, None, 1.241,74.3,2016-03-20 12:00:00,10.65,12
None, None, 1.835,78.1,2016-03-20 13:00:00,10.39,12
None, None, 1.73,86.9,2016-03-20 14:00:00,9.86,12
None, None, 1.838,90.8,2016-03-20 15:00:00,9.94,12
None, None, 1.827,90.0,2016-03-20 16:00:00,10.48,12
None, None, 2.905,88.5,2016-03-20 17:00:00,10.6,12
None, None, 2.491,89.7,2016-03-20 18:00:00,10.37,12
None, None, 3.479,91.7,2016-03-20 19:00:00,10.07,12
None, None, 2.176,91.7,2016-03-20 20:00:00,9.95,12
None, None, 2.099,93.0,2016-03-20 21:00:00,9.74,12
None, None, 1.282,93.5,2016-03-20 22:00:00,9.57,12
None, None, 1.683,93.8,2016-03-20 23:00:00,9.45,12
None, None, 1.671,93.8,2016-03-21 00:00:00,9.34,12
None, None, 1.132,93.9,2016-03-21 01:00:00,9.28,12
None, None, 0.989,94.3,2016-03-21 02:00:00,9.13,12
None, None, 0.987999,94.6,2016-03-21 03:00:00,9.03,12
None, None, 1.718,94.6,2016-03-21 04:00:00,8.72,12
None, None, 1.627,94.5,2016-03-21 05:00:00,8.26,12
None, None, 1.98,92.5,2016-03-21 06:00:00,8.52,12
None, None, 1.598,90.9,2016-03-21 07:00:00,8.71,12
None, None, 1.292,90.8,2016-03-21 08:00:00,8.8,12
None, None, 1.528,91.2,2016-03-21 09:00:00,8.7,12
None, None, 2.027,90.8,2016-03-21 10:00:00,8.94,12
None, None, 2.48,88.2,2016-03-21 11:00:00,9.23,12
None, None, 2.305,83.9,2016-03-21 12:00:00,9.95,12
