time,HUMIDITY,week_of_year
2021-04-30 00:00:00,60.2,18
2021-04-30 01:00:00,65.0,18
2021-04-30 02:00:00,51.9,18
2021-04-30 03:00:00,47.7,18
2021-04-30 04:00:00,51.8,18
2021-04-30 05:00:00,53.2,18
2021-04-30 06:00:00,51.5,18
2021-04-30 07:00:00,47.3,18
2021-04-30 08:00:00,42.5,18
2021-04-30 09:00:00,39.9,18
2021-04-30 10:00:00,36.8,18
2021-04-30 11:00:00,35.1,18
2021-04-30 12:00:00,33.2,18
2021-04-30 13:00:00,37.8,18
2021-04-30 14:00:00,47.0,18
2021-04-30 15:00:00,39.8,18
2021-04-30 16:00:00,35.9,18
2021-04-30 17:00:00,35.4,18
2021-04-30 18:00:00,37.9,18
2021-04-30 19:00:00,39.5,18
2021-04-30 20:00:00,43.0,18
2021-04-30 21:00:00,50.4,18
2021-04-30 22:00:00,49.8,18
2021-04-30 23:00:00,50.8,18
2021-05-01 00:00:00,50.9,18
2021-05-01 01:00:00,50.3,18
2021-05-01 02:00:00,49.8,18
2021-05-01 03:00:00,51.8,18
2021-05-01 04:00:00,54.4,18
2021-05-01 05:00:00,55.6,18
2021-05-01 06:00:00,55.3,18
2021-05-01 07:00:00,54.6,18
2021-05-01 08:00:00,53.9,18
2021-05-01 09:00:00,51.4,18
2021-05-01 10:00:00,50.2,18
2021-05-01 11:00:00,41.3,18
2021-05-01 12:00:00,36.4,18
2021-05-01 13:00:00,31.8,18
2021-05-01 14:00:00,28.2,18
2021-05-01 15:00:00,43.9,18
2021-05-01 16:00:00,45.0,18
2021-05-01 17:00:00,56.6,18
2021-05-01 18:00:00,59.7,18
2021-05-01 19:00:00,70.4,18
2021-05-01 20:00:00,75.5,18
2021-05-01 21:00:00,85.1,18
2021-05-01 22:00:00,89.2,18
2021-05-01 23:00:00,93.2,18
2021-05-02 00:00:00,93.0,18
2021-05-02 01:00:00,96.2,18
2021-05-02 02:00:00,97.9,18
2021-05-02 03:00:00,97.9,18
2021-05-02 04:00:00,98.0,18
2021-05-02 05:00:00,98.3,18
2021-05-02 06:00:00,96.3,18
2021-05-02 07:00:00,87.3,18
2021-05-02 08:00:00,74.9,18
2021-05-02 09:00:00,67.8,18
2021-05-02 10:00:00,62.3,18
2021-05-02 11:00:00,52.7,18
2021-05-02 12:00:00,48.8,18
2021-05-02 13:00:00,58.6,18
2021-05-02 14:00:00,51.3,18
2021-05-02 15:00:00,42.6,18
2021-05-02 16:00:00,44.3,18
2021-05-02 17:00:00,52.9,18
