air_temp,min_air_temp_snc_last_reset,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,time,dwpt_temp,week_of_year
9.1,8.9, -7999.0,12.1,82.0,2022-04-23 00:00:00,6.0,17
8.9,8.9, -7999.0,12.1,73.0,2022-04-23 01:00:00,4.0,17
8.5,8.5, -7999.0,12.1,69.0,2022-04-23 02:00:00,3.0,17
8.4,8.4, -7999.0,12.1,70.0,2022-04-23 03:00:00,3.0,17
7.7,7.8, -7999.0,12.1,80.0,2022-04-23 04:00:00,4.0,17
7.7,7.6, -7999.0,12.1,77.0,2022-04-23 05:00:00,4.0,17
7.3,7.3, -7999.0,12.1,77.0,2022-04-23 06:00:00,4.0,17
7.4,7.1, -7999.0,7.4,75.0,2022-04-23 07:00:00,3.0,17
6.9,6.9, -7999.0,7.7,77.0,2022-04-23 08:00:00,3.0,17
8.1,6.9, -7999.0,8.1,73.0,2022-04-23 09:00:00,3.0,17
8.5,6.9, -7999.0,9.0,75.0,2022-04-23 10:00:00,4.0,17
10.0,6.9, -7999.0,9.8,72.0,2022-04-23 11:00:00,5.0,17
10.1,6.9, -7999.0,10.5,65.0,2022-04-23 12:00:00,3.0,17
10.8,6.9, -7999.0,10.8,59.0,2022-04-23 13:00:00,3.0,17
11.1,6.9, -7999.0,11.3,59.0,2022-04-23 14:00:00,3.0,17
11.9,6.9, -7999.0,12.4,52.0,2022-04-23 15:00:00,2.0,17
12.6,6.9, -7999.0,13.0,47.0,2022-04-23 16:00:00,2.0,17
12.6,6.9, -7999.0,13.2,52.0,2022-04-23 17:00:00,3.0,17
12.5,6.9, -7999.0,13.2,50.0,2022-04-23 18:00:00,2.0,17
12.0,11.9, -7999.0,12.7,53.0,2022-04-23 19:00:00,3.0,17
12.4,11.9, -7999.0,12.7,49.0,2022-04-23 20:00:00,2.0,17
11.9,11.8, -7999.0,12.7,49.0,2022-04-23 21:00:00,1.0,17
12.3,11.8, -7999.0,12.7,41.0,2022-04-23 22:00:00,-1.0,17
