CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,MEASURED_WIND_DIRECTION1,MEASURED_WIND_SPEED1,air_temp,min_air_temp_snc_last_reset,DEW_POINT,avg_wnd_dir_10m_pst10mts,dwpt_temp,time,week_of_year
None, None, -3.9, 88.0, None, None, None, None, None, -6.5, -6.7, None, None, -8.0,2022-04-23 00:00:00,17
None, None, -3.9, 85.0, None, None, None, None, None, -6.4, -6.8, None, None, -8.0,2022-04-23 01:00:00,17
None, None, -3.9, 84.0, None, None, None, None, None, -6.5, -6.8, None, None, -9.0,2022-04-23 02:00:00,17
None, None, -3.9, 87.0, None, None, None, None, None, -6.9, -7.0, None, None, -8.0,2022-04-23 05:00:00,17
None, None, -6.6, 87.0, None, None, None, None, None, -6.7, -7.0, None, None, -8.0,2022-04-23 07:00:00,17
None, None, -6.4, 87.0, None, None, None, None, None, -6.4, -7.0, None, None, -8.0,2022-04-23 08:00:00,17
None, None, -5.8, 85.0, None, None, None, None, None, -6.0, -7.0, None, None, -8.0,2022-04-23 09:00:00,17
None, None, -4.3, 75.0, None, None, None, None, None, -4.3, -7.0, None, None, -8.0,2022-04-23 11:00:00,17
None, None, -3.3, 77.0, None, None, None, None, None, -4.2, -7.0, None, None, -8.0,2022-04-23 12:00:00,17
None, None, -2.4, 64.0, None, None, None, None, None, -2.9, -7.0, None, None, -8.0,2022-04-23 14:00:00,17
None, None, -2.0, 53.0, None, None, None, None, None, -2.1, -7.0, None, None, -9.0,2022-04-23 15:00:00,17
None, None, -1.9, 57.0, None, None, None, None, None, -3.2, -3.4, None, None, -10.0,2022-04-23 20:00:00,17
None, None, -1.9, 59.0, None, None, None, None, None, -3.4, -3.7, None, None, -10.0,2022-04-23 21:00:00,17
None, None, -1.9, 60.0, None, None, None, None, None, -3.6, -3.9, None, None, -9.0,2022-04-23 22:00:00,17
None, None, -3.8, 69.0, None, None, None, None, None, -3.9, -4.6, None, None, -8.0,2022-04-24 08:00:00,17
None, None, -3.3, 65.0, None, None, None, None, None, -3.1, -4.6, None, None, -8.0,2022-04-24 09:00:00,17
None, None, -1.6, 61.0, None, None, None, None, None, -2.1, -4.6, None, None, -8.0,2022-04-24 11:00:00,17
None, None, -0.9, 63.0, None, None, None, None, None, -1.2, -4.6, None, None, -6.0,2022-04-24 12:00:00,17
None, None, -0.1, 60.0, None, None, None, None, None, -0.9, -4.6, None, None, -6.0,2022-04-24 13:00:00,17
None, None, 0.5, 55.0, None, None, None, None, None, -0.3, -4.6, None, None, -8.0,2022-04-24 15:00:00,17
None, None, 0.5, 58.0, None, None, None, None, None, -0.1, -4.6, None, None, -7.0,2022-04-24 16:00:00,17
None, None, 1.2, 55.0, None, None, None, None, None, 1.2, -4.6, None, None, -7.0,2022-04-24 17:00:00,17
None, None, 1.3, 63.0, None, None, None, None, None, -0.7, -4.6, None, None, -6.0,2022-04-24 18:00:00,17
None, None, -0.7, 66.0, None, None, None, None, None, -1.5, -1.6, None, None, -7.0,2022-04-24 19:00:00,17
None, None, -0.7, 68.0, None, None, None, None, None, -2.1, -2.1, None, None, -7.0,2022-04-24 20:00:00,17
None, None, -0.7, 67.0, None, None, None, None, None, -2.4, -2.5, None, None, -7.0,2022-04-24 21:00:00,17
None, None, -0.7, 70.0, None, None, None, None, None, -2.9, -3.0, None, None, -7.0,2022-04-24 22:00:00,17
None, None, -0.7, 71.0, None, None, None, None, None, -3.1, -3.2, None, None, -7.0,2022-04-24 23:00:00,17
None, None, -0.7, 72.0, None, None, None, None, None, -3.3, -3.3, None, None, -7.0,2022-04-25 00:00:00,17
None, None, -0.7, 75.0, None, None, None, None, None, -3.6, -3.8, None, None, -7.0,2022-04-25 01:00:00,17
None, None, -0.7, 79.0, None, None, None, None, None, -3.9, -3.9, None, None, -7.0,2022-04-25 02:00:00,17
None, None, -0.7, 78.0, None, None, None, None, None, -4.1, -4.2, None, None, -7.0,2022-04-25 03:00:00,17
None, None, -0.7, 78.0, None, None, None, None, None, -4.3, -4.3, None, None, -7.0,2022-04-25 04:00:00,17
None, None, -0.7, 78.0, None, None, None, None, None, -3.8, -4.3, None, None, -7.0,2022-04-25 05:00:00,17
None, None, -0.7, 76.0, None, None, None, None, None, -3.7, -4.3, None, None, -7.0,2022-04-25 06:00:00,17
None, None, -3.3, 77.0, None, None, None, None, None, -3.5, -4.1, None, None, -6.0,2022-04-25 07:00:00,17
None, None, -3.2, 82.0, None, None, None, None, None, -3.2, -4.1, None, None, -6.0,2022-04-25 08:00:00,17
None, None, -3.0, 85.0, None, None, None, None, None, -3.3, -4.1, None, None, -5.0,2022-04-25 09:00:00,17
None, None, -2.2, 82.0, None, None, None, None, None, -2.7, -4.1, None, None, -5.0,2022-04-25 10:00:00,17
None, None, -1.5, 79.0, None, None, None, None, None, -1.9, -4.1, None, None, -5.0,2022-04-25 11:00:00,17
None, None, -1.5, 81.0, None, None, None, None, None, -1.8, -4.1, None, None, -4.0,2022-04-25 12:00:00,17
None, None, -0.1, 69.0, None, None, None, None, None, 0.0, -4.1, None, None, -5.0,2022-04-25 13:00:00,17
None, None, 0.3, 66.0, None, None, None, None, None, -0.4, -4.1, None, None, -5.0,2022-04-25 14:00:00,17
None, None, 0.3, 64.0, None, None, None, None, None, -0.6, -4.1, None, None, -6.0,2022-04-25 15:00:00,17
None, None, 0.3, 66.0, None, None, None, None, None, -0.5, -4.1, None, None, -6.0,2022-04-25 16:00:00,17
None, None, 0.3, 76.0, None, None, None, None, None, -1.1, -4.1, None, None, -5.0,2022-04-25 17:00:00,17
None, None, 0.3, 88.0, None, None, None, None, None, -2.2, -4.1, None, None, -4.0,2022-04-25 18:00:00,17
None, None, -2.1, 100.0, None, None, None, None, None, -3.0, -3.2, None, None, -3.0,2022-04-25 19:00:00,17
None, None, -2.1, 91.0, None, None, None, None, None, -3.1, -3.2, None, None, -4.0,2022-04-25 20:00:00,17
None, None, -2.1, 100.0, None, None, None, None, None, -3.6, -3.6, None, None, -4.0,2022-04-25 21:00:00,17
None, None, -2.1, 98.0, None, None, None, None, None, -3.3, -3.6, None, None, -3.0,2022-04-25 22:00:00,17
None, None, -2.1, 100.0, None, None, None, None, None, -3.4, -3.6, None, None, -3.0,2022-04-25 23:00:00,17
None, None, -2.1, 94.0, None, None, None, None, None, -3.4, -3.7, None, None, -4.0,2022-04-26 00:00:00,17
None, None, -2.1, 99.0, None, None, None, None, None, -3.7, -3.8, None, None, -4.0,2022-04-26 01:00:00,17
None, None, -2.1, 100.0, None, None, None, None, None, -3.8, -4.1, None, None, -4.0,2022-04-26 02:00:00,17
None, None, -2.1, 100.0, None, None, None, None, None, -4.0, -4.1, None, None, -4.0,2022-04-26 03:00:00,17
None, None, -2.1, 100.0, None, None, None, None, None, -3.9, -4.1, None, None, -4.0,2022-04-26 04:00:00,17
None, None, -2.1, 100.0, None, None, None, None, None, -3.8, -4.2, None, None, -4.0,2022-04-26 05:00:00,17
None, None, -2.1, 100.0, None, None, None, None, None, -3.9, -4.2, None, None, -4.0,2022-04-26 06:00:00,17
None, None, -3.9, 100.0, None, None, None, None, None, -4.1, -4.2, None, None, -4.0,2022-04-26 07:00:00,17
None, None, -3.9, 100.0, None, None, None, None, None, -4.0, -4.2, None, None, -5.0,2022-04-26 08:00:00,17
None, None, -3.5, 100.0, None, None, None, None, None, -3.6, -4.2, None, None, -4.0,2022-04-26 09:00:00,17
None, None, -2.9, 100.0, None, None, None, None, None, -3.1, -4.2, None, None, -3.0,2022-04-26 10:00:00,17
None, None, -2.9, 100.0, None, None, None, None, None, -3.2, -4.2, None, None, -3.0,2022-04-26 11:00:00,17
None, None, -2.9, 100.0, None, None, None, None, None, -4.6, -5.3, None, None, -4.0,2022-04-26 12:00:00,17
None, None, -2.9, 100.0, None, None, None, None, None, -4.6, -5.3, None, None, -4.0,2022-04-26 13:00:00,17
None, None, -2.9, 100.0, None, None, None, None, None, -5.8, -6.0, None, None, -6.0,2022-04-26 14:00:00,17
None, None, -2.9, 100.0, None, None, None, None, None, -4.7, -6.0, None, None, -5.0,2022-04-26 15:00:00,17
None, None, -2.9, 100.0, None, None, None, None, None, -5.0, -6.0, None, None, -5.0,2022-04-26 16:00:00,17
None, None, -6.3, 100.0, None, None, None, None, None, -7.0, -7.0, None, None, -7.0,2022-04-26 20:00:00,17
None, None, -6.3, 100.0, None, None, None, None, None, -7.9, -8.0, None, None, -9.0,2022-04-26 21:00:00,17
None, None, -6.3, 100.0, None, None, None, None, None, -8.3, -8.4, None, None, -8.0,2022-04-26 22:00:00,17
None, None, -6.3, 100.0, None, None, None, None, None, -8.2, -8.7, None, None, -8.0,2022-04-26 23:00:00,17
None, None, -6.3, 100.0, None, None, None, None, None, -8.3, -8.7, None, None, -9.0,2022-04-27 00:00:00,17
None, None, -6.3, 100.0, None, None, None, None, None, -8.5, -8.7, None, None, -9.0,2022-04-27 01:00:00,17
None, None, -6.3, 100.0, None, None, None, None, None, -8.9, -9.1, None, None, -9.0,2022-04-27 02:00:00,17
None, None, -6.3, 100.0, None, None, None, None, None, -9.5, -9.6, None, None, -9.0,2022-04-27 03:00:00,17
None, None, -6.3, 100.0, None, None, None, None, None, -9.9, -10.1, None, None, -10.0,2022-04-27 04:00:00,17
None, None, -6.3, 99.0, None, None, None, None, None, -10.2, -10.5, None, None, -10.0,2022-04-27 05:00:00,17
None, None, -6.3, 99.0, None, None, None, None, None, -10.6, -10.8, None, None, -10.0,2022-04-27 06:00:00,17
None, None, -10.3, 99.0, None, None, None, None, None, -10.5, -10.8, None, None, -11.0,2022-04-27 07:00:00,17
None, None, -8.9, 100.0, None, None, None, None, None, -9.0, -10.8, None, None, -9.0,2022-04-27 08:00:00,17
None, None, -8.6, 100.0, None, None, None, None, None, -8.9, -10.8, None, None, -9.0,2022-04-27 09:00:00,17
None, None, -8.1, 100.0, None, None, None, None, None, -8.7, -10.8, None, None, -9.0,2022-04-27 10:00:00,17
None, None, -7.9, 100.0, None, None, None, None, None, -8.2, -10.8, None, None, -8.0,2022-04-27 11:00:00,17
None, None, -7.4, 100.0, None, None, None, None, None, -8.5, -10.8, None, None, -8.0,2022-04-27 12:00:00,17
None, None, -7.4, 100.0, None, None, None, None, None, -8.0, -10.8, None, None, -8.0,2022-04-27 13:00:00,17
None, None, -7.4, 100.0, None, None, None, None, None, -8.2, -10.8, None, None, -8.0,2022-04-27 14:00:00,17
None, None, -7.4, 100.0, None, None, None, None, None, -7.9, -10.8, None, None, -8.0,2022-04-27 15:00:00,17
None, None, -7.4, 99.0, None, None, None, None, None, -9.3, -10.8, None, None, -9.0,2022-04-27 16:00:00,17
None, None, -7.4, 100.0, None, None, None, None, None, -8.5, -10.8, None, None, -9.0,2022-04-27 17:00:00,17
None, None, -7.4, 99.0, None, None, None, None, None, -8.9, -10.8, None, None, -9.0,2022-04-27 18:00:00,17
None, None, -8.5, 100.0, None, None, None, None, None, -9.4, -9.5, None, None, -9.0,2022-04-27 20:00:00,17
None, None, -8.5, 100.0, None, None, None, None, None, -9.5, -9.8, None, None, -10.0,2022-04-27 21:00:00,17
None, None, -8.5, 100.0, None, None, None, None, None, -9.6, -9.8, None, None, -10.0,2022-04-27 22:00:00,17
None, None, -8.5, 100.0, None, None, None, None, None, -9.7, -9.8, None, None, -10.0,2022-04-27 23:00:00,17
None, None, -8.5, 100.0, None, None, None, None, None, -9.8, -10.1, None, None, -10.0,2022-04-28 00:00:00,17
None, None, -8.5, 100.0, None, None, None, None, None, -10.0, -10.1, None, None, -10.0,2022-04-28 01:00:00,17
None, None, -8.5, 100.0, None, None, None, None, None, -10.0, -10.3, None, None, -10.0,2022-04-28 02:00:00,17
None, None, -8.5, 100.0, None, None, None, None, None, -10.1, -10.4, None, None, -10.0,2022-04-28 03:00:00,17
None, None, -8.5, 100.0, None, None, None, None, None, -10.2, -10.4, None, None, -11.0,2022-04-28 04:00:00,17
None, None, -8.5, 100.0, None, None, None, None, None, -10.1, -10.4, None, None, -11.0,2022-04-28 05:00:00,17
None, None, -8.5, 98.0, None, None, None, None, None, -10.4, -10.7, None, None, -10.0,2022-04-28 06:00:00,17
None, None, -10.3, 95.0, None, None, None, None, None, -10.4, -10.7, None, None, -11.0,2022-04-28 07:00:00,17
None, None, -9.7, 95.0, None, None, None, None, None, -9.8, -10.7, None, None, -10.0,2022-04-28 08:00:00,17
None, None, -8.4, 99.0, None, None, None, None, None, -8.4, -10.7, None, None, -8.0,2022-04-28 09:00:00,17
None, None, -7.6, 100.0, None, None, None, None, None, -8.1, -10.7, None, None, -8.0,2022-04-28 10:00:00,17
None, None, -5.6, 96.0, None, None, None, None, None, -6.4, -10.7, None, None, -7.0,2022-04-28 11:00:00,17
None, None, -5.6, 97.0, None, None, None, None, None, -8.9, -10.7, None, None, -9.0,2022-04-28 12:00:00,17
None, None, -5.3, 94.0, None, None, None, None, None, -8.0, -10.7, None, None, -9.0,2022-04-28 13:00:00,17
None, None, -5.3, 96.0, None, None, None, None, None, -8.4, -10.7, None, None, -9.0,2022-04-28 14:00:00,17
None, None, -5.3, 93.0, None, None, None, None, None, -7.9, -10.7, None, None, -9.0,2022-04-28 15:00:00,17
None, None, -5.3, 85.0, None, None, None, None, None, -6.9, -10.7, None, None, -9.0,2022-04-28 16:00:00,17
None, None, -5.3, 74.0, None, None, None, None, None, -6.7, -10.7, None, None, -10.0,2022-04-28 17:00:00,17
None, None, -5.3, 85.0, None, None, None, None, None, -7.1, -10.7, None, None, -9.0,2022-04-28 18:00:00,17
None, None, -6.3, 87.0, None, None, None, None, None, -7.3, -7.3, None, None, -9.0,2022-04-28 19:00:00,17
None, None, -6.3, 84.0, None, None, None, None, None, -7.4, -7.6, None, None, -10.0,2022-04-28 20:00:00,17
None, None, -6.3, 82.0, None, None, None, None, None, -7.8, -7.9, None, None, -10.0,2022-04-28 21:00:00,17
None, None, -6.3, 80.0, None, None, None, None, None, -7.6, -8.2, None, None, -10.0,2022-04-28 22:00:00,17
None, None, -6.3, 79.0, None, None, None, None, None, -7.7, -8.2, None, None, -10.0,2022-04-28 23:00:00,17
None, None, -6.3, 74.0, None, None, None, None, None, -7.9, -8.2, None, None, -11.0,2022-04-29 00:00:00,17
None, None, -6.3, 75.0, None, None, None, None, None, -7.7, -8.2, None, None, -11.0,2022-04-29 01:00:00,17
None, None, -6.3, 74.0, None, None, None, None, None, -7.8, -8.2, None, None, -11.0,2022-04-29 02:00:00,17
None, None, -6.3, 72.0, None, None, None, None, None, -8.3, -8.3, None, None, -12.0,2022-04-29 03:00:00,17
