pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_DIRECTION1,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, None, 1.395, 73.87, None, None, None, None, 0.0, None, -3.0, 1.4, 1.3, 0.0, -3.0, None, 7.1, 74.0, None,2022-04-23 00:00:00, 18.0, None, 17.65,17
None, None, None, None, None, None, None, None, 0.0, None, -3.0, 0.3, 0.3, -0.1, None, None, 7.1, 78.0, None,2022-04-23 02:00:00, 18.0, None, None,17
None, None, None, None, None, None, None, None, 1.0, None, -3.0, 0.9, 0.2, 0.0, None, None, 7.1, 73.0, None,2022-04-23 03:00:00, 18.0, None, None,17
None, None, 1.056, 72.35, None, None, None, None, 0.0, None, -3.0, 1.1, 0.2, 0.1, -3.0, None, 7.1, 72.0, None,2022-04-23 04:00:00, 18.0, None, 18.13,17
None, None, 1.258, 73.25, None, None, None, None, 0.0, None, -3.0, 1.3, 0.2, 0.0, -3.0, None, 7.1, 73.0, None,2022-04-23 05:00:00, 18.0, None, 18.03,17
None, None, 1.257, 74.52, None, None, None, None, 0.0, None, -3.0, 1.3, 0.2, 0.0, -3.0, None, 7.1, 75.0, None,2022-04-23 06:00:00, 18.0, None, 17.81,17
None, None, 1.304, 73.65, None, None, None, None, 0.0, None, -3.0, 1.3, 0.9, 0.0, -3.0, None, 1.3, 74.0, None,2022-04-23 07:00:00, 18.0, None, 17.8,17
None, None, 3.709, 69.12, None, None, None, None, 1.0, None, -1.0, 3.7, 0.9, 0.1, -1.0, None, 3.7, 69.0, None,2022-04-23 09:00:00, 18.0, None, 18.36,17
None, None, 3.992, 68.15, None, None, None, None, -2.0, None, -1.0, 4.0, 0.9, 0.0, -1.0, None, 4.8, 68.0, None,2022-04-23 10:00:00, 16.0, None, 16.48,17
None, None, 5.653, 53.41, None, None, None, None, None, None, -3.0, 5.7, 0.9, None, -3.0, None, 5.6, 53.0, None,2022-04-23 11:00:00, None, None, 16.86,17
None, None, None, None, None, None, None, None, 1.0, None, -4.0, 7.4, 0.9, 0.0, None, None, 7.4, 44.0, None,2022-04-23 12:00:00, 18.0, None, None,17
None, None, 8.35, 42.54, None, None, None, None, -1.0, None, -4.0, 8.4, 0.9, 0.0, -4.0, None, 8.3, 43.0, None,2022-04-23 13:00:00, 16.0, None, 16.36,17
None, None, None, None, None, None, None, None, -1.0, None, -3.0, 10.4, 0.9, 0.1, None, None, 10.3, 38.0, None,2022-04-23 14:00:00, 15.0, None, None,17
None, None, 9.67, 39.71, None, None, None, None, -1.0, None, -3.0, 9.7, 0.9, 0.1, -3.0, None, 10.4, 40.0, None,2022-04-23 15:00:00, 14.0, None, 14.47,17
None, None, 9.13, 46.39, None, None, None, None, 0.0, None, -2.0, 9.1, 0.9, 0.0, -2.0, None, 10.4, 46.0, None,2022-04-23 16:00:00, 14.0, None, 14.43,17
None, None, 8.52, 49.12, None, None, None, None, -1.0, None, -1.0, 8.5, 0.9, 0.0, -1.0, None, 10.4, 49.0, None,2022-04-23 17:00:00, 14.0, None, 13.62,17
