pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,time,max_air_temp_snc_last_reset,MINIMUM_AIR_TEMPERATURE,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,rel_hum,MAXIMUM_AIR_TEMPERATURE,PRECIPITATION_NEW,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, None, 1.019, 86.6, None,2022-04-23 00:00:00, 6.9, None, -1.0, 1.0, 1.0, 0.0, 0.0, 87.0, None, None, 116.0, 116.3,17
None, None, 0.999, 88.4, None,2022-04-23 01:00:00, 6.9, None, -1.0, 1.0, 0.8, 0.0, 0.0, 88.0, None, None, 116.0, 116.2,17
None, None, 0.442, 93.6, None,2022-04-23 02:00:00, 6.9, None, 0.0, 0.4, 0.4, None, None, 94.0, None, None, None, 116.0,17
None, None, -0.137, 94.8, None,2022-04-23 03:00:00, 6.9, None, -1.0, -0.1, -0.2, 0.0, 0.0, 95.0, None, None, 116.0, 116.1,17
None, None, -0.418, 93.9, None,2022-04-23 04:00:00, 6.9, None, -1.0, -0.4, -0.4, 0.0, 0.0, 94.0, None, None, 116.0, 116.0,17
None, None, -0.381, 94.0, None,2022-04-23 05:00:00, 6.9, None, -1.0, -0.4, -0.5, 0.1, 0.0, 94.0, None, None, 116.0, 116.0,17
None, None, -0.178, 95.2, None,2022-04-23 06:00:00, 6.9, None, -1.0, -0.2, -0.5, 0.1, 0.0, 95.0, None, None, 116.0, 116.0,17
None, None, 0.745, 94.4, None,2022-04-23 07:00:00, 0.8, None, 0.0, 0.7, -0.2, 0.0, -1.0, 94.0, None, None, 116.0, 115.5,17
None, None, 1.611, 94.0, None,2022-04-23 08:00:00, 1.9, None, 1.0, 1.6, -0.2, 0.1, 0.0, 94.0, None, None, 115.0, 115.4,17
None, None, 3.474, 85.0, None,2022-04-23 09:00:00, 3.5, None, 1.0, 3.5, -0.2, 0.0, None, 85.0, None, None, None, 116.2,17
None, None, 4.29, 75.31, None,2022-04-23 10:00:00, 4.4, None, 0.0, 4.3, -0.2, 0.0, 0.0, 75.0, None, None, 116.0, 115.9,17
None, None, 5.104, 69.59, None,2022-04-23 11:00:00, 5.1, None, 0.0, 5.1, -0.2, -0.3, 0.0, 70.0, None, None, 116.0, None,17
None, None, 5.252, 70.49, None,2022-04-23 12:00:00, 5.5, None, 0.0, 5.3, -0.2, 0.0, -1.0, 70.0, None, None, 115.0, None,17
None, None, 5.987, 67.25, None,2022-04-23 13:00:00, 6.0, None, 0.0, 6.0, -0.2, -0.3, 0.0, 67.0, None, None, 115.0, 115.0,17
None, None, 6.516, 65.05, None,2022-04-23 14:00:00, 6.7, None, 0.0, 6.5, -0.2, 0.0, 0.0, 65.0, None, None, 115.0, 114.9,17
None, None, 5.312, 70.8, None,2022-04-23 15:00:00, 6.7, None, 1.0, 5.3, -0.2, 0.1, None, 71.0, None, None, None, None,17
None, None, 4.307, 80.8, None,2022-04-23 16:00:00, 6.7, None, 1.0, 4.3, -0.2, 0.4, 0.0, 81.0, None, None, 114.0, 114.4,17
None, None, None, None, None,2022-04-23 18:00:00, 6.7, None, 2.0, 3.5, -0.2, 0.3, 2.0, 88.0, None, None, 114.0, None,17
None, None, 2.712, 94.0, None,2022-04-23 19:00:00, 3.6, None, 2.0, 2.7, 2.7, 0.8, -1.0, 94.0, None, None, 113.0, 112.5,17
None, None, 2.293, 95.6, None,2022-04-23 20:00:00, 3.6, None, 2.0, 2.3, 2.1, 1.1, 0.0, 96.0, None, None, 112.0, 112.4,17
None, None, None, None, None,2022-04-23 21:00:00, 3.6, None, 1.0, 1.4, 1.5, None, None, 97.0, None, None, None, None,17
None, None, 1.384, 97.0, None,2022-04-23 22:00:00, 3.6, None, 1.0, 1.4, 1.4, 1.3, 0.0, 97.0, None, None, 113.0, 112.6,17
None, None, 1.09, 98.1, None,2022-04-23 23:00:00, 3.6, None, 1.0, 1.1, 1.1, 0.9, 0.0, 98.0, None, None, 112.0, 112.2,17
None, None, 0.735, 98.8, None,2022-04-24 00:00:00, 3.6, None, 1.0, 0.7, 0.7, 1.1, 0.0, 99.0, None, None, 112.0, 112.3,17
None, None, 0.715, 98.9, None,2022-04-24 01:00:00, 3.6, None, 1.0, 0.7, 0.5, 0.9, 0.0, 99.0, None, None, 112.0, 112.3,17
None, None, 1.426, 99.0, None,2022-04-24 02:00:00, 3.6, None, 1.0, 1.4, 0.5, 0.6, -1.0, 99.0, None, None, 112.0, 111.6,17
None, None, 1.923, 98.0, None,2022-04-24 03:00:00, 3.6, None, 2.0, 1.9, 0.5, 0.5, 2.0, 98.0, None, None, 113.0, 112.8,17
None, None, 1.722, 96.7, None,2022-04-24 04:00:00, 3.6, None, 1.0, 1.7, 0.5, 0.5, 1.0, 97.0, None, None, 113.0, 113.2,17
None, None, 1.272, 98.5, None,2022-04-24 05:00:00, 3.6, None, 1.0, 1.3, 0.5, 0.5, 0.0, 99.0, None, None, 113.0, 113.0,17
None, None, 1.153, 98.8, None,2022-04-24 06:00:00, 3.6, None, 1.0, 1.2, 0.5, 0.2, 0.0, 99.0, None, None, 113.0, 112.8,17
None, None, 0.865, 98.9, None,2022-04-24 07:00:00, 1.2, None, 1.0, 0.9, 0.8, 0.1, -1.0, 99.0, None, None, 112.0, 112.2,17
None, None, 1.493, 98.9, None,2022-04-24 08:00:00, 1.5, None, 1.0, 1.5, 0.8, 0.1, 1.0, 99.0, None, None, 113.0, 112.6,17
None, None, 2.55, 97.0, None,2022-04-24 09:00:00, 2.6, None, 2.0, 2.6, 0.8, 0.1, 0.0, 97.0, None, None, 113.0, 112.7,17
None, None, 3.466, 95.1, None,2022-04-24 10:00:00, 3.4, None, 3.0, 3.5, 0.8, 0.6, None, 95.0, None, None, None, 112.0,17
None, None, 3.403, 96.7, None,2022-04-24 11:00:00, 4.0, None, 3.0, 3.4, 0.8, 0.8, 0.0, 97.0, None, None, 112.0, 112.0,17
None, None, 3.739, 96.8, None,2022-04-24 12:00:00, 4.1, None, 3.0, 3.7, 0.8, 1.0, 0.0, 97.0, None, None, 112.0, 111.7,17
None, None, 3.774, 94.8, None,2022-04-24 13:00:00, 4.1, None, 3.0, 3.8, 0.8, None, None, 95.0, None, None, None, None,17
None, None, 4.511, 93.2, None,2022-04-24 14:00:00, 4.6, None, 4.0, 4.5, 0.8, None, None, 93.0, None, None, None, None,17
None, None, 6.413, 85.0, None,2022-04-24 15:00:00, 6.6, None, 5.0, 6.4, 0.8, -0.2, 0.0, 85.0, None, None, 111.0, 110.9,17
