pcpn_amt_pst24hrs,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,time,snw_dpth,dwpt_temp,stn_pres,week_of_year
None,2.3,1.3, 1017.4, 0.0, 0.0,4.6,74.0,2022-04-23 00:00:00, 128.0,-2.0, 921.0,17
None,1.5,1.3, 1017.4, 0.1, 0.0,4.6,88.0,2022-04-23 01:00:00, 128.0,-1.0, 921.0,17
None,1.3,1.2, 1017.3, 0.1, 0.0,4.6,88.0,2022-04-23 02:00:00, 128.0,0.0, 921.0,17
None,1.1,1.0, 1017.5, 0.0, 0.0,4.6,89.0,2022-04-23 03:00:00, 128.0,-1.0, 921.0,17
None,0.0,-0.1, 1017.7, 0.0, 0.0,4.6,93.0,2022-04-23 04:00:00, 128.0,-1.0, 921.0,17
None,-0.1,-0.1, 1017.7, 0.1, 0.0,4.6,93.0,2022-04-23 05:00:00, 128.0,-1.0, 921.0,17
None,-0.5,-0.3, 1017.8, 0.0, 0.0,4.6,94.0,2022-04-23 06:00:00, 128.0,-1.0, 921.0,17
None,-0.2,-1.1, 1017.8, 0.0, 0.0,-0.2,95.0,2022-04-23 07:00:00, 128.0,-1.0, 921.0,17
None,1.0,-1.1, 1017.8, 0.0, 0.0,1.3,90.0,2022-04-23 08:00:00, 128.0,-1.0, 921.0,17
None,1.4,-1.1, 1017.8, 0.2, 0.0,1.7,90.0,2022-04-23 09:00:00, 128.0,0.0, 921.0,17
None,2.3,-1.1, 1017.7, 0.1, 0.0,2.3,89.0,2022-04-23 10:00:00, 128.0,1.0, 921.0,17
None,3.1,-1.1, 1016.6, -0.1, 0.0,3.3,84.0,2022-04-23 11:00:00, 128.0,0.0, 920.0,17
None,3.4,-1.1, 1016.5, 0.0, -1.0,3.5,81.0,2022-04-23 12:00:00, 127.0,0.0, 920.0,17
None,4.3,-1.1, 1016.5, -0.1, 0.0,4.4,74.0,2022-04-23 13:00:00, 127.0,0.0, 920.0,17
None,5.3,-1.1, 1016.4, 0.0, -1.0,5.3,65.0,2022-04-23 14:00:00, 126.0,-1.0, 920.0,17
None,4.6,-1.1, 1016.5, 0.0, 0.0,5.4,73.0,2022-04-23 15:00:00, 126.0,0.0, 920.0,17
None,4.0,-1.1, 1015.6, -0.2, -1.0,5.4,80.0,2022-04-23 16:00:00, 125.0,1.0, 919.0,17
None,3.9,-1.1, 1015.6, 0.1, 0.0,5.4,81.0,2022-04-23 17:00:00, 125.0,0.0, 919.0,17
None,3.3,-1.1, 1015.7, 0.0, -1.0,5.4,85.0,2022-04-23 18:00:00, 124.0,1.0, 919.0,17
None,2.7,2.7, 1014.6, 0.0, 0.0,3.4,90.0,2022-04-23 19:00:00, 125.0,2.0, 918.0,17
None,2.5,2.3, 1014.5, 0.1, 0.0,3.4,91.0,2022-04-23 20:00:00, 125.0,1.0, 918.0,17
