pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,PRECIP_DETECTOR_RATIO,MEASURED_WIND_DIRECTION1,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,MAXIMUM_MEASURED_WIND_SPEED1,week_of_year
None, 5.786, 60.48, None, None, None, None, None, None, None, -1.0, 5.8, 5.6, 0.0, None, 15.2, None, 60.0, None,2022-04-23 00:00:00, None,17
None, 4.724, 67.5, None, None, None, None, None, None, None, -1.0, 4.7, 4.7, 0.0, None, 15.2, None, 68.0, None,2022-04-23 01:00:00, None,17
0.0, 4.154, 68.67, None, None, None, None, None, None, None, -1.0, 4.2, 4.2, 0.0, None, 15.2, None, 69.0, None,2022-04-23 02:00:00, None,17
0.0, 3.2, 70.73, None, None, None, None, None, None, None, -2.0, 3.2, 3.2, 0.0, None, 15.2, None, 71.0, None,2022-04-23 03:00:00, None,17
0.0, 2.8, 73.34, None, None, None, None, None, None, None, -1.0, 2.8, 2.8, 0.0, None, 15.2, None, 73.0, None,2022-04-23 04:00:00, None,17
0.0, 2.017, 75.79, None, None, None, None, None, None, None, -2.0, 2.0, 2.0, 0.0, None, 15.2, None, 76.0, None,2022-04-23 05:00:00, None,17
0.0, 1.426, 78.14, None, None, None, None, None, None, None, -2.0, 1.4, 1.5, 0.0, None, 15.2, None, 78.0, None,2022-04-23 06:00:00, None,17
0.0, 1.201, 80.3, None, None, None, None, None, None, None, -2.0, 1.2, 1.2, 0.0, None, 1.5, None, 80.0, None,2022-04-23 07:00:00, None,17
0.0, 2.061, 80.0, None, None, None, None, None, None, None, -1.0, 2.1, 1.2, 0.0, None, 2.0, None, 80.0, None,2022-04-23 08:00:00, None,17
0.0, 7.041, 56.73, None, None, None, None, None, None, None, -1.0, 7.0, 1.2, 0.0, None, 7.0, None, 57.0, None,2022-04-23 09:00:00, None,17
0.0, 10.63, 44.4, None, None, None, None, None, None, None, -1.0, 10.6, 1.2, 0.0, None, 10.6, None, 44.0, None,2022-04-23 10:00:00, None,17
0.0, 12.49, 39.19, None, None, None, None, None, None, None, -1.0, 12.5, 1.2, 0.0, None, 12.4, None, 39.0, None,2022-04-23 11:00:00, None,17
0.0, 14.19, 33.58, None, None, None, None, None, None, None, -2.0, 14.2, 1.2, 0.0, None, 14.3, None, 34.0, None,2022-04-23 12:00:00, None,17
0.0, 15.85, 30.93, None, None, None, None, None, None, None, -1.0, 15.9, 1.2, 0.0, None, 15.7, None, 31.0, None,2022-04-23 13:00:00, None,17
0.0, 17.05, 26.59, None, None, None, None, None, None, None, -2.0, 17.1, 1.2, 0.0, None, 17.1, None, 27.0, None,2022-04-23 14:00:00, None,17
0.0, 18.0, 23.0, None, None, None, None, None, None, None, -3.0, 18.0, 1.2, 0.0, None, 18.1, None, 23.0, None,2022-04-23 15:00:00, None,17
0.0, 17.4, 21.33, None, None, None, None, None, None, None, -5.0, 17.4, 1.2, 0.0, None, 18.3, None, 21.0, None,2022-04-23 16:00:00, None,17
0.0, 17.24, 21.91, None, None, None, None, None, None, None, -4.0, 17.2, 1.2, 0.0, None, 18.3, None, 22.0, None,2022-04-23 17:00:00, None,17
0.0, 16.48, 24.58, None, None, None, None, None, None, None, -3.0, 16.5, 1.2, 0.0, None, 18.3, None, 25.0, None,2022-04-23 18:00:00, None,17
