RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,PRECIP_DETECTOR_RATIO,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,rel_hum,time,stn_pres,week_of_year
85.8, None, None, None,1.008,158.9, None, None,6.0,967.0, None, None, None, None, None,0.23, None, None,7.737, None, None, None, None,46.96, None, None, None, None, None, None,2017-04-23 00:00:00, None,17
88.6, None, None, None,1.4,151.8, None, None,5.0,967.0, None, None, None, None, None,0.133, None, None,6.764, None, None, None, None,24.86, None, None, None, None, None, None,2017-04-23 01:00:00, None,17
91.0, None, None, None,0.958,157.7, None, None,4.0,967.0, None, None, None, None, None,-0.108, None, None,5.461, None, None, None, None,49.48, None, None, None, None, None, None,2017-04-23 02:00:00, None,17
91.4, None, None, None,0.986,166.0, None, None,4.0,967.0, None, None, None, None, None,-0.022, None, None,5.157, None, None, None, None,67.35, None, None, None, None, None, None,2017-04-23 03:00:00, None,17
93.0, None, None, None,0.636,45.73, None, None,4.0,966.0, None, None, None, None, None,0.094, None, None,4.975, None, None, None, None,76.5, None, None, None, None, None, None,2017-04-23 04:00:00, None,17
93.7, None, None, None,0.096,18.86, None, None,4.0,966.0, None, None, None, None, None,0.169, None, None,4.487, None, None, None, None,25.71, None, None, None, None, None, None,2017-04-23 05:00:00, None,17
94.3, None, None, None,0.171,89.8, None, None,4.0,966.0, None, None, None, None, None,0.209, None, None,4.648, None, None, None, None,61.2, None, None, None, None, None, None,2017-04-23 06:00:00, None,17
94.3, None, None, None,0.143,328.9, None, None,5.0,966.0, None, None, None, None, None,0.431, None, None,5.807, None, None, None, None,68.13, None, None, None, None, None, None,2017-04-23 07:00:00, None,17
93.7, None, None, None,0.333,354.8, None, None,6.0,966.0, None, None, None, None, None,0.526, None, None,6.504, None, None, None, None,42.11, None, None, None, None, None, None,2017-04-23 08:00:00, None,17
92.2, None, None, None,0.144,349.4, None, None,5.0,966.0, None, None, None, None, None,0.395, None, None,6.704, None, None, None, None,24.12, None, None, None, None, None, None,2017-04-23 09:00:00, None,17
91.9, None, None, None,0.037,148.8, None, None,6.0,965.0, None, None, None, None, None,0.457, None, None,6.759, None, None, None, None,72.11, None, None, None, None, None, None,2017-04-23 10:00:00, None,17
72.77, None, None, None,4.216,19.66, None, None,6.0,965.0, None, None, None, None, None,0.549, None, None,10.72, None, None, None, None,54.79, None, None, None, None, None, None,2017-04-23 11:00:00, None,17
55.81, None, None, None,6.829,8.03, None, None,5.0,964.0, None, None, None, None, None,0.859, None, None,13.31, None, None, None, None,26.46, None, None, None, None, None, None,2017-04-23 12:00:00, None,17
56.94, None, None, None,5.829,2.245, None, None,5.0,963.0, None, None, None, None, None,0.746, None, None,14.14, None, None, None, None,29.57, None, None, None, None, None, None,2017-04-23 13:00:00, None,17
51.3, None, None, None,7.978,5.302, None, None,4.0,962.0, None, None, None, None, None,0.567, None, None,14.11, None, None, None, None,24.2, None, None, None, None, None, None,2017-04-23 14:00:00, None,17
44.54, None, None, None,5.395,4.934, None, None,3.0,962.0, None, None, None, None, None,0.62, None, None,15.25, None, None, None, None,28.4, None, None, None, None, None, None,2017-04-23 15:00:00, None,17
42.74, None, None, None,3.368,3.133, None, None,3.0,961.0, None, None, None, None, None,0.444, None, None,15.64, None, None, None, None,39.59, None, None, None, None, None, None,2017-04-23 16:00:00, None,17
39.74, None, None, None,4.464,327.0, None, None,2.0,961.0, None, None, None, None, None,0.324, None, None,15.45, None, None, None, None,55.48, None, None, None, None, None, None,2017-04-23 17:00:00, None,17
45.27, None, None, None,3.178,322.7, None, None,2.0,961.0, None, None, None, None, None,0.279, None, None,13.35, None, None, None, None,64.23, None, None, None, None, None, None,2017-04-23 18:00:00, None,17
47.88, None, None, None,2.655,36.57, None, None,2.0,961.0, None, None, None, None, None,0.082, None, None,13.17, None, None, None, None,68.34, None, None, None, None, None, None,2017-04-23 19:00:00, None,17
62.44, None, None, None,2.625,72.75, None, None,4.0,961.0, None, None, None, None, None,0.259, None, None,10.37, None, None, None, None,52.35, None, None, None, None, None, None,2017-04-23 20:00:00, None,17
67.02, None, None, None,2.471,136.9, None, None,3.0,961.0, None, None, None, None, None,-0.036, None, None,9.19, None, None, None, None,18.27, None, None, None, None, None, None,2017-04-23 21:00:00, None,17
63.72, None, None, None,2.359,108.2, None, None,3.0,961.0, None, None, None, None, None,0.428, None, None,9.76, None, None, None, None,39.92, None, None, None, None, None, None,2017-04-23 22:00:00, None,17
71.63, None, None, None,2.279,119.6, None, None,4.0,961.0, None, None, None, None, None,0.247, None, None,8.49, None, None, None, None,61.3, None, None, None, None, None, None,2017-04-23 23:00:00, None,17
78.94, None, None, None,1.838,127.3, None, None,4.0,961.0, None, None, None, None, None,0.102, None, None,7.85, None, None, None, None,42.82, None, None, None, None, None, None,2017-04-24 00:00:00, None,17
77.05, None, None, None,2.593,98.2, None, None,4.0,961.0, None, None, None, None, None,-0.193, None, None,7.423, None, None, None, None,39.2, None, None, None, None, None, None,2017-04-24 01:00:00, None,17
81.2, None, None, None,2.594,116.7, None, None,4.0,961.0, None, None, None, None, None,0.183, None, None,6.67, None, None, None, None,47.54, None, None, None, None, None, None,2017-04-24 02:00:00, None,17
82.4, None, None, None,2.739,119.0, None, None,4.0,961.0, None, None, None, None, None,0.08, None, None,6.303, None, None, None, None,36.79, None, None, None, None, None, None,2017-04-24 03:00:00, None,17
